,time,sd,year,day,decade
1969,1965-08-22,,1965,22,1960
1970,1965-08-23,,1965,23,1960
1971,1965-08-24,,1965,24,1960
1972,1965-08-25,,1965,25,1960
1973,1965-08-26,,1965,26,1960
1974,1965-08-27,,1965,27,1960
1975,1965-08-28,,1965,28,1960
1976,1965-08-29,,1965,29,1960
1977,1965-08-30,,1965,30,1960
1978,1965-08-31,,1965,31,1960
1979,1965-09-01,,1965,1,1960
1980,1965-09-02,,1965,2,1960
1981,1965-09-03,,1965,3,1960
1982,1965-09-04,,1965,4,1960
1983,1965-09-05,,1965,5,1960
1984,1965-09-06,,1965,6,1960
1985,1965-09-07,,1965,7,1960
1986,1965-09-08,,1965,8,1960
1987,1965-09-09,,1965,9,1960
1988,1965-09-10,,1965,10,1960
1989,1965-09-11,,1965,11,1960
1990,1965-09-12,,1965,12,1960
1991,1965-09-13,,1965,13,1960
1992,1965-09-14,,1965,14,1960
1993,1965-09-15,,1965,15,1960
1994,1965-09-16,,1965,16,1960
1995,1965-09-17,,1965,17,1960
1996,1965-09-18,,1965,18,1960
1997,1965-09-19,,1965,19,1960
1998,1965-09-20,,1965,20,1960
1999,1965-09-21,,1965,21,1960
2000,1965-09-22,,1965,22,1960
2001,1965-09-23,,1965,23,1960
2002,1965-09-24,,1965,24,1960
2003,1965-09-25,,1965,25,1960
2004,1965-09-26,,1965,26,1960
2005,1965-09-27,,1965,27,1960
2006,1965-09-28,,1965,28,1960
2007,1965-09-29,,1965,29,1960
2008,1965-09-30,,1965,30,1960
2009,1965-10-01,,1965,1,1960
2010,1965-10-02,,1965,2,1960
2011,1965-10-03,,1965,3,1960
2012,1965-10-04,,1965,4,1960
2013,1965-10-05,,1965,5,1960
2014,1965-10-06,,1965,6,1960
2015,1965-10-07,,1965,7,1960
2016,1965-10-08,,1965,8,1960
2017,1965-10-09,,1965,9,1960
2018,1965-10-10,,1965,10,1960
2019,1965-10-11,,1965,11,1960
2020,1965-10-12,,1965,12,1960
2021,1965-10-13,,1965,13,1960
2022,1965-10-14,,1965,14,1960
2023,1965-10-15,,1965,15,1960
2024,1965-10-16,,1965,16,1960
2025,1965-10-17,,1965,17,1960
2026,1965-10-18,,1965,18,1960
2027,1965-10-19,,1965,19,1960
2028,1965-10-20,,1965,20,1960
2029,1965-10-21,,1965,21,1960
2030,1965-10-22,,1965,22,1960
2031,1965-10-23,,1965,23,1960
2032,1965-10-24,,1965,24,1960
2033,1965-10-25,,1965,25,1960
2034,1965-10-26,,1965,26,1960
2035,1965-10-27,,1965,27,1960
2036,1965-10-28,,1965,28,1960
2037,1965-10-29,,1965,29,1960
2038,1965-10-30,,1965,30,1960
2039,1965-10-31,,1965,31,1960
2040,1965-11-01,,1965,1,1960
2041,1965-11-02,,1965,2,1960
2042,1965-11-03,,1965,3,1960
2043,1965-11-04,,1965,4,1960
2044,1965-11-05,,1965,5,1960
2045,1965-11-06,,1965,6,1960
2046,1965-11-07,,1965,7,1960
2047,1965-11-08,,1965,8,1960
2048,1965-11-09,,1965,9,1960
2049,1965-11-10,,1965,10,1960
2050,1965-11-11,,1965,11,1960
2051,1965-11-12,,1965,12,1960
2052,1965-11-13,,1965,13,1960
2053,1965-11-14,,1965,14,1960
2054,1965-11-15,,1965,15,1960
2055,1965-11-16,,1965,16,1960
2056,1965-11-17,,1965,17,1960
2057,1965-11-18,,1965,18,1960
2058,1965-11-19,,1965,19,1960
2059,1965-11-20,,1965,20,1960
2060,1965-11-21,,1965,21,1960
2061,1965-11-22,,1965,22,1960
2062,1965-11-23,,1965,23,1960
2063,1965-11-24,,1965,24,1960
2064,1965-11-25,,1965,25,1960
2065,1965-11-26,,1965,26,1960
2066,1965-11-27,,1965,27,1960
2067,1965-11-28,,1965,28,1960
2068,1965-11-29,,1965,29,1960
2069,1965-11-30,,1965,30,1960
2070,1965-12-01,,1965,1,1960
2071,1965-12-02,,1965,2,1960
2072,1965-12-03,,1965,3,1960
2073,1965-12-04,,1965,4,1960
2074,1965-12-05,,1965,5,1960
2075,1965-12-06,,1965,6,1960
2076,1965-12-07,,1965,7,1960
2077,1965-12-08,,1965,8,1960
2078,1965-12-09,,1965,9,1960
2079,1965-12-10,,1965,10,1960
2080,1965-12-11,,1965,11,1960
2081,1965-12-12,,1965,12,1960
2082,1965-12-13,,1965,13,1960
2083,1965-12-14,,1965,14,1960
2084,1965-12-15,,1965,15,1960
2085,1965-12-16,,1965,16,1960
2086,1965-12-17,,1965,17,1960
2087,1965-12-18,,1965,18,1960
2088,1965-12-19,,1965,19,1960
2089,1965-12-20,,1965,20,1960
2090,1965-12-21,,1965,21,1960
2091,1965-12-22,,1965,22,1960
2092,1965-12-23,,1965,23,1960
2093,1965-12-24,,1965,24,1960
2094,1965-12-25,,1965,25,1960
2095,1965-12-26,,1965,26,1960
2096,1965-12-27,,1965,27,1960
2097,1965-12-28,,1965,28,1960
2098,1965-12-29,,1965,29,1960
2099,1965-12-30,,1965,30,1960
2100,1965-12-31,,1965,31,1960
2101,1966-01-01,,1966,1,1960
2102,1966-01-02,,1966,2,1960
2103,1966-01-03,,1966,3,1960
2104,1966-01-04,,1966,4,1960
2105,1966-01-05,,1966,5,1960
2106,1966-01-06,,1966,6,1960
2107,1966-01-07,,1966,7,1960
2108,1966-01-08,,1966,8,1960
2109,1966-01-09,,1966,9,1960
2110,1966-01-10,,1966,10,1960
2111,1966-01-11,,1966,11,1960
2112,1966-01-12,,1966,12,1960
2113,1966-01-13,,1966,13,1960
2114,1966-01-14,,1966,14,1960
2115,1966-01-15,,1966,15,1960
2116,1966-01-16,,1966,16,1960
2117,1966-01-17,,1966,17,1960
2118,1966-01-18,,1966,18,1960
2119,1966-01-19,,1966,19,1960
2120,1966-01-20,,1966,20,1960
2121,1966-01-21,,1966,21,1960
2122,1966-01-22,,1966,22,1960
2123,1966-01-23,,1966,23,1960
2124,1966-01-24,,1966,24,1960
2125,1966-01-25,,1966,25,1960
2126,1966-01-26,,1966,26,1960
2127,1966-01-27,,1966,27,1960
2128,1966-01-28,,1966,28,1960
2129,1966-01-29,,1966,29,1960
2130,1966-01-30,,1966,30,1960
2131,1966-01-31,,1966,31,1960
2132,1966-02-01,,1966,1,1960
2133,1966-02-02,,1966,2,1960
2134,1966-02-03,,1966,3,1960
2135,1966-02-04,,1966,4,1960
2136,1966-02-05,,1966,5,1960
2137,1966-02-06,,1966,6,1960
2138,1966-02-07,,1966,7,1960
2139,1966-02-08,,1966,8,1960
2140,1966-02-09,,1966,9,1960
2141,1966-02-10,,1966,10,1960
2142,1966-02-11,,1966,11,1960
2143,1966-02-12,,1966,12,1960
2144,1966-02-13,,1966,13,1960
2145,1966-02-14,,1966,14,1960
2146,1966-02-15,,1966,15,1960
2147,1966-02-16,,1966,16,1960
2148,1966-02-17,,1966,17,1960
2149,1966-02-18,,1966,18,1960
2150,1966-02-19,,1966,19,1960
2151,1966-02-20,,1966,20,1960
2152,1966-02-21,,1966,21,1960
2153,1966-02-22,,1966,22,1960
2154,1966-02-23,,1966,23,1960
2155,1966-02-24,,1966,24,1960
2156,1966-02-25,,1966,25,1960
2157,1966-02-26,,1966,26,1960
2158,1966-02-27,,1966,27,1960
2159,1966-02-28,,1966,28,1960
2160,1966-03-01,,1966,1,1960
2161,1966-03-02,,1966,2,1960
2162,1966-03-03,,1966,3,1960
2163,1966-03-04,,1966,4,1960
2164,1966-03-05,,1966,5,1960
2165,1966-03-06,,1966,6,1960
2166,1966-03-07,,1966,7,1960
2167,1966-03-08,,1966,8,1960
2168,1966-03-09,,1966,9,1960
2169,1966-03-10,,1966,10,1960
2170,1966-03-11,,1966,11,1960
2171,1966-03-12,,1966,12,1960
2172,1966-03-13,,1966,13,1960
2173,1966-03-14,,1966,14,1960
2174,1966-03-15,,1966,15,1960
2175,1966-03-16,,1966,16,1960
2176,1966-03-17,,1966,17,1960
2177,1966-03-18,,1966,18,1960
2178,1966-03-19,,1966,19,1960
2179,1966-03-20,,1966,20,1960
2180,1966-03-21,,1966,21,1960
2181,1966-03-22,,1966,22,1960
2182,1966-03-23,,1966,23,1960
2183,1966-03-24,,1966,24,1960
2184,1966-03-25,,1966,25,1960
2185,1966-03-26,,1966,26,1960
2186,1966-03-27,,1966,27,1960
2187,1966-03-28,,1966,28,1960
2188,1966-03-29,,1966,29,1960
2189,1966-03-30,,1966,30,1960
2190,1966-03-31,,1966,31,1960
2191,1966-04-01,0.04530384,1966,1,1960
2192,1966-04-02,0.045449346,1966,2,1960
2193,1966-04-03,0.045610663,1966,3,1960
2194,1966-04-04,0.04569913,1966,4,1960
2195,1966-04-05,0.045926273,1966,5,1960
2196,1966-04-06,0.045952912,1966,6,1960
2197,1966-04-07,0.045844097,1966,7,1960
2198,1966-04-08,0.045915853,1966,8,1960
2199,1966-04-09,0.045804754,1966,9,1960
2200,1966-04-10,0.04555887,1966,10,1960
2201,1966-04-11,0.045627505,1966,11,1960
2202,1966-04-12,0.04580334,1966,12,1960
2203,1966-04-13,0.045814425,1966,13,1960
2204,1966-04-14,0.045777213,1966,14,1960
2205,1966-04-15,0.0458017,1966,15,1960
2206,1966-04-16,0.04590264,1966,16,1960
2207,1966-04-17,0.045889053,1966,17,1960
2208,1966-04-18,0.045832947,1966,18,1960
2209,1966-04-19,0.04572073,1966,19,1960
2210,1966-04-20,0.04572007,1966,20,1960
2211,1966-04-21,0.045736972,1966,21,1960
2212,1966-04-22,0.045805972,1966,22,1960
2213,1966-04-23,0.045799453,1966,23,1960
2214,1966-04-24,0.045705408,1966,24,1960
2215,1966-04-25,0.045542825,1966,25,1960
2216,1966-04-26,0.045397405,1966,26,1960
2217,1966-04-27,0.045157257,1966,27,1960
2218,1966-04-28,0.044489,1966,28,1960
2219,1966-04-29,0.04363765,1966,29,1960
2220,1966-04-30,0.042520482,1966,30,1960
2221,1966-05-01,,1966,1,1960
2222,1966-05-02,,1966,2,1960
2223,1966-05-03,,1966,3,1960
2224,1966-05-04,,1966,4,1960
2225,1966-05-05,,1966,5,1960
2226,1966-05-06,,1966,6,1960
2227,1966-05-07,,1966,7,1960
2228,1966-05-08,,1966,8,1960
2229,1966-05-09,,1966,9,1960
2230,1966-05-10,,1966,10,1960
2231,1966-05-11,,1966,11,1960
2232,1966-05-12,,1966,12,1960
2233,1966-05-13,,1966,13,1960
2234,1966-05-14,,1966,14,1960
2235,1966-05-15,,1966,15,1960
2236,1966-05-16,,1966,16,1960
2237,1966-05-17,,1966,17,1960
2238,1966-05-18,,1966,18,1960
2239,1966-05-19,,1966,19,1960
2240,1966-05-20,,1966,20,1960
2241,1966-05-21,,1966,21,1960
2242,1966-05-22,,1966,22,1960
2243,1966-05-23,,1966,23,1960
2244,1966-05-24,,1966,24,1960
2245,1966-05-25,,1966,25,1960
2246,1966-05-26,,1966,26,1960
2247,1966-05-27,,1966,27,1960
2248,1966-05-28,,1966,28,1960
2249,1966-05-29,,1966,29,1960
2250,1966-05-30,,1966,30,1960
2251,1966-05-31,,1966,31,1960
2252,1966-06-01,,1966,1,1960
2253,1966-06-02,,1966,2,1960
2254,1966-06-03,,1966,3,1960
2255,1966-06-04,,1966,4,1960
2256,1966-06-05,,1966,5,1960
2257,1966-06-06,,1966,6,1960
2258,1966-06-07,,1966,7,1960
2259,1966-06-08,,1966,8,1960
2260,1966-06-09,,1966,9,1960
2261,1966-06-10,,1966,10,1960
2262,1966-06-11,,1966,11,1960
2263,1966-06-12,,1966,12,1960
2264,1966-06-13,,1966,13,1960
2265,1966-06-14,,1966,14,1960
2266,1966-06-15,,1966,15,1960
2267,1966-06-16,,1966,16,1960
2268,1966-06-17,,1966,17,1960
2269,1966-06-18,,1966,18,1960
2270,1966-06-19,,1966,19,1960
2271,1966-06-20,,1966,20,1960
2272,1966-06-21,,1966,21,1960
2273,1966-06-22,,1966,22,1960
2274,1966-06-23,,1966,23,1960
2275,1966-06-24,,1966,24,1960
2276,1966-06-25,,1966,25,1960
2277,1966-06-26,,1966,26,1960
2278,1966-06-27,,1966,27,1960
2279,1966-06-28,,1966,28,1960
2280,1966-06-29,,1966,29,1960
2281,1966-06-30,,1966,30,1960
2282,1966-07-01,,1966,1,1960
2283,1966-07-02,,1966,2,1960
2284,1966-07-03,,1966,3,1960
2285,1966-07-04,,1966,4,1960
2286,1966-07-05,,1966,5,1960
2287,1966-07-06,,1966,6,1960
2288,1966-07-07,,1966,7,1960
2289,1966-07-08,,1966,8,1960
2290,1966-07-09,,1966,9,1960
2291,1966-07-10,,1966,10,1960
2292,1966-07-11,,1966,11,1960
2293,1966-07-12,,1966,12,1960
2294,1966-07-13,,1966,13,1960
2295,1966-07-14,,1966,14,1960
2296,1966-07-15,,1966,15,1960
2297,1966-07-16,,1966,16,1960
2298,1966-07-17,,1966,17,1960
2299,1966-07-18,,1966,18,1960
2300,1966-07-19,,1966,19,1960
2301,1966-07-20,,1966,20,1960
2302,1966-07-21,,1966,21,1960
2303,1966-07-22,,1966,22,1960
2304,1966-07-23,,1966,23,1960
2305,1966-07-24,,1966,24,1960
2306,1966-07-25,,1966,25,1960
2307,1966-07-26,,1966,26,1960
2308,1966-07-27,,1966,27,1960
2309,1966-07-28,,1966,28,1960
2310,1966-07-29,,1966,29,1960
2311,1966-07-30,,1966,30,1960
2312,1966-07-31,,1966,31,1960
2313,1966-08-01,,1966,1,1960
2314,1966-08-02,,1966,2,1960
2315,1966-08-03,,1966,3,1960
2316,1966-08-04,,1966,4,1960
2317,1966-08-05,,1966,5,1960
2318,1966-08-06,,1966,6,1960
2319,1966-08-07,,1966,7,1960
2320,1966-08-08,,1966,8,1960
2321,1966-08-09,,1966,9,1960
2322,1966-08-10,,1966,10,1960
2323,1966-08-11,,1966,11,1960
2324,1966-08-12,,1966,12,1960
2325,1966-08-13,,1966,13,1960
2326,1966-08-14,,1966,14,1960
2327,1966-08-15,,1966,15,1960
2328,1966-08-16,,1966,16,1960
2329,1966-08-17,,1966,17,1960
2330,1966-08-18,,1966,18,1960
2331,1966-08-19,,1966,19,1960
2332,1966-08-20,,1966,20,1960
2333,1966-08-21,,1966,21,1960
2334,1966-08-22,,1966,22,1960
2335,1966-08-23,,1966,23,1960
2336,1966-08-24,,1966,24,1960
2337,1966-08-25,,1966,25,1960
2338,1966-08-26,,1966,26,1960
2339,1966-08-27,,1966,27,1960
2340,1966-08-28,,1966,28,1960
2341,1966-08-29,,1966,29,1960
2342,1966-08-30,,1966,30,1960
2343,1966-08-31,,1966,31,1960
2344,1966-09-01,,1966,1,1960
2345,1966-09-02,,1966,2,1960
2346,1966-09-03,,1966,3,1960
2347,1966-09-04,,1966,4,1960
2348,1966-09-05,,1966,5,1960
2349,1966-09-06,,1966,6,1960
2350,1966-09-07,,1966,7,1960
2351,1966-09-08,,1966,8,1960
2352,1966-09-09,,1966,9,1960
2353,1966-09-10,,1966,10,1960
2354,1966-09-11,,1966,11,1960
2355,1966-09-12,,1966,12,1960
2356,1966-09-13,,1966,13,1960
2357,1966-09-14,,1966,14,1960
2358,1966-09-15,,1966,15,1960
2359,1966-09-16,,1966,16,1960
2360,1966-09-17,,1966,17,1960
2361,1966-09-18,,1966,18,1960
2362,1966-09-19,,1966,19,1960
2363,1966-09-20,,1966,20,1960
2364,1966-09-21,,1966,21,1960
2365,1966-09-22,,1966,22,1960
2366,1966-09-23,,1966,23,1960
2367,1966-09-24,,1966,24,1960
2368,1966-09-25,,1966,25,1960
2369,1966-09-26,,1966,26,1960
2370,1966-09-27,,1966,27,1960
2371,1966-09-28,,1966,28,1960
2372,1966-09-29,,1966,29,1960
2373,1966-09-30,,1966,30,1960
2374,1966-10-01,,1966,1,1960
2375,1966-10-02,,1966,2,1960
2376,1966-10-03,,1966,3,1960
2377,1966-10-04,,1966,4,1960
2378,1966-10-05,,1966,5,1960
2379,1966-10-06,,1966,6,1960
2380,1966-10-07,,1966,7,1960
2381,1966-10-08,,1966,8,1960
2382,1966-10-09,,1966,9,1960
2383,1966-10-10,,1966,10,1960
2384,1966-10-11,,1966,11,1960
2385,1966-10-12,,1966,12,1960
2386,1966-10-13,,1966,13,1960
2387,1966-10-14,,1966,14,1960
2388,1966-10-15,,1966,15,1960
2389,1966-10-16,,1966,16,1960
2390,1966-10-17,,1966,17,1960
2391,1966-10-18,,1966,18,1960
2392,1966-10-19,,1966,19,1960
2393,1966-10-20,,1966,20,1960
2394,1966-10-21,,1966,21,1960
2395,1966-10-22,,1966,22,1960
2396,1966-10-23,,1966,23,1960
2397,1966-10-24,,1966,24,1960
2398,1966-10-25,,1966,25,1960
2399,1966-10-26,,1966,26,1960
2400,1966-10-27,,1966,27,1960
2401,1966-10-28,,1966,28,1960
2402,1966-10-29,,1966,29,1960
2403,1966-10-30,,1966,30,1960
2404,1966-10-31,,1966,31,1960
2405,1966-11-01,,1966,1,1960
2406,1966-11-02,,1966,2,1960
2407,1966-11-03,,1966,3,1960
2408,1966-11-04,,1966,4,1960
2409,1966-11-05,,1966,5,1960
2410,1966-11-06,,1966,6,1960
2411,1966-11-07,,1966,7,1960
2412,1966-11-08,,1966,8,1960
2413,1966-11-09,,1966,9,1960
2414,1966-11-10,,1966,10,1960
2415,1966-11-11,,1966,11,1960
2416,1966-11-12,,1966,12,1960
2417,1966-11-13,,1966,13,1960
2418,1966-11-14,,1966,14,1960
2419,1966-11-15,,1966,15,1960
2420,1966-11-16,,1966,16,1960
2421,1966-11-17,,1966,17,1960
2422,1966-11-18,,1966,18,1960
2423,1966-11-19,,1966,19,1960
2424,1966-11-20,,1966,20,1960
2425,1966-11-21,,1966,21,1960
2426,1966-11-22,,1966,22,1960
2427,1966-11-23,,1966,23,1960
2428,1966-11-24,,1966,24,1960
2429,1966-11-25,,1966,25,1960
2430,1966-11-26,,1966,26,1960
2431,1966-11-27,,1966,27,1960
2432,1966-11-28,,1966,28,1960
2433,1966-11-29,,1966,29,1960
2434,1966-11-30,,1966,30,1960
2435,1966-12-01,,1966,1,1960
2436,1966-12-02,,1966,2,1960
2437,1966-12-03,,1966,3,1960
2438,1966-12-04,,1966,4,1960
2439,1966-12-05,,1966,5,1960
2440,1966-12-06,,1966,6,1960
2441,1966-12-07,,1966,7,1960
2442,1966-12-08,,1966,8,1960
2443,1966-12-09,,1966,9,1960
2444,1966-12-10,,1966,10,1960
2445,1966-12-11,,1966,11,1960
2446,1966-12-12,,1966,12,1960
2447,1966-12-13,,1966,13,1960
2448,1966-12-14,,1966,14,1960
2449,1966-12-15,,1966,15,1960
2450,1966-12-16,,1966,16,1960
2451,1966-12-17,,1966,17,1960
2452,1966-12-18,,1966,18,1960
2453,1966-12-19,,1966,19,1960
2454,1966-12-20,,1966,20,1960
2455,1966-12-21,,1966,21,1960
2456,1966-12-22,,1966,22,1960
2457,1966-12-23,,1966,23,1960
2458,1966-12-24,,1966,24,1960
2459,1966-12-25,,1966,25,1960
2460,1966-12-26,,1966,26,1960
2461,1966-12-27,,1966,27,1960
2462,1966-12-28,,1966,28,1960
2463,1966-12-29,,1966,29,1960
2464,1966-12-30,,1966,30,1960
2465,1966-12-31,,1966,31,1960
2466,1967-01-01,,1967,1,1960
2467,1967-01-02,,1967,2,1960
2468,1967-01-03,,1967,3,1960
2469,1967-01-04,,1967,4,1960
2470,1967-01-05,,1967,5,1960
2471,1967-01-06,,1967,6,1960
2472,1967-01-07,,1967,7,1960
2473,1967-01-08,,1967,8,1960
2474,1967-01-09,,1967,9,1960
2475,1967-01-10,,1967,10,1960
2476,1967-01-11,,1967,11,1960
2477,1967-01-12,,1967,12,1960
2478,1967-01-13,,1967,13,1960
2479,1967-01-14,,1967,14,1960
2480,1967-01-15,,1967,15,1960
2481,1967-01-16,,1967,16,1960
2482,1967-01-17,,1967,17,1960
2483,1967-01-18,,1967,18,1960
2484,1967-01-19,,1967,19,1960
2485,1967-01-20,,1967,20,1960
2486,1967-01-21,,1967,21,1960
2487,1967-01-22,,1967,22,1960
2488,1967-01-23,,1967,23,1960
2489,1967-01-24,,1967,24,1960
2490,1967-01-25,,1967,25,1960
2491,1967-01-26,,1967,26,1960
2492,1967-01-27,,1967,27,1960
2493,1967-01-28,,1967,28,1960
2494,1967-01-29,,1967,29,1960
2495,1967-01-30,,1967,30,1960
2496,1967-01-31,,1967,31,1960
2497,1967-02-01,,1967,1,1960
2498,1967-02-02,,1967,2,1960
2499,1967-02-03,,1967,3,1960
2500,1967-02-04,,1967,4,1960
2501,1967-02-05,,1967,5,1960
2502,1967-02-06,,1967,6,1960
2503,1967-02-07,,1967,7,1960
2504,1967-02-08,,1967,8,1960
2505,1967-02-09,,1967,9,1960
2506,1967-02-10,,1967,10,1960
2507,1967-02-11,,1967,11,1960
2508,1967-02-12,,1967,12,1960
2509,1967-02-13,,1967,13,1960
2510,1967-02-14,,1967,14,1960
2511,1967-02-15,,1967,15,1960
2512,1967-02-16,,1967,16,1960
2513,1967-02-17,,1967,17,1960
2514,1967-02-18,,1967,18,1960
2515,1967-02-19,,1967,19,1960
2516,1967-02-20,,1967,20,1960
2517,1967-02-21,,1967,21,1960
2518,1967-02-22,,1967,22,1960
2519,1967-02-23,,1967,23,1960
2520,1967-02-24,,1967,24,1960
2521,1967-02-25,,1967,25,1960
2522,1967-02-26,,1967,26,1960
2523,1967-02-27,,1967,27,1960
2524,1967-02-28,,1967,28,1960
2525,1967-03-01,,1967,1,1960
2526,1967-03-02,,1967,2,1960
2527,1967-03-03,,1967,3,1960
2528,1967-03-04,,1967,4,1960
2529,1967-03-05,,1967,5,1960
2530,1967-03-06,,1967,6,1960
2531,1967-03-07,,1967,7,1960
2532,1967-03-08,,1967,8,1960
2533,1967-03-09,,1967,9,1960
2534,1967-03-10,,1967,10,1960
2535,1967-03-11,,1967,11,1960
2536,1967-03-12,,1967,12,1960
2537,1967-03-13,,1967,13,1960
2538,1967-03-14,,1967,14,1960
2539,1967-03-15,,1967,15,1960
2540,1967-03-16,,1967,16,1960
2541,1967-03-17,,1967,17,1960
2542,1967-03-18,,1967,18,1960
2543,1967-03-19,,1967,19,1960
2544,1967-03-20,,1967,20,1960
2545,1967-03-21,,1967,21,1960
2546,1967-03-22,,1967,22,1960
2547,1967-03-23,,1967,23,1960
2548,1967-03-24,,1967,24,1960
2549,1967-03-25,,1967,25,1960
2550,1967-03-26,,1967,26,1960
2551,1967-03-27,,1967,27,1960
2552,1967-03-28,,1967,28,1960
2553,1967-03-29,,1967,29,1960
2554,1967-03-30,,1967,30,1960
2555,1967-03-31,,1967,31,1960
2556,1967-04-01,0.04836895,1967,1,1960
2557,1967-04-02,0.04896058,1967,2,1960
2558,1967-04-03,0.04958568,1967,3,1960
2559,1967-04-04,0.049974263,1967,4,1960
2560,1967-04-05,0.050254237,1967,5,1960
2561,1967-04-06,0.050888646,1967,6,1960
2562,1967-04-07,0.05135535,1967,7,1960
2563,1967-04-08,0.051571947,1967,8,1960
2564,1967-04-09,0.051688235,1967,9,1960
2565,1967-04-10,0.051866394,1967,10,1960
2566,1967-04-11,0.052165505,1967,11,1960
2567,1967-04-12,0.052413743,1967,12,1960
2568,1967-04-13,0.052711453,1967,13,1960
2569,1967-04-14,0.053038824,1967,14,1960
2570,1967-04-15,0.053298805,1967,15,1960
2571,1967-04-16,0.05350003,1967,16,1960
2572,1967-04-17,0.054078538,1967,17,1960
2573,1967-04-18,0.05403712,1967,18,1960
2574,1967-04-19,0.054006767,1967,19,1960
2575,1967-04-20,0.05388993,1967,20,1960
2576,1967-04-21,0.05380413,1967,21,1960
2577,1967-04-22,0.053999454,1967,22,1960
2578,1967-04-23,0.054087948,1967,23,1960
2579,1967-04-24,0.053991646,1967,24,1960
2580,1967-04-25,0.053807277,1967,25,1960
2581,1967-04-26,0.05358364,1967,26,1960
2582,1967-04-27,0.053646836,1967,27,1960
2583,1967-04-28,0.052981082,1967,28,1960
2584,1967-04-29,0.051377848,1967,29,1960
2585,1967-04-30,0.04947422,1967,30,1960
2586,1967-05-01,,1967,1,1960
2587,1967-05-02,,1967,2,1960
2588,1967-05-03,,1967,3,1960
2589,1967-05-04,,1967,4,1960
2590,1967-05-05,,1967,5,1960
2591,1967-05-06,,1967,6,1960
2592,1967-05-07,,1967,7,1960
2593,1967-05-08,,1967,8,1960
2594,1967-05-09,,1967,9,1960
2595,1967-05-10,,1967,10,1960
2596,1967-05-11,,1967,11,1960
2597,1967-05-12,,1967,12,1960
2598,1967-05-13,,1967,13,1960
2599,1967-05-14,,1967,14,1960
2600,1967-05-15,,1967,15,1960
2601,1967-05-16,,1967,16,1960
2602,1967-05-17,,1967,17,1960
2603,1967-05-18,,1967,18,1960
2604,1967-05-19,,1967,19,1960
2605,1967-05-20,,1967,20,1960
2606,1967-05-21,,1967,21,1960
2607,1967-05-22,,1967,22,1960
2608,1967-05-23,,1967,23,1960
2609,1967-05-24,,1967,24,1960
2610,1967-05-25,,1967,25,1960
2611,1967-05-26,,1967,26,1960
2612,1967-05-27,,1967,27,1960
2613,1967-05-28,,1967,28,1960
2614,1967-05-29,,1967,29,1960
2615,1967-05-30,,1967,30,1960
2616,1967-05-31,,1967,31,1960
2617,1967-06-01,,1967,1,1960
2618,1967-06-02,,1967,2,1960
2619,1967-06-03,,1967,3,1960
2620,1967-06-04,,1967,4,1960
2621,1967-06-05,,1967,5,1960
2622,1967-06-06,,1967,6,1960
2623,1967-06-07,,1967,7,1960
2624,1967-06-08,,1967,8,1960
2625,1967-06-09,,1967,9,1960
2626,1967-06-10,,1967,10,1960
2627,1967-06-11,,1967,11,1960
2628,1967-06-12,,1967,12,1960
2629,1967-06-13,,1967,13,1960
2630,1967-06-14,,1967,14,1960
2631,1967-06-15,,1967,15,1960
2632,1967-06-16,,1967,16,1960
2633,1967-06-17,,1967,17,1960
2634,1967-06-18,,1967,18,1960
2635,1967-06-19,,1967,19,1960
2636,1967-06-20,,1967,20,1960
2637,1967-06-21,,1967,21,1960
2638,1967-06-22,,1967,22,1960
2639,1967-06-23,,1967,23,1960
2640,1967-06-24,,1967,24,1960
2641,1967-06-25,,1967,25,1960
2642,1967-06-26,,1967,26,1960
2643,1967-06-27,,1967,27,1960
2644,1967-06-28,,1967,28,1960
2645,1967-06-29,,1967,29,1960
2646,1967-06-30,,1967,30,1960
2647,1967-07-01,,1967,1,1960
2648,1967-07-02,,1967,2,1960
2649,1967-07-03,,1967,3,1960
2650,1967-07-04,,1967,4,1960
2651,1967-07-05,,1967,5,1960
2652,1967-07-06,,1967,6,1960
2653,1967-07-07,,1967,7,1960
2654,1967-07-08,,1967,8,1960
2655,1967-07-09,,1967,9,1960
2656,1967-07-10,,1967,10,1960
2657,1967-07-11,,1967,11,1960
2658,1967-07-12,,1967,12,1960
2659,1967-07-13,,1967,13,1960
2660,1967-07-14,,1967,14,1960
2661,1967-07-15,,1967,15,1960
2662,1967-07-16,,1967,16,1960
2663,1967-07-17,,1967,17,1960
2664,1967-07-18,,1967,18,1960
2665,1967-07-19,,1967,19,1960
2666,1967-07-20,,1967,20,1960
2667,1967-07-21,,1967,21,1960
2668,1967-07-22,,1967,22,1960
2669,1967-07-23,,1967,23,1960
2670,1967-07-24,,1967,24,1960
2671,1967-07-25,,1967,25,1960
2672,1967-07-26,,1967,26,1960
2673,1967-07-27,,1967,27,1960
2674,1967-07-28,,1967,28,1960
2675,1967-07-29,,1967,29,1960
2676,1967-07-30,,1967,30,1960
2677,1967-07-31,,1967,31,1960
2678,1967-08-01,,1967,1,1960
2679,1967-08-02,,1967,2,1960
2680,1967-08-03,,1967,3,1960
2681,1967-08-04,,1967,4,1960
2682,1967-08-05,,1967,5,1960
2683,1967-08-06,,1967,6,1960
2684,1967-08-07,,1967,7,1960
2685,1967-08-08,,1967,8,1960
2686,1967-08-09,,1967,9,1960
2687,1967-08-10,,1967,10,1960
2688,1967-08-11,,1967,11,1960
