,time,sd,year,day,decade
4838,1973-06-30,,1973,30,1970
4839,1973-07-01,,1973,1,1970
4840,1973-07-02,,1973,2,1970
4841,1973-07-03,,1973,3,1970
4842,1973-07-04,,1973,4,1970
4843,1973-07-05,,1973,5,1970
4844,1973-07-06,,1973,6,1970
4845,1973-07-07,,1973,7,1970
4846,1973-07-08,,1973,8,1970
4847,1973-07-09,,1973,9,1970
4848,1973-07-10,,1973,10,1970
4849,1973-07-11,,1973,11,1970
4850,1973-07-12,,1973,12,1970
4851,1973-07-13,,1973,13,1970
4852,1973-07-14,,1973,14,1970
4853,1973-07-15,,1973,15,1970
4854,1973-07-16,,1973,16,1970
4855,1973-07-17,,1973,17,1970
4856,1973-07-18,,1973,18,1970
4857,1973-07-19,,1973,19,1970
4858,1973-07-20,,1973,20,1970
4859,1973-07-21,,1973,21,1970
4860,1973-07-22,,1973,22,1970
4861,1973-07-23,,1973,23,1970
4862,1973-07-24,,1973,24,1970
4863,1973-07-25,,1973,25,1970
4864,1973-07-26,,1973,26,1970
4865,1973-07-27,,1973,27,1970
4866,1973-07-28,,1973,28,1970
4867,1973-07-29,,1973,29,1970
4868,1973-07-30,,1973,30,1970
4869,1973-07-31,,1973,31,1970
4870,1973-08-01,,1973,1,1970
4871,1973-08-02,,1973,2,1970
4872,1973-08-03,,1973,3,1970
4873,1973-08-04,,1973,4,1970
4874,1973-08-05,,1973,5,1970
4875,1973-08-06,,1973,6,1970
4876,1973-08-07,,1973,7,1970
4877,1973-08-08,,1973,8,1970
4878,1973-08-09,,1973,9,1970
4879,1973-08-10,,1973,10,1970
4880,1973-08-11,,1973,11,1970
4881,1973-08-12,,1973,12,1970
4882,1973-08-13,,1973,13,1970
4883,1973-08-14,,1973,14,1970
4884,1973-08-15,,1973,15,1970
4885,1973-08-16,,1973,16,1970
4886,1973-08-17,,1973,17,1970
4887,1973-08-18,,1973,18,1970
4888,1973-08-19,,1973,19,1970
4889,1973-08-20,,1973,20,1970
4890,1973-08-21,,1973,21,1970
4891,1973-08-22,,1973,22,1970
4892,1973-08-23,,1973,23,1970
4893,1973-08-24,,1973,24,1970
4894,1973-08-25,,1973,25,1970
4895,1973-08-26,,1973,26,1970
4896,1973-08-27,,1973,27,1970
4897,1973-08-28,,1973,28,1970
4898,1973-08-29,,1973,29,1970
4899,1973-08-30,,1973,30,1970
4900,1973-08-31,,1973,31,1970
4901,1973-09-01,,1973,1,1970
4902,1973-09-02,,1973,2,1970
4903,1973-09-03,,1973,3,1970
4904,1973-09-04,,1973,4,1970
4905,1973-09-05,,1973,5,1970
4906,1973-09-06,,1973,6,1970
4907,1973-09-07,,1973,7,1970
4908,1973-09-08,,1973,8,1970
4909,1973-09-09,,1973,9,1970
4910,1973-09-10,,1973,10,1970
4911,1973-09-11,,1973,11,1970
4912,1973-09-12,,1973,12,1970
4913,1973-09-13,,1973,13,1970
4914,1973-09-14,,1973,14,1970
4915,1973-09-15,,1973,15,1970
4916,1973-09-16,,1973,16,1970
4917,1973-09-17,,1973,17,1970
4918,1973-09-18,,1973,18,1970
4919,1973-09-19,,1973,19,1970
4920,1973-09-20,,1973,20,1970
4921,1973-09-21,,1973,21,1970
4922,1973-09-22,,1973,22,1970
4923,1973-09-23,,1973,23,1970
4924,1973-09-24,,1973,24,1970
4925,1973-09-25,,1973,25,1970
4926,1973-09-26,,1973,26,1970
4927,1973-09-27,,1973,27,1970
4928,1973-09-28,,1973,28,1970
4929,1973-09-29,,1973,29,1970
4930,1973-09-30,,1973,30,1970
4931,1973-10-01,,1973,1,1970
4932,1973-10-02,,1973,2,1970
4933,1973-10-03,,1973,3,1970
4934,1973-10-04,,1973,4,1970
4935,1973-10-05,,1973,5,1970
4936,1973-10-06,,1973,6,1970
4937,1973-10-07,,1973,7,1970
4938,1973-10-08,,1973,8,1970
4939,1973-10-09,,1973,9,1970
4940,1973-10-10,,1973,10,1970
4941,1973-10-11,,1973,11,1970
4942,1973-10-12,,1973,12,1970
4943,1973-10-13,,1973,13,1970
4944,1973-10-14,,1973,14,1970
4945,1973-10-15,,1973,15,1970
4946,1973-10-16,,1973,16,1970
4947,1973-10-17,,1973,17,1970
4948,1973-10-18,,1973,18,1970
4949,1973-10-19,,1973,19,1970
4950,1973-10-20,,1973,20,1970
4951,1973-10-21,,1973,21,1970
4952,1973-10-22,,1973,22,1970
4953,1973-10-23,,1973,23,1970
4954,1973-10-24,,1973,24,1970
4955,1973-10-25,,1973,25,1970
4956,1973-10-26,,1973,26,1970
4957,1973-10-27,,1973,27,1970
4958,1973-10-28,,1973,28,1970
4959,1973-10-29,,1973,29,1970
4960,1973-10-30,,1973,30,1970
4961,1973-10-31,,1973,31,1970
4962,1973-11-01,,1973,1,1970
4963,1973-11-02,,1973,2,1970
4964,1973-11-03,,1973,3,1970
4965,1973-11-04,,1973,4,1970
4966,1973-11-05,,1973,5,1970
4967,1973-11-06,,1973,6,1970
4968,1973-11-07,,1973,7,1970
4969,1973-11-08,,1973,8,1970
4970,1973-11-09,,1973,9,1970
4971,1973-11-10,,1973,10,1970
4972,1973-11-11,,1973,11,1970
4973,1973-11-12,,1973,12,1970
4974,1973-11-13,,1973,13,1970
4975,1973-11-14,,1973,14,1970
4976,1973-11-15,,1973,15,1970
4977,1973-11-16,,1973,16,1970
4978,1973-11-17,,1973,17,1970
4979,1973-11-18,,1973,18,1970
4980,1973-11-19,,1973,19,1970
4981,1973-11-20,,1973,20,1970
4982,1973-11-21,,1973,21,1970
4983,1973-11-22,,1973,22,1970
4984,1973-11-23,,1973,23,1970
4985,1973-11-24,,1973,24,1970
4986,1973-11-25,,1973,25,1970
4987,1973-11-26,,1973,26,1970
4988,1973-11-27,,1973,27,1970
4989,1973-11-28,,1973,28,1970
4990,1973-11-29,,1973,29,1970
4991,1973-11-30,,1973,30,1970
4992,1973-12-01,,1973,1,1970
4993,1973-12-02,,1973,2,1970
4994,1973-12-03,,1973,3,1970
4995,1973-12-04,,1973,4,1970
4996,1973-12-05,,1973,5,1970
4997,1973-12-06,,1973,6,1970
4998,1973-12-07,,1973,7,1970
4999,1973-12-08,,1973,8,1970
5000,1973-12-09,,1973,9,1970
5001,1973-12-10,,1973,10,1970
5002,1973-12-11,,1973,11,1970
5003,1973-12-12,,1973,12,1970
5004,1973-12-13,,1973,13,1970
5005,1973-12-14,,1973,14,1970
5006,1973-12-15,,1973,15,1970
5007,1973-12-16,,1973,16,1970
5008,1973-12-17,,1973,17,1970
5009,1973-12-18,,1973,18,1970
5010,1973-12-19,,1973,19,1970
5011,1973-12-20,,1973,20,1970
5012,1973-12-21,,1973,21,1970
5013,1973-12-22,,1973,22,1970
5014,1973-12-23,,1973,23,1970
5015,1973-12-24,,1973,24,1970
5016,1973-12-25,,1973,25,1970
5017,1973-12-26,,1973,26,1970
5018,1973-12-27,,1973,27,1970
5019,1973-12-28,,1973,28,1970
5020,1973-12-29,,1973,29,1970
5021,1973-12-30,,1973,30,1970
5022,1973-12-31,,1973,31,1970
5023,1974-01-01,,1974,1,1970
5024,1974-01-02,,1974,2,1970
5025,1974-01-03,,1974,3,1970
5026,1974-01-04,,1974,4,1970
5027,1974-01-05,,1974,5,1970
5028,1974-01-06,,1974,6,1970
5029,1974-01-07,,1974,7,1970
5030,1974-01-08,,1974,8,1970
5031,1974-01-09,,1974,9,1970
5032,1974-01-10,,1974,10,1970
5033,1974-01-11,,1974,11,1970
5034,1974-01-12,,1974,12,1970
5035,1974-01-13,,1974,13,1970
5036,1974-01-14,,1974,14,1970
5037,1974-01-15,,1974,15,1970
5038,1974-01-16,,1974,16,1970
5039,1974-01-17,,1974,17,1970
5040,1974-01-18,,1974,18,1970
5041,1974-01-19,,1974,19,1970
5042,1974-01-20,,1974,20,1970
5043,1974-01-21,,1974,21,1970
5044,1974-01-22,,1974,22,1970
5045,1974-01-23,,1974,23,1970
5046,1974-01-24,,1974,24,1970
5047,1974-01-25,,1974,25,1970
5048,1974-01-26,,1974,26,1970
5049,1974-01-27,,1974,27,1970
5050,1974-01-28,,1974,28,1970
5051,1974-01-29,,1974,29,1970
5052,1974-01-30,,1974,30,1970
5053,1974-01-31,,1974,31,1970
5054,1974-02-01,,1974,1,1970
5055,1974-02-02,,1974,2,1970
5056,1974-02-03,,1974,3,1970
5057,1974-02-04,,1974,4,1970
5058,1974-02-05,,1974,5,1970
5059,1974-02-06,,1974,6,1970
5060,1974-02-07,,1974,7,1970
5061,1974-02-08,,1974,8,1970
5062,1974-02-09,,1974,9,1970
5063,1974-02-10,,1974,10,1970
5064,1974-02-11,,1974,11,1970
5065,1974-02-12,,1974,12,1970
5066,1974-02-13,,1974,13,1970
5067,1974-02-14,,1974,14,1970
5068,1974-02-15,,1974,15,1970
5069,1974-02-16,,1974,16,1970
5070,1974-02-17,,1974,17,1970
5071,1974-02-18,,1974,18,1970
5072,1974-02-19,,1974,19,1970
5073,1974-02-20,,1974,20,1970
5074,1974-02-21,,1974,21,1970
5075,1974-02-22,,1974,22,1970
5076,1974-02-23,,1974,23,1970
5077,1974-02-24,,1974,24,1970
5078,1974-02-25,,1974,25,1970
5079,1974-02-26,,1974,26,1970
5080,1974-02-27,,1974,27,1970
5081,1974-02-28,,1974,28,1970
5082,1974-03-01,,1974,1,1970
5083,1974-03-02,,1974,2,1970
5084,1974-03-03,,1974,3,1970
5085,1974-03-04,,1974,4,1970
5086,1974-03-05,,1974,5,1970
5087,1974-03-06,,1974,6,1970
5088,1974-03-07,,1974,7,1970
5089,1974-03-08,,1974,8,1970
5090,1974-03-09,,1974,9,1970
5091,1974-03-10,,1974,10,1970
5092,1974-03-11,,1974,11,1970
5093,1974-03-12,,1974,12,1970
5094,1974-03-13,,1974,13,1970
5095,1974-03-14,,1974,14,1970
5096,1974-03-15,,1974,15,1970
5097,1974-03-16,,1974,16,1970
5098,1974-03-17,,1974,17,1970
5099,1974-03-18,,1974,18,1970
5100,1974-03-19,,1974,19,1970
5101,1974-03-20,,1974,20,1970
5102,1974-03-21,,1974,21,1970
5103,1974-03-22,,1974,22,1970
5104,1974-03-23,,1974,23,1970
5105,1974-03-24,,1974,24,1970
5106,1974-03-25,,1974,25,1970
5107,1974-03-26,,1974,26,1970
5108,1974-03-27,,1974,27,1970
5109,1974-03-28,,1974,28,1970
5110,1974-03-29,,1974,29,1970
5111,1974-03-30,,1974,30,1970
5112,1974-03-31,,1974,31,1970
5113,1974-04-01,0.038758602,1974,1,1970
5114,1974-04-02,0.038645644,1974,2,1970
5115,1974-04-03,0.038569804,1974,3,1970
5116,1974-04-04,0.038488124,1974,4,1970
5117,1974-04-05,0.03835672,1974,5,1970
5118,1974-04-06,0.038276106,1974,6,1970
5119,1974-04-07,0.038272206,1974,7,1970
5120,1974-04-08,0.038386263,1974,8,1970
5121,1974-04-09,0.038538117,1974,9,1970
5122,1974-04-10,0.03855112,1974,10,1970
5123,1974-04-11,0.0385477,1974,11,1970
5124,1974-04-12,0.038570337,1974,12,1970
5125,1974-04-13,0.03851627,1974,13,1970
5126,1974-04-14,0.038455386,1974,14,1970
5127,1974-04-15,0.0384217,1974,15,1970
5128,1974-04-16,0.038212273,1974,16,1970
5129,1974-04-17,0.038010087,1974,17,1970
5130,1974-04-18,0.037944015,1974,18,1970
5131,1974-04-19,0.03777869,1974,19,1970
5132,1974-04-20,0.03751991,1974,20,1970
5133,1974-04-21,0.037251,1974,21,1970
5134,1974-04-22,0.037118103,1974,22,1970
5135,1974-04-23,0.037540127,1974,23,1970
5136,1974-04-24,0.037898023,1974,24,1970
5137,1974-04-25,0.03808251,1974,25,1970
5138,1974-04-26,0.037834868,1974,26,1970
5139,1974-04-27,0.0372667,1974,27,1970
5140,1974-04-28,0.03628164,1974,28,1970
5141,1974-04-29,0.035252716,1974,29,1970
5142,1974-04-30,0.034267068,1974,30,1970
5143,1974-05-01,,1974,1,1970
5144,1974-05-02,,1974,2,1970
5145,1974-05-03,,1974,3,1970
5146,1974-05-04,,1974,4,1970
5147,1974-05-05,,1974,5,1970
5148,1974-05-06,,1974,6,1970
5149,1974-05-07,,1974,7,1970
5150,1974-05-08,,1974,8,1970
5151,1974-05-09,,1974,9,1970
5152,1974-05-10,,1974,10,1970
5153,1974-05-11,,1974,11,1970
5154,1974-05-12,,1974,12,1970
5155,1974-05-13,,1974,13,1970
5156,1974-05-14,,1974,14,1970
5157,1974-05-15,,1974,15,1970
5158,1974-05-16,,1974,16,1970
5159,1974-05-17,,1974,17,1970
5160,1974-05-18,,1974,18,1970
5161,1974-05-19,,1974,19,1970
5162,1974-05-20,,1974,20,1970
5163,1974-05-21,,1974,21,1970
5164,1974-05-22,,1974,22,1970
5165,1974-05-23,,1974,23,1970
5166,1974-05-24,,1974,24,1970
5167,1974-05-25,,1974,25,1970
5168,1974-05-26,,1974,26,1970
5169,1974-05-27,,1974,27,1970
5170,1974-05-28,,1974,28,1970
5171,1974-05-29,,1974,29,1970
5172,1974-05-30,,1974,30,1970
5173,1974-05-31,,1974,31,1970
5174,1974-06-01,,1974,1,1970
5175,1974-06-02,,1974,2,1970
5176,1974-06-03,,1974,3,1970
5177,1974-06-04,,1974,4,1970
5178,1974-06-05,,1974,5,1970
5179,1974-06-06,,1974,6,1970
5180,1974-06-07,,1974,7,1970
5181,1974-06-08,,1974,8,1970
5182,1974-06-09,,1974,9,1970
5183,1974-06-10,,1974,10,1970
5184,1974-06-11,,1974,11,1970
5185,1974-06-12,,1974,12,1970
5186,1974-06-13,,1974,13,1970
5187,1974-06-14,,1974,14,1970
5188,1974-06-15,,1974,15,1970
5189,1974-06-16,,1974,16,1970
5190,1974-06-17,,1974,17,1970
5191,1974-06-18,,1974,18,1970
5192,1974-06-19,,1974,19,1970
5193,1974-06-20,,1974,20,1970
5194,1974-06-21,,1974,21,1970
5195,1974-06-22,,1974,22,1970
5196,1974-06-23,,1974,23,1970
5197,1974-06-24,,1974,24,1970
5198,1974-06-25,,1974,25,1970
5199,1974-06-26,,1974,26,1970
5200,1974-06-27,,1974,27,1970
5201,1974-06-28,,1974,28,1970
5202,1974-06-29,,1974,29,1970
5203,1974-06-30,,1974,30,1970
5204,1974-07-01,,1974,1,1970
5205,1974-07-02,,1974,2,1970
5206,1974-07-03,,1974,3,1970
5207,1974-07-04,,1974,4,1970
5208,1974-07-05,,1974,5,1970
5209,1974-07-06,,1974,6,1970
5210,1974-07-07,,1974,7,1970
5211,1974-07-08,,1974,8,1970
5212,1974-07-09,,1974,9,1970
5213,1974-07-10,,1974,10,1970
5214,1974-07-11,,1974,11,1970
5215,1974-07-12,,1974,12,1970
5216,1974-07-13,,1974,13,1970
5217,1974-07-14,,1974,14,1970
5218,1974-07-15,,1974,15,1970
5219,1974-07-16,,1974,16,1970
5220,1974-07-17,,1974,17,1970
5221,1974-07-18,,1974,18,1970
5222,1974-07-19,,1974,19,1970
5223,1974-07-20,,1974,20,1970
5224,1974-07-21,,1974,21,1970
5225,1974-07-22,,1974,22,1970
5226,1974-07-23,,1974,23,1970
5227,1974-07-24,,1974,24,1970
5228,1974-07-25,,1974,25,1970
5229,1974-07-26,,1974,26,1970
5230,1974-07-27,,1974,27,1970
5231,1974-07-28,,1974,28,1970
5232,1974-07-29,,1974,29,1970
5233,1974-07-30,,1974,30,1970
5234,1974-07-31,,1974,31,1970
5235,1974-08-01,,1974,1,1970
5236,1974-08-02,,1974,2,1970
5237,1974-08-03,,1974,3,1970
5238,1974-08-04,,1974,4,1970
5239,1974-08-05,,1974,5,1970
5240,1974-08-06,,1974,6,1970
5241,1974-08-07,,1974,7,1970
5242,1974-08-08,,1974,8,1970
5243,1974-08-09,,1974,9,1970
5244,1974-08-10,,1974,10,1970
5245,1974-08-11,,1974,11,1970
5246,1974-08-12,,1974,12,1970
5247,1974-08-13,,1974,13,1970
5248,1974-08-14,,1974,14,1970
5249,1974-08-15,,1974,15,1970
5250,1974-08-16,,1974,16,1970
5251,1974-08-17,,1974,17,1970
5252,1974-08-18,,1974,18,1970
5253,1974-08-19,,1974,19,1970
5254,1974-08-20,,1974,20,1970
5255,1974-08-21,,1974,21,1970
5256,1974-08-22,,1974,22,1970
5257,1974-08-23,,1974,23,1970
5258,1974-08-24,,1974,24,1970
5259,1974-08-25,,1974,25,1970
5260,1974-08-26,,1974,26,1970
5261,1974-08-27,,1974,27,1970
5262,1974-08-28,,1974,28,1970
5263,1974-08-29,,1974,29,1970
5264,1974-08-30,,1974,30,1970
5265,1974-08-31,,1974,31,1970
5266,1974-09-01,,1974,1,1970
5267,1974-09-02,,1974,2,1970
5268,1974-09-03,,1974,3,1970
5269,1974-09-04,,1974,4,1970
5270,1974-09-05,,1974,5,1970
5271,1974-09-06,,1974,6,1970
5272,1974-09-07,,1974,7,1970
5273,1974-09-08,,1974,8,1970
5274,1974-09-09,,1974,9,1970
5275,1974-09-10,,1974,10,1970
5276,1974-09-11,,1974,11,1970
5277,1974-09-12,,1974,12,1970
5278,1974-09-13,,1974,13,1970
5279,1974-09-14,,1974,14,1970
5280,1974-09-15,,1974,15,1970
5281,1974-09-16,,1974,16,1970
5282,1974-09-17,,1974,17,1970
5283,1974-09-18,,1974,18,1970
5284,1974-09-19,,1974,19,1970
5285,1974-09-20,,1974,20,1970
5286,1974-09-21,,1974,21,1970
5287,1974-09-22,,1974,22,1970
5288,1974-09-23,,1974,23,1970
5289,1974-09-24,,1974,24,1970
5290,1974-09-25,,1974,25,1970
5291,1974-09-26,,1974,26,1970
5292,1974-09-27,,1974,27,1970
5293,1974-09-28,,1974,28,1970
5294,1974-09-29,,1974,29,1970
5295,1974-09-30,,1974,30,1970
5296,1974-10-01,,1974,1,1970
5297,1974-10-02,,1974,2,1970
5298,1974-10-03,,1974,3,1970
5299,1974-10-04,,1974,4,1970
5300,1974-10-05,,1974,5,1970
5301,1974-10-06,,1974,6,1970
5302,1974-10-07,,1974,7,1970
5303,1974-10-08,,1974,8,1970
5304,1974-10-09,,1974,9,1970
5305,1974-10-10,,1974,10,1970
5306,1974-10-11,,1974,11,1970
5307,1974-10-12,,1974,12,1970
5308,1974-10-13,,1974,13,1970
5309,1974-10-14,,1974,14,1970
5310,1974-10-15,,1974,15,1970
5311,1974-10-16,,1974,16,1970
5312,1974-10-17,,1974,17,1970
5313,1974-10-18,,1974,18,1970
5314,1974-10-19,,1974,19,1970
5315,1974-10-20,,1974,20,1970
5316,1974-10-21,,1974,21,1970
5317,1974-10-22,,1974,22,1970
5318,1974-10-23,,1974,23,1970
5319,1974-10-24,,1974,24,1970
5320,1974-10-25,,1974,25,1970
5321,1974-10-26,,1974,26,1970
5322,1974-10-27,,1974,27,1970
5323,1974-10-28,,1974,28,1970
5324,1974-10-29,,1974,29,1970
5325,1974-10-30,,1974,30,1970
5326,1974-10-31,,1974,31,1970
5327,1974-11-01,,1974,1,1970
5328,1974-11-02,,1974,2,1970
5329,1974-11-03,,1974,3,1970
5330,1974-11-04,,1974,4,1970
5331,1974-11-05,,1974,5,1970
5332,1974-11-06,,1974,6,1970
5333,1974-11-07,,1974,7,1970
5334,1974-11-08,,1974,8,1970
5335,1974-11-09,,1974,9,1970
5336,1974-11-10,,1974,10,1970
5337,1974-11-11,,1974,11,1970
5338,1974-11-12,,1974,12,1970
5339,1974-11-13,,1974,13,1970
5340,1974-11-14,,1974,14,1970
5341,1974-11-15,,1974,15,1970
5342,1974-11-16,,1974,16,1970
5343,1974-11-17,,1974,17,1970
5344,1974-11-18,,1974,18,1970
5345,1974-11-19,,1974,19,1970
5346,1974-11-20,,1974,20,1970
5347,1974-11-21,,1974,21,1970
5348,1974-11-22,,1974,22,1970
5349,1974-11-23,,1974,23,1970
5350,1974-11-24,,1974,24,1970
5351,1974-11-25,,1974,25,1970
5352,1974-11-26,,1974,26,1970
5353,1974-11-27,,1974,27,1970
5354,1974-11-28,,1974,28,1970
5355,1974-11-29,,1974,29,1970
5356,1974-11-30,,1974,30,1970
5357,1974-12-01,,1974,1,1970
5358,1974-12-02,,1974,2,1970
5359,1974-12-03,,1974,3,1970
5360,1974-12-04,,1974,4,1970
5361,1974-12-05,,1974,5,1970
5362,1974-12-06,,1974,6,1970
5363,1974-12-07,,1974,7,1970
5364,1974-12-08,,1974,8,1970
5365,1974-12-09,,1974,9,1970
5366,1974-12-10,,1974,10,1970
5367,1974-12-11,,1974,11,1970
5368,1974-12-12,,1974,12,1970
5369,1974-12-13,,1974,13,1970
5370,1974-12-14,,1974,14,1970
5371,1974-12-15,,1974,15,1970
5372,1974-12-16,,1974,16,1970
5373,1974-12-17,,1974,17,1970
5374,1974-12-18,,1974,18,1970
5375,1974-12-19,,1974,19,1970
5376,1974-12-20,,1974,20,1970
5377,1974-12-21,,1974,21,1970
5378,1974-12-22,,1974,22,1970
5379,1974-12-23,,1974,23,1970
5380,1974-12-24,,1974,24,1970
5381,1974-12-25,,1974,25,1970
5382,1974-12-26,,1974,26,1970
5383,1974-12-27,,1974,27,1970
5384,1974-12-28,,1974,28,1970
5385,1974-12-29,,1974,29,1970
5386,1974-12-30,,1974,30,1970
5387,1974-12-31,,1974,31,1970
5388,1975-01-01,,1975,1,1970
5389,1975-01-02,,1975,2,1970
5390,1975-01-03,,1975,3,1970
5391,1975-01-04,,1975,4,1970
5392,1975-01-05,,1975,5,1970
5393,1975-01-06,,1975,6,1970
5394,1975-01-07,,1975,7,1970
5395,1975-01-08,,1975,8,1970
5396,1975-01-09,,1975,9,1970
5397,1975-01-10,,1975,10,1970
5398,1975-01-11,,1975,11,1970
5399,1975-01-12,,1975,12,1970
5400,1975-01-13,,1975,13,1970
5401,1975-01-14,,1975,14,1970
5402,1975-01-15,,1975,15,1970
5403,1975-01-16,,1975,16,1970
5404,1975-01-17,,1975,17,1970
5405,1975-01-18,,1975,18,1970
5406,1975-01-19,,1975,19,1970
5407,1975-01-20,,1975,20,1970
5408,1975-01-21,,1975,21,1970
5409,1975-01-22,,1975,22,1970
5410,1975-01-23,,1975,23,1970
5411,1975-01-24,,1975,24,1970
5412,1975-01-25,,1975,25,1970
5413,1975-01-26,,1975,26,1970
5414,1975-01-27,,1975,27,1970
5415,1975-01-28,,1975,28,1970
5416,1975-01-29,,1975,29,1970
5417,1975-01-30,,1975,30,1970
5418,1975-01-31,,1975,31,1970
5419,1975-02-01,,1975,1,1970
5420,1975-02-02,,1975,2,1970
5421,1975-02-03,,1975,3,1970
5422,1975-02-04,,1975,4,1970
5423,1975-02-05,,1975,5,1970
5424,1975-02-06,,1975,6,1970
5425,1975-02-07,,1975,7,1970
5426,1975-02-08,,1975,8,1970
5427,1975-02-09,,1975,9,1970
5428,1975-02-10,,1975,10,1970
5429,1975-02-11,,1975,11,1970
5430,1975-02-12,,1975,12,1970
5431,1975-02-13,,1975,13,1970
5432,1975-02-14,,1975,14,1970
5433,1975-02-15,,1975,15,1970
5434,1975-02-16,,1975,16,1970
5435,1975-02-17,,1975,17,1970
5436,1975-02-18,,1975,18,1970
5437,1975-02-19,,1975,19,1970
5438,1975-02-20,,1975,20,1970
5439,1975-02-21,,1975,21,1970
5440,1975-02-22,,1975,22,1970
5441,1975-02-23,,1975,23,1970
5442,1975-02-24,,1975,24,1970
5443,1975-02-25,,1975,25,1970
5444,1975-02-26,,1975,26,1970
5445,1975-02-27,,1975,27,1970
5446,1975-02-28,,1975,28,1970
5447,1975-03-01,,1975,1,1970
5448,1975-03-02,,1975,2,1970
5449,1975-03-03,,1975,3,1970
5450,1975-03-04,,1975,4,1970
5451,1975-03-05,,1975,5,1970
5452,1975-03-06,,1975,6,1970
5453,1975-03-07,,1975,7,1970
5454,1975-03-08,,1975,8,1970
5455,1975-03-09,,1975,9,1970
5456,1975-03-10,,1975,10,1970
5457,1975-03-11,,1975,11,1970
5458,1975-03-12,,1975,12,1970
5459,1975-03-13,,1975,13,1970
5460,1975-03-14,,1975,14,1970
5461,1975-03-15,,1975,15,1970
5462,1975-03-16,,1975,16,1970
5463,1975-03-17,,1975,17,1970
5464,1975-03-18,,1975,18,1970
5465,1975-03-19,,1975,19,1970
5466,1975-03-20,,1975,20,1970
5467,1975-03-21,,1975,21,1970
5468,1975-03-22,,1975,22,1970
5469,1975-03-23,,1975,23,1970
5470,1975-03-24,,1975,24,1970
5471,1975-03-25,,1975,25,1970
5472,1975-03-26,,1975,26,1970
5473,1975-03-27,,1975,27,1970
5474,1975-03-28,,1975,28,1970
5475,1975-03-29,,1975,29,1970
5476,1975-03-30,,1975,30,1970
5477,1975-03-31,,1975,31,1970
5478,1975-04-01,0.05178538,1975,1,1970
5479,1975-04-02,0.05195895,1975,2,1970
5480,1975-04-03,0.052054632,1975,3,1970
5481,1975-04-04,0.05229716,1975,4,1970
5482,1975-04-05,0.052691866,1975,5,1970
5483,1975-04-06,0.053061772,1975,6,1970
5484,1975-04-07,0.05332689,1975,7,1970
5485,1975-04-08,0.053446833,1975,8,1970
5486,1975-04-09,0.053721536,1975,9,1970
5487,1975-04-10,0.053943824,1975,10,1970
5488,1975-04-11,0.053967297,1975,11,1970
5489,1975-04-12,0.054069176,1975,12,1970
5490,1975-04-13,0.054291774,1975,13,1970
5491,1975-04-14,0.055097472,1975,14,1970
5492,1975-04-15,0.05552022,1975,15,1970
5493,1975-04-16,0.055532794,1975,16,1970
5494,1975-04-17,0.05559696,1975,17,1970
5495,1975-04-18,0.05576281,1975,18,1970
5496,1975-04-19,0.056000292,1975,19,1970
5497,1975-04-20,0.056286592,1975,20,1970
5498,1975-04-21,0.0564893,1975,21,1970
5499,1975-04-22,0.056566406,1975,22,1970
5500,1975-04-23,0.05649343,1975,23,1970
5501,1975-04-24,0.05636899,1975,24,1970
5502,1975-04-25,0.05645633,1975,25,1970
5503,1975-04-26,0.056334388,1975,26,1970
5504,1975-04-27,0.0562914,1975,27,1970
5505,1975-04-28,0.056236025,1975,28,1970
5506,1975-04-29,0.05608997,1975,29,1970
5507,1975-04-30,0.05577278,1975,30,1970
5508,1975-05-01,,1975,1,1970
5509,1975-05-02,,1975,2,1970
5510,1975-05-03,,1975,3,1970
5511,1975-05-04,,1975,4,1970
5512,1975-05-05,,1975,5,1970
5513,1975-05-06,,1975,6,1970
5514,1975-05-07,,1975,7,1970
5515,1975-05-08,,1975,8,1970
5516,1975-05-09,,1975,9,1970
5517,1975-05-10,,1975,10,1970
5518,1975-05-11,,1975,11,1970
5519,1975-05-12,,1975,12,1970
5520,1975-05-13,,1975,13,1970
5521,1975-05-14,,1975,14,1970
5522,1975-05-15,,1975,15,1970
5523,1975-05-16,,1975,16,1970
5524,1975-05-17,,1975,17,1970
5525,1975-05-18,,1975,18,1970
5526,1975-05-19,,1975,19,1970
5527,1975-05-20,,1975,20,1970
5528,1975-05-21,,1975,21,1970
5529,1975-05-22,,1975,22,1970
5530,1975-05-23,,1975,23,1970
5531,1975-05-24,,1975,24,1970
5532,1975-05-25,,1975,25,1970
5533,1975-05-26,,1975,26,1970
5534,1975-05-27,,1975,27,1970
5535,1975-05-28,,1975,28,1970
5536,1975-05-29,,1975,29,1970
5537,1975-05-30,,1975,30,1970
5538,1975-05-31,,1975,31,1970
5539,1975-06-01,,1975,1,1970
5540,1975-06-02,,1975,2,1970
5541,1975-06-03,,1975,3,1970
5542,1975-06-04,,1975,4,1970
5543,1975-06-05,,1975,5,1970
5544,1975-06-06,,1975,6,1970
5545,1975-06-07,,1975,7,1970
5546,1975-06-08,,1975,8,1970
5547,1975-06-09,,1975,9,1970
5548,1975-06-10,,1975,10,1970
5549,1975-06-11,,1975,11,1970
5550,1975-06-12,,1975,12,1970
5551,1975-06-13,,1975,13,1970
5552,1975-06-14,,1975,14,1970
5553,1975-06-15,,1975,15,1970
5554,1975-06-16,,1975,16,1970
5555,1975-06-17,,1975,17,1970
5556,1975-06-18,,1975,18,1970
5557,1975-06-19,,1975,19,1970
