Time,precip_mm_ERA5_12km,FAIRBANKS INTL AP,month
1970-05-16,0.003,0.000,May
1970-05-17,0.000,0.000,May
1970-05-18,0.137,0.000,May
1970-05-19,0.145,0.508,May
1970-05-20,2.274,0.000,May
1970-05-21,0.875,0.254,May
1970-05-22,3.327,0.254,May
1970-05-23,8.415,1.778,May
1970-05-24,1.005,0.508,May
1970-05-25,2.501,5.588,May
1970-05-26,0.444,0.254,May
1970-05-27,0.000,0.000,May
1970-05-28,0.000,0.000,May
1970-05-29,2.806,0.254,May
1970-05-30,5.563,0.254,May
1970-05-31,6.968,0.254,May
1970-06-01,2.571,0.508,Jun
1970-06-02,0.459,0.508,Jun
1970-06-03,0.004,0.000,Jun
1970-06-04,3.007,0.000,Jun
1970-06-05,1.279,0.762,Jun
1970-06-06,0.000,0.000,Jun
1970-06-07,0.035,0.254,Jun
1970-06-08,0.279,0.000,Jun
1970-06-09,0.000,0.000,Jun
1970-06-10,1.926,2.794,Jun
1970-06-11,1.471,1.524,Jun
1970-06-12,0.128,0.000,Jun
1970-06-13,0.522,0.000,Jun
1970-06-14,2.447,1.270,Jun
1970-06-15,3.291,1.778,Jun
1970-06-16,13.185,0.254,Jun
1970-06-17,1.115,0.254,Jun
1970-06-18,0.383,0.254,Jun
1970-06-19,0.003,0.000,Jun
1970-06-20,0.006,0.000,Jun
1970-06-21,4.657,11.176,Jun
1970-06-22,11.086,10.922,Jun
1970-06-23,0.000,0.508,Jun
1970-06-24,0.339,9.652,Jun
1970-06-25,0.530,2.286,Jun
1970-06-26,0.214,5.842,Jun
1970-06-27,0.687,2.286,Jun
1970-06-28,4.355,8.636,Jun
1970-06-29,1.858,4.064,Jun
1970-06-30,0.000,0.508,Jun
1970-07-01,0.019,0.254,Jul
1970-07-02,0.934,0.254,Jul
1970-07-03,14.131,13.462,Jul
1970-07-04,1.570,0.254,Jul
1970-07-05,0.001,0.254,Jul
1970-07-06,0.000,0.000,Jul
1970-07-07,0.748,0.254,Jul
1970-07-08,3.906,2.032,Jul
1970-07-09,1.080,0.000,Jul
1970-07-10,0.230,3.048,Jul
1970-07-11,0.076,0.254,Jul
1970-07-12,0.041,0.254,Jul
1970-07-13,0.433,0.000,Jul
1970-07-14,6.222,2.032,Jul
1970-07-15,0.029,0.762,Jul
1970-07-16,0.115,3.302,Jul
1970-07-17,2.867,0.254,Jul
1970-07-18,7.446,6.096,Jul
1970-07-19,2.586,2.794,Jul
1970-07-20,2.736,1.270,Jul
1970-07-21,0.000,0.000,Jul
1970-07-22,1.044,0.254,Jul
1970-07-23,0.033,0.254,Jul
1970-07-24,0.000,0.000,Jul
1970-07-25,0.000,0.000,Jul
1970-07-26,0.000,0.000,Jul
1970-07-27,0.000,0.000,Jul
1970-07-28,5.316,1.778,Jul
1970-07-29,2.912,0.508,Jul
1970-07-30,4.018,1.524,Jul
1970-07-31,4.003,6.604,Jul
1970-08-01,0.788,1.778,Aug
1970-08-02,0.871,1.016,Aug
1970-08-03,0.863,3.556,Aug
1970-08-04,0.144,0.254,Aug
1970-08-05,8.180,4.572,Aug
1970-08-06,1.571,0.254,Aug
1970-08-07,3.821,4.318,Aug
1970-08-08,6.013,0.254,Aug
1970-08-09,0.018,0.000,Aug
1970-08-10,0.000,0.508,Aug
1970-08-11,2.285,2.286,Aug
1970-08-12,6.399,1.270,Aug
1970-08-13,0.000,0.000,Aug
1970-08-14,0.000,0.254,Aug
1970-08-15,1.126,0.254,Aug
1970-08-16,1.020,0.254,Aug
1970-08-17,0.003,0.000,Aug
1970-08-18,0.397,0.254,Aug
1970-08-19,0.181,0.000,Aug
1970-08-20,2.091,0.254,Aug
1970-08-21,0.795,1.270,Aug
1970-08-22,2.872,0.508,Aug
1970-08-23,0.155,0.000,Aug
1970-08-24,4.748,6.858,Aug
1970-08-25,0.144,0.254,Aug
1970-08-26,0.000,0.000,Aug
1970-08-27,0.000,0.000,Aug
1970-08-28,0.000,0.000,Aug
1970-08-29,0.620,0.254,Aug
1970-08-30,4.758,18.288,Aug
1970-08-31,13.878,3.302,Aug
1970-09-01,0.000,0.000,Sep
1970-09-02,0.001,0.254,Sep
1970-09-03,0.000,0.000,Sep
1970-09-04,1.378,0.254,Sep
1970-09-05,7.443,0.254,Sep
1970-09-06,0.000,0.000,Sep
1970-09-07,0.004,0.254,Sep
1970-09-08,1.625,0.000,Sep
1970-09-09,0.001,0.000,Sep
1970-09-10,0.000,0.000,Sep
1970-09-11,0.239,0.254,Sep
1970-09-12,2.825,2.286,Sep
1970-09-13,4.404,3.302,Sep
1970-09-14,0.058,0.000,Sep
1970-09-15,0.404,0.254,Sep
1970-09-16,3.279,1.524,Sep
1970-09-17,8.342,3.302,Sep
1970-09-18,0.043,0.000,Sep
1970-09-19,0.055,0.254,Sep
1970-09-20,0.014,0.254,Sep
1970-09-21,1.178,0.508,Sep
1970-09-22,0.679,1.778,Sep
1970-09-23,0.204,0.254,Sep
1970-09-24,0.000,0.000,Sep
1970-09-25,2.119,1.270,Sep
1970-09-26,3.960,1.016,Sep
1970-09-27,0.004,0.254,Sep
1970-09-28,1.320,0.254,Sep
1970-09-29,0.611,0.254,Sep
1970-09-30,0.188,0.254,Sep
1970-10-01,0.031,0.254,Oct
1970-10-02,0.001,0.254,Oct
1970-10-03,0.000,0.254,Oct
1970-10-04,0.000,0.000,Oct
1970-10-05,0.005,0.000,Oct
1970-10-06,8.915,6.858,Oct
1970-10-07,0.482,0.254,Oct
1970-10-08,5.143,6.350,Oct
1970-10-09,5.173,3.810,Oct
1970-10-10,0.801,0.254,Oct
1970-10-11,8.354,17.272,Oct
1970-10-12,1.401,0.762,Oct
1970-10-13,3.424,4.572,Oct
1970-10-14,0.407,0.254,Oct
1970-10-15,0.142,0.254,Oct
1970-10-16,0.129,0.254,Oct
1970-10-17,3.172,0.254,Oct
1970-10-18,3.924,1.778,Oct
1970-10-19,0.374,0.254,Oct
1970-10-20,1.431,0.508,Oct
1970-10-21,0.761,0.254,Oct
1970-10-22,0.441,1.270,Oct
1970-10-23,0.564,0.254,Oct
1970-10-24,1.191,1.778,Oct
1970-10-25,0.079,0.254,Oct
1970-10-26,0.000,0.000,Oct
1970-10-27,0.051,0.000,Oct
1970-10-28,0.044,0.000,Oct
1970-10-29,0.386,0.000,Oct
1970-10-30,0.643,0.000,Oct
1970-10-31,0.989,1.016,Oct
1970-11-01,0.043,0.000,Nov
1970-11-02,0.168,0.000,Nov
1970-11-03,0.033,0.000,Nov
1970-11-04,0.125,0.254,Nov
1970-11-05,6.644,4.064,Nov
1970-11-06,1.887,0.508,Nov
1970-11-07,0.000,0.000,Nov
1970-11-08,0.000,0.000,Nov
1970-11-09,0.000,0.000,Nov
1970-11-10,0.000,0.000,Nov
1970-11-11,1.170,0.254,Nov
1970-11-12,1.463,0.254,Nov
1970-11-13,0.092,0.254,Nov
1970-11-14,0.931,0.508,Nov
1970-11-15,0.029,0.254,Nov
1970-11-16,0.000,0.000,Nov
1970-11-17,8.824,9.652,Nov
1970-11-18,2.264,5.080,Nov
1970-11-19,0.316,1.524,Nov
1970-11-20,11.402,19.812,Nov
1970-11-21,0.321,1.016,Nov
1970-11-22,2.154,2.032,Nov
1970-11-23,0.080,0.254,Nov
1970-11-24,6.134,8.128,Nov
1970-11-25,8.781,6.350,Nov
1970-11-26,0.008,0.254,Nov
1970-11-27,21.870,18.796,Nov
1970-11-28,1.332,6.604,Nov
1970-11-29,0.002,0.254,Nov
1970-11-30,0.055,0.254,Nov
1970-12-01,0.000,0.254,Dec
1970-12-02,0.000,0.254,Dec
1970-12-03,0.000,0.254,Dec
1970-12-04,0.000,0.254,Dec
1970-12-05,0.029,0.254,Dec
1970-12-06,0.008,0.254,Dec
1970-12-07,0.000,0.000,Dec
1970-12-08,0.000,0.000,Dec
1970-12-09,0.003,0.000,Dec
1970-12-10,0.130,0.254,Dec
1970-12-11,0.014,0.254,Dec
1970-12-12,0.014,0.254,Dec
1970-12-13,0.004,0.508,Dec
1970-12-14,0.016,0.000,Dec
1970-12-15,0.046,0.254,Dec
1970-12-16,1.851,2.286,Dec
1970-12-17,0.216,1.778,Dec
1970-12-18,6.225,5.080,Dec
1970-12-19,2.755,6.096,Dec
1970-12-20,20.884,16.764,Dec
1970-12-21,4.145,5.334,Dec
1970-12-22,4.294,4.064,Dec
1970-12-23,23.116,8.636,Dec
1970-12-24,7.548,5.588,Dec
1970-12-25,3.513,1.524,Dec
1970-12-26,2.509,0.254,Dec
1970-12-27,0.574,0.254,Dec
1970-12-28,0.345,0.254,Dec
1970-12-29,0.835,0.254,Dec
1970-12-30,0.297,0.254,Dec
1970-12-31,0.004,0.254,Dec
1971-01-01,0.101,0.254,Jan
1971-01-02,0.077,0.254,Jan
1971-01-03,0.028,0.000,Jan
1971-01-04,1.093,0.000,Jan
1971-01-05,1.579,2.540,Jan
1971-01-06,0.433,0.508,Jan
1971-01-07,0.136,0.254,Jan
1971-01-08,0.007,0.254,Jan
1971-01-09,0.000,0.254,Jan
1971-01-10,1.570,1.524,Jan
1971-01-11,1.765,3.810,Jan
1971-01-12,0.153,0.254,Jan
1971-01-13,0.004,0.254,Jan
1971-01-14,0.000,0.254,Jan
1971-01-15,0.000,0.254,Jan
1971-01-16,0.000,0.000,Jan
1971-01-17,0.000,0.000,Jan
1971-01-18,0.000,0.000,Jan
1971-01-19,0.495,0.254,Jan
1971-01-20,0.534,0.254,Jan
1971-01-21,0.124,0.254,Jan
1971-01-22,0.214,0.254,Jan
1971-01-23,0.199,0.254,Jan
1971-01-24,0.056,0.254,Jan
1971-01-25,0.001,0.000,Jan
1971-01-26,0.000,0.000,Jan
1971-01-27,0.000,0.000,Jan
1971-01-28,0.000,0.000,Jan
1971-01-29,0.000,0.254,Jan
1971-01-30,0.000,0.000,Jan
1971-01-31,0.001,0.000,Jan
1971-02-01,0.291,0.000,Feb
1971-02-02,1.784,0.254,Feb
1971-02-03,0.026,0.254,Feb
1971-02-04,0.009,0.254,Feb
1971-02-05,1.009,3.048,Feb
1971-02-06,3.487,4.318,Feb
1971-02-07,1.008,0.000,Feb
1971-02-08,0.202,0.000,Feb
1971-02-09,3.563,0.508,Feb
1971-02-10,4.088,3.810,Feb
1971-02-11,2.244,0.762,Feb
1971-02-12,0.352,0.508,Feb
1971-02-13,0.351,0.254,Feb
1971-02-14,0.001,0.254,Feb
1971-02-15,0.020,0.254,Feb
1971-02-16,0.022,0.254,Feb
1971-02-17,0.040,0.000,Feb
1971-02-18,0.998,0.254,Feb
1971-02-19,0.072,0.254,Feb
1971-02-20,0.190,0.000,Feb
1971-02-21,0.073,0.000,Feb
1971-02-22,1.814,0.254,Feb
1971-02-23,0.509,0.254,Feb
1971-02-24,0.469,0.254,Feb
1971-02-25,0.034,0.000,Feb
1971-02-26,0.573,0.508,Feb
1971-02-27,2.431,1.270,Feb
1971-02-28,0.502,0.508,Feb
1971-03-01,7.804,5.080,Mar
1971-03-02,2.606,0.254,Mar
1971-03-03,0.257,0.254,Mar
1971-03-04,0.278,0.254,Mar
1971-03-05,0.100,0.000,Mar
1971-03-06,0.395,0.254,Mar
1971-03-07,0.977,0.254,Mar
1971-03-08,0.045,0.254,Mar
1971-03-09,0.035,0.254,Mar
1971-03-10,0.011,0.000,Mar
1971-03-11,0.334,0.254,Mar
1971-03-12,0.317,0.254,Mar
1971-03-13,0.154,0.254,Mar
1971-03-14,0.026,0.000,Mar
1971-03-15,0.259,0.254,Mar
1971-03-16,0.000,0.000,Mar
1971-03-17,0.002,0.254,Mar
1971-03-18,0.155,0.000,Mar
1971-03-19,0.215,0.000,Mar
1971-03-20,0.089,0.000,Mar
1971-03-21,0.029,0.000,Mar
1971-03-22,0.005,0.000,Mar
1971-03-23,0.000,0.000,Mar
1971-03-24,0.000,0.000,Mar
1971-03-25,0.000,0.000,Mar
1971-03-26,0.000,0.000,Mar
1971-03-27,0.015,0.000,Mar
1971-03-28,0.013,0.000,Mar
1971-03-29,0.002,0.000,Mar
1971-03-30,0.081,0.000,Mar
1971-03-31,0.182,0.000,Mar
1971-04-01,0.215,0.254,Apr
1971-04-02,0.002,0.000,Apr
1971-04-03,0.265,0.000,Apr
1971-04-04,0.047,0.000,Apr
1971-04-05,0.035,0.000,Apr
1971-04-06,0.263,0.254,Apr
1971-04-07,0.069,0.254,Apr
1971-04-08,0.122,0.000,Apr
1971-04-09,0.006,0.000,Apr
1971-04-10,0.213,0.000,Apr
1971-04-11,0.838,0.000,Apr
1971-04-12,0.028,0.000,Apr
1971-04-13,0.918,0.000,Apr
1971-04-14,0.393,1.778,Apr
1971-04-15,0.799,0.000,Apr
1971-04-16,0.004,0.000,Apr
1971-04-17,0.063,0.000,Apr
1971-04-18,0.022,0.254,Apr
1971-04-19,1.863,1.016,Apr
1971-04-20,0.195,0.000,Apr
1971-04-21,0.061,0.000,Apr
1971-04-22,0.023,0.000,Apr
1971-04-23,0.116,0.000,Apr
1971-04-24,0.113,0.000,Apr
1971-04-25,0.175,0.000,Apr
1971-04-26,0.190,0.000,Apr
1971-04-27,0.003,0.000,Apr
1971-04-28,2.069,0.254,Apr
1971-04-29,0.494,0.254,Apr
1971-04-30,0.031,0.000,Apr
1971-05-01,0.021,0.000,May
1971-05-02,0.015,0.000,May
1971-05-03,1.405,0.254,May
1971-05-04,2.767,0.508,May
1971-05-05,0.069,0.000,May
1971-05-06,0.499,0.000,May
1971-05-07,4.595,1.270,May
1971-05-08,0.554,0.254,May
1971-05-09,0.032,0.000,May
1971-05-10,0.437,0.000,May
1971-05-11,0.220,0.000,May
1971-05-12,0.039,0.254,May
1971-05-13,1.338,0.508,May
1971-05-14,0.000,0.000,May
1971-05-15,3.467,0.508,May
1971-05-16,1.064,0.508,May
1971-05-17,0.000,0.000,May
1971-05-18,0.000,0.000,May
1971-05-19,0.349,0.254,May
1971-05-20,0.081,0.000,May
1971-05-21,0.077,0.000,May
1971-05-22,0.069,0.254,May
1971-05-23,1.331,0.254,May
1971-05-24,0.103,0.254,May
1971-05-25,0.013,0.000,May
1971-05-26,0.007,0.000,May
1971-05-27,0.262,0.000,May
1971-05-28,5.461,0.254,May
1971-05-29,2.594,0.254,May
1971-05-30,0.525,0.000,May
1971-05-31,0.163,0.254,May
1971-06-01,0.280,0.000,Jun
1971-06-02,0.030,0.000,Jun
1971-06-03,0.427,0.000,Jun
1971-06-04,0.000,0.000,Jun
1971-06-05,0.000,0.000,Jun
1971-06-06,0.000,0.000,Jun
1971-06-07,0.000,0.000,Jun
1971-06-08,0.000,0.000,Jun
1971-06-09,0.000,0.000,Jun
1971-06-10,0.000,0.254,Jun
1971-06-11,0.000,0.000,Jun
1971-06-12,8.875,1.016,Jun
1971-06-13,0.841,2.032,Jun
1971-06-14,1.187,2.032,Jun
1971-06-15,0.309,0.000,Jun
1971-06-16,0.306,0.000,Jun
1971-06-17,2.683,0.000,Jun
1971-06-18,0.026,0.254,Jun
1971-06-19,1.919,0.000,Jun
1971-06-20,5.533,0.762,Jun
1971-06-21,4.725,0.508,Jun
1971-06-22,2.737,0.000,Jun
1971-06-23,0.001,0.254,Jun
1971-06-24,0.000,0.000,Jun
1971-06-25,0.000,0.000,Jun
1971-06-26,0.000,0.000,Jun
1971-06-27,0.000,0.000,Jun
1971-06-28,0.042,0.000,Jun
1971-06-29,5.320,0.254,Jun
1971-06-30,3.005,1.016,Jun
1971-07-01,7.242,6.858,Jul
1971-07-02,0.000,0.254,Jul
1971-07-03,0.047,0.254,Jul
1971-07-04,0.030,0.254,Jul
1971-07-05,0.004,0.000,Jul
1971-07-06,0.098,0.000,Jul
1971-07-07,0.101,0.000,Jul
1971-07-08,13.728,0.254,Jul
1971-07-09,0.000,0.000,Jul
1971-07-10,0.004,0.000,Jul
1971-07-11,1.306,3.048,Jul
1971-07-12,7.919,19.050,Jul
1971-07-13,20.553,6.096,Jul
1971-07-14,3.371,2.032,Jul
1971-07-15,0.016,0.254,Jul
1971-07-16,0.233,0.254,Jul
1971-07-17,0.024,0.000,Jul
1971-07-18,0.000,0.000,Jul
1971-07-19,1.501,1.016,Jul
1971-07-20,0.191,0.762,Jul
1971-07-21,0.084,0.254,Jul
1971-07-22,0.007,0.000,Jul
1971-07-23,0.165,0.000,Jul
1971-07-24,0.045,0.254,Jul
1971-07-25,0.327,0.000,Jul
1971-07-26,0.063,0.254,Jul
1971-07-27,1.797,7.112,Jul
1971-07-28,7.662,1.270,Jul
1971-07-29,4.397,2.540,Jul
1971-07-30,0.026,0.508,Jul
1971-07-31,5.314,2.286,Jul
1971-08-01,1.631,5.080,Aug
1971-08-02,2.043,0.762,Aug
1971-08-03,0.239,1.270,Aug
1971-08-04,4.128,2.794,Aug
1971-08-05,0.000,0.254,Aug
1971-08-06,0.274,1.016,Aug
1971-08-07,3.354,1.016,Aug
1971-08-08,12.623,6.858,Aug
1971-08-09,12.712,11.684,Aug
1971-08-10,5.025,2.540,Aug
1971-08-11,0.087,0.254,Aug
1971-08-12,0.013,0.000,Aug
1971-08-13,0.000,0.000,Aug
1971-08-14,0.000,0.000,Aug
1971-08-15,0.000,0.000,Aug
1971-08-16,0.000,0.000,Aug
1971-08-17,0.013,0.000,Aug
1971-08-18,0.027,0.000,Aug
1971-08-19,0.624,5.080,Aug
1971-08-20,5.420,10.414,Aug
1971-08-21,0.038,0.254,Aug
1971-08-22,0.000,0.000,Aug
1971-08-23,0.011,8.128,Aug
1971-08-24,0.027,0.000,Aug
1971-08-25,0.081,0.254,Aug
1971-08-26,0.002,0.000,Aug
1971-08-27,0.001,0.000,Aug
1971-08-28,0.000,0.000,Aug
1971-08-29,0.002,0.000,Aug
1971-08-30,0.000,0.000,Aug
1971-08-31,1.096,2.032,Aug
1971-09-01,0.088,1.524,Sep
1971-09-02,1.250,11.176,Sep
1971-09-03,2.349,8.636,Sep
1971-09-04,0.116,5.334,Sep
1971-09-05,0.318,0.254,Sep
1971-09-06,0.089,0.000,Sep
1971-09-07,0.002,0.000,Sep
1971-09-08,0.013,0.254,Sep
1971-09-09,0.409,0.508,Sep
1971-09-10,0.019,0.000,Sep
1971-09-11,0.000,0.000,Sep
1971-09-12,0.002,0.000,Sep
1971-09-13,0.023,0.000,Sep
1971-09-14,0.249,0.000,Sep
1971-09-15,0.007,0.254,Sep
1971-09-16,2.350,0.000,Sep
1971-09-17,0.802,3.556,Sep
1971-09-18,0.378,0.000,Sep
1971-09-19,0.228,0.000,Sep
1971-09-20,0.478,0.508,Sep
1971-09-21,0.018,0.000,Sep
1971-09-22,0.000,0.000,Sep
1971-09-23,0.015,0.254,Sep
1971-09-24,2.330,2.032,Sep
1971-09-25,0.978,1.016,Sep
1971-09-26,3.155,0.508,Sep
1971-09-27,0.122,0.254,Sep
1971-09-28,0.000,0.000,Sep
1971-09-29,9.685,11.176,Sep
1971-09-30,7.795,16.256,Sep
1971-10-01,4.182,8.890,Oct
1971-10-02,2.681,0.508,Oct
1971-10-03,3.782,3.302,Oct
1971-10-04,2.493,1.270,Oct
1971-10-05,0.072,0.254,Oct
1971-10-06,0.084,0.254,Oct
1971-10-07,2.294,0.000,Oct
1971-10-08,5.233,0.762,Oct
1971-10-09,0.141,0.000,Oct
1971-10-10,0.288,0.000,Oct
1971-10-11,2.126,1.016,Oct
1971-10-12,1.324,2.540,Oct
1971-10-13,4.145,0.508,Oct
1971-10-14,0.555,0.254,Oct
1971-10-15,3.234,0.254,Oct
1971-10-16,9.505,4.318,Oct
1971-10-17,3.294,0.762,Oct
1971-10-18,3.203,1.524,Oct
1971-10-19,0.657,0.508,Oct
1971-10-20,0.010,0.000,Oct
1971-10-21,0.010,0.254,Oct
1971-10-22,0.337,1.016,Oct
1971-10-23,1.045,1.270,Oct
1971-10-24,0.263,0.508,Oct
1971-10-25,0.461,0.508,Oct
1971-10-26,2.034,1.270,Oct
1971-10-27,0.310,0.254,Oct
1971-10-28,1.372,1.016,Oct
1971-10-29,0.164,0.508,Oct
1971-10-30,1.259,1.270,Oct
1971-10-31,2.527,1.016,Oct
1971-11-01,2.416,1.270,Nov
1971-11-02,0.329,0.254,Nov
1971-11-03,0.057,0.254,Nov
1971-11-04,0.000,0.000,Nov
1971-11-05,0.000,0.000,Nov
1971-11-06,0.307,0.000,Nov
1971-11-07,0.307,0.000,Nov
1971-11-08,0.000,0.254,Nov
1971-11-09,0.004,0.254,Nov
1971-11-10,0.467,0.254,Nov
1971-11-11,0.318,0.254,Nov
1971-11-12,1.213,1.016,Nov
1971-11-13,0.103,0.254,Nov
1971-11-14,0.108,0.000,Nov
1971-11-15,0.000,0.000,Nov
1971-11-16,0.000,0.000,Nov
1971-11-17,0.271,0.000,Nov
1971-11-18,1.154,0.254,Nov
1971-11-19,0.090,0.000,Nov
1971-11-20,0.063,0.000,Nov
1971-11-21,1.663,0.508,Nov
1971-11-22,0.019,0.254,Nov
1971-11-23,0.772,4.064,Nov
1971-11-24,7.810,4.572,Nov
1971-11-25,0.000,0.000,Nov
1971-11-26,0.000,0.254,Nov
1971-11-27,0.000,0.254,Nov
1971-11-28,1.302,1.524,Nov
1971-11-29,0.841,0.762,Nov
1971-11-30,0.017,0.254,Nov
1971-12-01,0.014,0.000,Dec
1971-12-02,0.000,0.254,Dec
1971-12-03,0.070,0.254,Dec
1971-12-04,0.354,0.254,Dec
1971-12-05,0.003,0.254,Dec
1971-12-06,0.030,0.000,Dec
1971-12-07,0.897,0.000,Dec
1971-12-08,1.329,0.762,Dec
1971-12-09,0.001,0.000,Dec
1971-12-10,0.000,0.000,Dec
1971-12-11,0.000,0.000,Dec
1971-12-12,0.385,1.016,Dec
1971-12-13,2.318,0.762,Dec
1971-12-14,2.404,0.254,Dec
1971-12-15,2.154,0.762,Dec
1971-12-16,4.445,2.286,Dec
1971-12-17,13.256,21.590,Dec
1971-12-18,8.679,1.524,Dec
1971-12-19,1.516,1.016,Dec
1971-12-20,0.024,0.254,Dec
1971-12-21,0.821,0.254,Dec
1971-12-22,0.000,0.000,Dec
1971-12-23,5.973,6.604,Dec
1971-12-24,7.606,2.540,Dec
1971-12-25,6.361,1.778,Dec
1971-12-26,3.292,3.556,Dec
1971-12-27,0.314,0.254,Dec
1971-12-28,0.365,0.254,Dec
1971-12-29,0.596,0.254,Dec
1971-12-30,0.013,0.000,Dec
1971-12-31,2.651,1.270,Dec
1972-01-01,1.348,0.254,Jan
1972-01-02,0.064,0.254,Jan
1972-01-03,2.102,0.254,Jan
1972-01-04,1.263,1.016,Jan
1972-01-05,0.584,0.508,Jan
1972-01-06,0.284,0.254,Jan
1972-01-07,0.086,0.254,Jan
1972-01-08,0.160,0.254,Jan
1972-01-09,0.009,0.254,Jan
