Time,precip_mm_ERA5_12km,BETHEL AIRPORT,month
1976-11-23,0.147,0.254,Nov
1976-11-24,0.111,0.000,Nov
1976-11-25,0.003,0.254,Nov
1976-11-26,8.146,1.016,Nov
1976-11-27,9.005,1.270,Nov
1976-11-28,3.929,0.254,Nov
1976-11-29,0.149,0.254,Nov
1976-11-30,9.601,1.778,Nov
1976-12-01,0.311,0.254,Dec
1976-12-02,0.001,0.254,Dec
1976-12-03,0.000,0.254,Dec
1976-12-04,2.337,1.016,Dec
1976-12-05,0.177,0.254,Dec
1976-12-06,2.170,0.254,Dec
1976-12-07,0.002,0.000,Dec
1976-12-08,0.000,0.000,Dec
1976-12-09,0.000,0.000,Dec
1976-12-10,0.034,0.254,Dec
1976-12-11,6.202,0.762,Dec
1976-12-12,1.899,0.254,Dec
1976-12-13,1.597,0.254,Dec
1976-12-14,1.105,0.254,Dec
1976-12-15,0.249,0.254,Dec
1976-12-16,0.315,0.254,Dec
1976-12-17,0.164,0.254,Dec
1976-12-18,2.888,0.254,Dec
1976-12-19,1.432,0.254,Dec
1976-12-20,2.454,0.254,Dec
1976-12-21,3.479,0.254,Dec
1976-12-22,1.268,0.254,Dec
1976-12-23,0.009,0.000,Dec
1976-12-24,7.049,2.032,Dec
1976-12-25,3.821,2.032,Dec
1976-12-26,3.391,0.254,Dec
1976-12-27,0.023,0.254,Dec
1976-12-28,1.308,0.254,Dec
1976-12-29,0.946,0.254,Dec
1976-12-30,1.814,0.254,Dec
1976-12-31,0.544,0.254,Dec
1977-01-01,2.856,0.254,Jan
1977-01-02,0.175,0.254,Jan
1977-01-03,6.389,0.254,Jan
1977-01-04,2.437,0.508,Jan
1977-01-05,0.003,0.254,Jan
1977-01-06,0.008,0.254,Jan
1977-01-07,0.011,0.254,Jan
1977-01-08,0.001,0.000,Jan
1977-01-09,0.148,0.000,Jan
1977-01-10,0.744,0.254,Jan
1977-01-11,0.961,0.254,Jan
1977-01-12,2.019,0.254,Jan
1977-01-13,0.059,0.000,Jan
1977-01-14,0.684,0.254,Jan
1977-01-15,0.231,0.254,Jan
1977-01-16,0.051,0.000,Jan
1977-01-17,2.097,0.508,Jan
1977-01-18,2.883,1.016,Jan
1977-01-19,0.038,0.000,Jan
1977-01-20,0.000,0.000,Jan
1977-01-21,0.483,0.254,Jan
1977-01-22,2.177,0.762,Jan
1977-01-23,4.123,0.254,Jan
1977-01-24,5.366,0.508,Jan
1977-01-25,2.203,1.016,Jan
1977-01-26,0.043,0.254,Jan
1977-01-27,0.059,0.254,Jan
1977-01-28,1.557,0.254,Jan
1977-01-29,0.082,0.000,Jan
1977-01-30,0.317,0.254,Jan
1977-01-31,0.069,0.000,Jan
1977-02-01,10.255,0.254,Feb
1977-02-02,3.769,0.254,Feb
1977-02-03,5.624,0.254,Feb
1977-02-04,0.191,0.254,Feb
1977-02-05,0.000,0.000,Feb
1977-02-06,0.042,0.254,Feb
1977-02-07,0.214,0.254,Feb
1977-02-08,0.121,0.000,Feb
1977-02-09,0.131,0.254,Feb
1977-02-10,0.028,0.254,Feb
1977-02-11,0.042,0.254,Feb
1977-02-12,0.759,0.000,Feb
1977-02-13,0.001,0.254,Feb
1977-02-14,1.076,0.000,Feb
1977-02-15,0.484,0.000,Feb
1977-02-16,0.352,0.508,Feb
1977-02-17,0.001,0.000,Feb
1977-02-18,0.137,0.000,Feb
1977-02-19,2.027,0.508,Feb
1977-02-20,0.275,0.508,Feb
1977-02-21,0.000,1.270,Feb
1977-02-22,0.133,0.508,Feb
1977-02-23,4.116,1.270,Feb
1977-02-24,7.884,1.524,Feb
1977-02-25,0.063,0.000,Feb
1977-02-26,0.002,0.000,Feb
1977-02-27,0.000,0.000,Feb
1977-02-28,1.793,1.778,Feb
1977-03-01,1.139,0.762,Mar
1977-03-02,0.037,0.254,Mar
1977-03-03,0.000,0.000,Mar
1977-03-04,0.001,0.000,Mar
1977-03-05,0.003,0.000,Mar
1977-03-06,1.033,0.254,Mar
1977-03-07,5.417,1.524,Mar
1977-03-08,2.359,0.508,Mar
1977-03-09,0.353,0.508,Mar
1977-03-10,0.178,0.254,Mar
1977-03-11,1.638,1.524,Mar
1977-03-12,11.689,5.588,Mar
1977-03-13,0.001,0.254,Mar
1977-03-14,7.986,2.540,Mar
1977-03-15,8.070,2.032,Mar
1977-03-16,1.294,1.778,Mar
1977-03-17,0.019,0.254,Mar
1977-03-18,2.535,0.254,Mar
1977-03-19,1.814,0.254,Mar
1977-03-20,2.159,0.508,Mar
1977-03-21,0.777,0.254,Mar
1977-03-22,0.045,0.254,Mar
1977-03-23,0.036,0.254,Mar
1977-03-24,0.087,0.254,Mar
1977-03-25,0.020,0.254,Mar
1977-03-26,0.014,0.000,Mar
1977-03-27,4.120,1.778,Mar
1977-03-28,5.359,4.064,Mar
1977-03-29,0.458,0.508,Mar
1977-03-30,0.336,0.000,Mar
1977-03-31,0.022,0.254,Mar
1977-04-01,9.692,3.048,Apr
1977-04-02,4.028,0.508,Apr
1977-04-03,0.009,0.254,Apr
1977-04-04,6.148,0.254,Apr
1977-04-05,1.300,0.508,Apr
1977-04-06,0.132,0.254,Apr
1977-04-07,0.032,0.000,Apr
1977-04-08,0.001,0.000,Apr
1977-04-09,0.259,0.254,Apr
1977-04-10,0.037,0.254,Apr
1977-04-11,0.031,0.000,Apr
1977-04-12,0.437,0.254,Apr
1977-04-13,2.068,0.254,Apr
1977-04-14,0.021,0.254,Apr
1977-04-15,0.129,0.254,Apr
1977-04-16,0.121,0.254,Apr
1977-04-17,4.025,1.016,Apr
1977-04-18,0.021,0.508,Apr
1977-04-19,6.888,1.016,Apr
1977-04-20,1.250,1.270,Apr
1977-04-21,0.494,0.254,Apr
1977-04-22,1.007,0.254,Apr
1977-04-23,4.694,0.508,Apr
1977-04-24,0.056,0.254,Apr
1977-04-25,0.086,0.254,Apr
1977-04-26,0.072,0.254,Apr
1977-04-27,0.046,0.000,Apr
1977-04-28,0.000,0.000,Apr
1977-04-29,9.077,3.810,Apr
1977-04-30,0.723,0.254,Apr
1977-05-01,0.023,0.000,May
1977-05-02,0.158,0.000,May
1977-05-03,0.052,0.254,May
1977-05-04,6.455,3.302,May
1977-05-05,2.464,1.016,May
1977-05-06,0.995,0.762,May
1977-05-07,0.729,0.254,May
1977-05-08,0.138,1.016,May
1977-05-09,3.678,2.286,May
1977-05-10,1.959,1.524,May
1977-05-11,1.119,0.254,May
1977-05-12,0.195,0.000,May
1977-05-13,0.176,0.000,May
1977-05-14,0.160,1.016,May
1977-05-15,0.477,0.254,May
1977-05-16,8.022,1.270,May
1977-05-17,4.957,2.032,May
1977-05-18,4.101,1.016,May
1977-05-19,0.399,0.000,May
1977-05-20,0.063,0.254,May
1977-05-21,0.103,0.000,May
1977-05-22,7.421,1.016,May
1977-05-23,0.004,0.254,May
1977-05-24,0.187,2.286,May
1977-05-25,0.001,0.254,May
1977-05-26,0.016,0.000,May
1977-05-27,0.008,0.000,May
1977-05-28,0.001,0.000,May
1977-05-29,0.000,0.000,May
1977-05-30,0.000,0.254,May
1977-05-31,0.000,0.254,May
1977-06-01,0.696,0.000,Jun
1977-06-02,0.499,0.000,Jun
1977-06-03,0.001,0.254,Jun
1977-06-04,0.673,0.254,Jun
1977-06-05,0.036,0.254,Jun
1977-06-06,3.227,5.334,Jun
1977-06-07,8.400,11.684,Jun
1977-06-08,16.793,4.826,Jun
1977-06-09,1.075,0.254,Jun
1977-06-10,0.131,0.254,Jun
1977-06-11,0.099,0.254,Jun
1977-06-12,2.666,5.080,Jun
1977-06-13,0.004,0.254,Jun
1977-06-14,0.000,0.254,Jun
1977-06-15,0.006,0.254,Jun
1977-06-16,0.137,0.254,Jun
1977-06-17,0.091,0.254,Jun
1977-06-18,2.402,0.508,Jun
1977-06-19,1.564,1.270,Jun
1977-06-20,0.928,2.540,Jun
1977-06-21,0.000,0.000,Jun
1977-06-22,0.023,0.254,Jun
1977-06-23,5.344,7.874,Jun
1977-06-24,16.925,4.318,Jun
1977-06-25,4.722,6.604,Jun
1977-06-26,1.960,0.000,Jun
1977-06-27,0.001,0.254,Jun
1977-06-28,0.000,0.000,Jun
1977-06-29,0.000,0.000,Jun
1977-06-30,0.045,0.000,Jun
1977-07-01,0.000,0.000,Jul
1977-07-02,0.031,0.254,Jul
1977-07-03,1.138,2.794,Jul
1977-07-04,0.974,0.254,Jul
1977-07-05,1.421,0.254,Jul
1977-07-06,5.440,1.778,Jul
1977-07-07,5.550,0.762,Jul
1977-07-08,13.229,4.064,Jul
1977-07-09,3.556,8.890,Jul
1977-07-10,0.051,0.254,Jul
1977-07-11,0.530,0.762,Jul
1977-07-12,3.987,2.032,Jul
1977-07-13,0.068,3.048,Jul
1977-07-14,3.489,0.508,Jul
1977-07-15,0.001,0.254,Jul
1977-07-16,0.009,0.254,Jul
1977-07-17,0.000,0.000,Jul
1977-07-18,0.016,0.254,Jul
1977-07-19,0.000,0.762,Jul
1977-07-20,0.000,0.000,Jul
1977-07-21,2.066,0.254,Jul
1977-07-22,0.002,0.254,Jul
1977-07-23,1.569,0.000,Jul
1977-07-24,4.587,3.556,Jul
1977-07-25,5.625,0.508,Jul
1977-07-26,11.534,6.858,Jul
1977-07-27,3.246,0.762,Jul
1977-07-28,0.502,0.762,Jul
1977-07-29,2.105,5.080,Jul
1977-07-30,1.462,3.048,Jul
1977-07-31,3.260,1.778,Jul
1977-08-01,4.912,3.302,Aug
1977-08-02,1.486,5.842,Aug
1977-08-03,3.402,2.286,Aug
1977-08-04,3.059,0.762,Aug
1977-08-05,3.210,1.524,Aug
1977-08-06,1.798,0.000,Aug
1977-08-07,1.668,0.000,Aug
1977-08-08,7.272,4.318,Aug
1977-08-09,0.000,0.254,Aug
1977-08-10,4.343,0.254,Aug
1977-08-11,0.133,1.016,Aug
1977-08-12,8.975,1.524,Aug
1977-08-13,1.447,1.524,Aug
1977-08-14,0.673,1.524,Aug
1977-08-15,2.782,7.620,Aug
1977-08-16,2.491,1.270,Aug
1977-08-17,6.547,4.064,Aug
1977-08-18,5.607,4.318,Aug
1977-08-19,0.896,1.270,Aug
1977-08-20,3.756,0.254,Aug
1977-08-21,0.053,0.000,Aug
1977-08-22,0.000,0.000,Aug
1977-08-23,0.034,0.000,Aug
1977-08-24,0.145,0.254,Aug
1977-08-25,0.079,0.508,Aug
1977-08-26,0.047,0.000,Aug
1977-08-27,0.001,0.000,Aug
1977-08-28,0.000,0.000,Aug
1977-08-29,0.000,0.000,Aug
1977-08-30,0.000,0.000,Aug
1977-08-31,2.723,8.128,Aug
1977-09-01,0.119,0.000,Sep
1977-09-02,1.876,0.000,Sep
1977-09-03,0.004,0.000,Sep
1977-09-04,0.034,0.254,Sep
1977-09-05,4.856,6.858,Sep
1977-09-06,12.571,11.176,Sep
1977-09-07,4.923,4.826,Sep
1977-09-08,0.709,0.254,Sep
1977-09-09,0.303,0.508,Sep
1977-09-10,2.057,3.048,Sep
1977-09-11,0.024,0.254,Sep
1977-09-12,0.070,1.524,Sep
1977-09-13,1.723,2.794,Sep
1977-09-14,0.183,3.810,Sep
1977-09-15,14.375,14.732,Sep
1977-09-16,0.184,2.032,Sep
1977-09-17,3.236,3.556,Sep
1977-09-18,1.900,3.048,Sep
1977-09-19,3.226,2.794,Sep
1977-09-20,0.034,0.254,Sep
1977-09-21,0.968,2.540,Sep
1977-09-22,0.000,0.000,Sep
1977-09-23,0.508,2.540,Sep
1977-09-24,0.360,1.778,Sep
1977-09-25,0.326,0.254,Sep
1977-09-26,9.568,6.858,Sep
1977-09-27,2.035,3.810,Sep
1977-09-28,0.357,0.508,Sep
1977-09-29,0.008,0.000,Sep
1977-09-30,0.016,0.000,Sep
1977-10-01,0.000,0.000,Oct
1977-10-02,0.000,0.508,Oct
1977-10-03,5.777,12.700,Oct
1977-10-04,0.001,0.000,Oct
1977-10-05,1.166,0.508,Oct
1977-10-06,10.595,6.350,Oct
1977-10-07,0.001,0.000,Oct
1977-10-08,13.086,8.636,Oct
1977-10-09,3.404,1.778,Oct
1977-10-10,4.469,2.540,Oct
1977-10-11,7.013,2.032,Oct
1977-10-12,2.691,1.524,Oct
1977-10-13,0.055,0.254,Oct
1977-10-14,0.002,0.000,Oct
1977-10-15,0.000,0.000,Oct
1977-10-16,0.000,0.254,Oct
1977-10-17,1.857,0.254,Oct
1977-10-18,0.310,0.254,Oct
1977-10-19,0.123,0.000,Oct
1977-10-20,0.001,0.254,Oct
1977-10-21,0.400,0.254,Oct
1977-10-22,0.002,0.000,Oct
1977-10-23,0.056,0.254,Oct
1977-10-24,0.022,0.254,Oct
1977-10-25,0.476,0.254,Oct
1977-10-26,2.168,0.254,Oct
1977-10-27,0.032,0.254,Oct
1977-10-28,0.112,0.000,Oct
1977-10-29,0.547,0.000,Oct
1977-10-30,0.043,0.000,Oct
1977-10-31,0.000,0.000,Oct
1977-11-01,0.000,0.000,Nov
1977-11-02,0.000,0.000,Nov
1977-11-03,3.391,0.762,Nov
1977-11-04,0.014,1.270,Nov
1977-11-05,1.981,0.254,Nov
1977-11-06,0.822,0.254,Nov
1977-11-07,0.947,0.254,Nov
1977-11-08,0.042,0.000,Nov
1977-11-09,9.086,1.524,Nov
1977-11-10,5.194,5.842,Nov
1977-11-11,1.358,0.762,Nov
1977-11-12,0.182,0.254,Nov
1977-11-13,0.003,0.000,Nov
1977-11-14,0.036,0.254,Nov
1977-11-15,0.022,0.254,Nov
1977-11-16,7.353,2.286,Nov
1977-11-17,10.996,2.286,Nov
1977-11-18,0.078,0.000,Nov
1977-11-19,0.053,0.000,Nov
1977-11-20,0.000,0.000,Nov
1977-11-21,0.000,0.000,Nov
1977-11-22,0.000,0.000,Nov
1977-11-23,0.000,0.000,Nov
1977-11-24,0.000,0.254,Nov
1977-11-25,0.002,0.000,Nov
1977-11-26,0.000,0.000,Nov
1977-11-27,0.000,0.000,Nov
1977-11-28,0.000,0.000,Nov
1977-11-29,0.000,0.000,Nov
1977-11-30,0.076,0.254,Nov
1977-12-01,0.815,1.016,Dec
1977-12-02,0.007,0.254,Dec
1977-12-03,0.314,0.508,Dec
1977-12-04,0.070,0.254,Dec
1977-12-05,0.023,0.508,Dec
1977-12-06,0.000,0.254,Dec
1977-12-07,0.000,0.254,Dec
1977-12-08,0.000,0.000,Dec
1977-12-09,0.000,0.000,Dec
1977-12-10,0.008,0.254,Dec
1977-12-11,0.005,0.000,Dec
1977-12-12,0.000,0.000,Dec
1977-12-13,0.000,0.000,Dec
1977-12-14,0.000,0.000,Dec
1977-12-15,0.000,0.000,Dec
1977-12-16,0.000,0.000,Dec
1977-12-17,0.000,0.000,Dec
1977-12-18,2.702,5.334,Dec
1977-12-19,9.721,3.810,Dec
1977-12-20,9.245,7.112,Dec
1977-12-21,5.715,3.302,Dec
1977-12-22,1.737,1.270,Dec
1977-12-23,0.470,0.508,Dec
1977-12-24,2.313,1.524,Dec
1977-12-25,1.032,0.254,Dec
1977-12-26,0.303,0.254,Dec
1977-12-27,0.216,0.254,Dec
1977-12-28,2.677,0.254,Dec
1977-12-29,8.472,9.652,Dec
1977-12-30,8.461,4.318,Dec
1977-12-31,9.014,0.254,Dec
1978-01-01,0.359,0.254,Jan
1978-01-02,0.076,0.000,Jan
1978-01-03,0.000,0.000,Jan
1978-01-04,0.000,0.000,Jan
1978-01-05,0.000,0.000,Jan
1978-01-06,0.000,0.000,Jan
1978-01-07,0.019,0.000,Jan
1978-01-08,0.003,0.254,Jan
1978-01-09,0.337,0.254,Jan
1978-01-10,0.367,1.524,Jan
1978-01-11,0.106,0.254,Jan
1978-01-12,0.071,0.000,Jan
1978-01-13,0.210,0.254,Jan
1978-01-14,0.174,0.000,Jan
1978-01-15,0.010,0.254,Jan
1978-01-16,0.000,0.000,Jan
1978-01-17,0.389,0.254,Jan
1978-01-18,1.017,0.000,Jan
1978-01-19,0.467,0.000,Jan
1978-01-20,0.194,0.508,Jan
1978-01-21,0.799,0.254,Jan
1978-01-22,2.108,0.508,Jan
1978-01-23,1.942,1.016,Jan
1978-01-24,0.609,0.254,Jan
1978-01-25,0.000,0.000,Jan
1978-01-26,0.237,0.000,Jan
1978-01-27,7.807,0.254,Jan
1978-01-28,1.970,0.254,Jan
1978-01-29,0.005,0.000,Jan
1978-01-30,0.928,0.254,Jan
1978-01-31,1.986,0.508,Jan
1978-02-01,1.206,0.254,Feb
1978-02-02,0.019,0.000,Feb
1978-02-03,0.002,0.000,Feb
1978-02-04,0.001,0.000,Feb
1978-02-05,0.000,0.000,Feb
1978-02-06,0.002,0.000,Feb
1978-02-07,0.000,0.000,Feb
1978-02-08,0.000,0.000,Feb
1978-02-09,0.000,0.000,Feb
1978-02-10,0.025,0.254,Feb
1978-02-11,0.975,0.000,Feb
1978-02-12,0.144,0.254,Feb
1978-02-13,0.569,0.254,Feb
1978-02-14,0.328,0.254,Feb
1978-02-15,3.985,0.508,Feb
1978-02-16,0.644,0.254,Feb
1978-02-17,0.035,0.000,Feb
1978-02-18,0.002,0.000,Feb
1978-02-19,0.690,1.016,Feb
1978-02-20,0.718,0.254,Feb
1978-02-21,0.001,0.000,Feb
1978-02-22,0.326,0.254,Feb
1978-02-23,0.660,0.254,Feb
1978-02-24,0.604,0.000,Feb
1978-02-25,2.139,0.762,Feb
1978-02-26,0.017,0.254,Feb
1978-02-27,0.011,0.000,Feb
1978-02-28,0.000,0.000,Feb
1978-03-01,0.102,0.000,Mar
1978-03-02,0.000,0.000,Mar
1978-03-03,0.000,0.000,Mar
1978-03-04,0.000,0.000,Mar
1978-03-05,0.056,0.254,Mar
1978-03-06,0.042,0.254,Mar
1978-03-07,0.486,0.254,Mar
1978-03-08,0.309,0.254,Mar
1978-03-09,0.480,0.254,Mar
1978-03-10,1.981,0.254,Mar
1978-03-11,0.870,0.000,Mar
1978-03-12,2.807,0.254,Mar
1978-03-13,0.028,0.254,Mar
1978-03-14,2.616,0.000,Mar
1978-03-15,0.020,0.254,Mar
1978-03-16,0.011,0.254,Mar
1978-03-17,0.000,0.000,Mar
1978-03-18,0.000,0.000,Mar
1978-03-19,0.000,0.000,Mar
1978-03-20,0.000,0.000,Mar
1978-03-21,0.000,0.000,Mar
1978-03-22,0.000,0.000,Mar
1978-03-23,0.000,0.000,Mar
1978-03-24,0.000,0.000,Mar
1978-03-25,0.000,0.000,Mar
1978-03-26,0.931,0.508,Mar
1978-03-27,0.808,0.000,Mar
1978-03-28,1.751,0.762,Mar
1978-03-29,0.099,0.254,Mar
1978-03-30,0.913,0.254,Mar
1978-03-31,0.733,0.000,Mar
1978-04-01,0.062,0.000,Apr
1978-04-02,0.000,0.000,Apr
1978-04-03,5.873,7.366,Apr
1978-04-04,0.550,1.016,Apr
1978-04-05,0.079,0.000,Apr
1978-04-06,0.906,0.000,Apr
1978-04-07,1.700,0.000,Apr
1978-04-08,2.524,1.016,Apr
1978-04-09,6.417,4.064,Apr
1978-04-10,0.053,0.254,Apr
1978-04-11,5.714,1.524,Apr
1978-04-12,0.813,2.032,Apr
1978-04-13,5.361,6.858,Apr
1978-04-14,1.329,3.302,Apr
1978-04-15,1.208,2.032,Apr
1978-04-16,0.171,0.254,Apr
1978-04-17,0.000,0.000,Apr
1978-04-18,0.000,0.000,Apr
1978-04-19,8.585,2.540,Apr
1978-04-20,2.425,0.254,Apr
1978-04-21,0.402,0.254,Apr
1978-04-22,0.914,1.270,Apr
1978-04-23,1.276,0.254,Apr
1978-04-24,1.158,0.254,Apr
1978-04-25,0.201,0.254,Apr
1978-04-26,0.028,0.000,Apr
1978-04-27,0.001,0.000,Apr
1978-04-28,0.078,0.254,Apr
1978-04-29,0.051,0.000,Apr
1978-04-30,0.000,0.000,Apr
1978-05-01,0.003,0.000,May
1978-05-02,0.000,0.000,May
1978-05-03,0.000,0.000,May
1978-05-04,0.074,0.254,May
1978-05-05,0.004,0.254,May
1978-05-06,0.541,0.254,May
1978-05-07,1.631,0.254,May
1978-05-08,0.267,0.254,May
1978-05-09,2.725,0.254,May
1978-05-10,0.411,0.254,May
1978-05-11,0.042,2.794,May
1978-05-12,1.838,0.254,May
1978-05-13,0.017,0.762,May
1978-05-14,0.224,0.254,May
1978-05-15,0.686,2.286,May
1978-05-16,1.335,0.000,May
1978-05-17,0.000,0.000,May
1978-05-18,0.000,0.000,May
1978-05-19,0.000,0.254,May
1978-05-20,0.000,0.254,May
1978-05-21,4.878,2.032,May
1978-05-22,2.753,1.524,May
1978-05-23,6.892,3.302,May
1978-05-24,0.986,1.524,May
1978-05-25,0.573,0.508,May
1978-05-26,0.125,0.000,May
1978-05-27,0.000,0.000,May
1978-05-28,0.002,0.000,May
1978-05-29,1.237,0.000,May
1978-05-30,0.399,2.540,May
1978-05-31,0.122,1.016,May
1978-06-01,0.000,0.000,Jun
1978-06-02,0.000,0.000,Jun
1978-06-03,0.146,0.254,Jun
1978-06-04,1.737,0.254,Jun
1978-06-05,0.975,1.778,Jun
1978-06-06,0.000,0.254,Jun
1978-06-07,0.000,0.254,Jun
1978-06-08,2.373,2.286,Jun
1978-06-09,2.876,4.826,Jun
1978-06-10,0.011,4.064,Jun
1978-06-11,0.000,0.254,Jun
1978-06-12,0.843,0.762,Jun
1978-06-13,9.939,5.080,Jun
1978-06-14,11.416,8.382,Jun
1978-06-15,5.619,6.350,Jun
1978-06-16,5.148,2.540,Jun
1978-06-17,4.869,2.286,Jun
1978-06-18,2.190,1.778,Jun
1978-06-19,0.003,0.254,Jun
1978-06-20,1.913,0.254,Jun
1978-06-21,7.644,11.684,Jun
1978-06-22,4.930,8.636,Jun
1978-06-23,0.104,2.032,Jun
1978-06-24,0.603,0.254,Jun
1978-06-25,2.310,0.254,Jun
1978-06-26,0.132,0.254,Jun
1978-06-27,0.058,0.254,Jun
1978-06-28,0.123,2.286,Jun
1978-06-29,3.959,5.334,Jun
1978-06-30,1.767,0.254,Jun
1978-07-01,1.537,1.016,Jul
1978-07-02,4.052,2.286,Jul
1978-07-03,0.990,0.254,Jul
1978-07-04,0.572,0.254,Jul
1978-07-05,6.328,5.842,Jul
1978-07-06,8.454,0.254,Jul
1978-07-07,0.250,0.508,Jul
1978-07-08,5.660,5.842,Jul
1978-07-09,2.722,0.508,Jul
1978-07-10,0.676,0.254,Jul
1978-07-11,4.071,7.874,Jul
1978-07-12,0.438,0.508,Jul
1978-07-13,1.096,0.254,Jul
1978-07-14,0.367,0.000,Jul
1978-07-15,1.266,0.000,Jul
1978-07-16,0.000,0.000,Jul
1978-07-17,0.019,0.000,Jul
1978-07-18,2.202,1.016,Jul
1978-07-19,5.943,7.112,Jul
1978-07-20,5.616,0.508,Jul
1978-07-21,2.398,6.350,Jul
1978-07-22,0.002,0.254,Jul
1978-07-23,0.926,0.254,Jul
1978-07-24,0.000,0.254,Jul
1978-07-25,0.008,0.762,Jul
1978-07-26,0.000,0.000,Jul
1978-07-27,0.000,0.000,Jul
1978-07-28,0.000,0.000,Jul
1978-07-29,0.258,0.254,Jul
1978-07-30,0.003,0.000,Jul
1978-07-31,0.566,1.524,Jul
1978-08-01,0.207,2.540,Aug
1978-08-02,0.046,0.000,Aug
1978-08-03,0.001,0.254,Aug
1978-08-04,0.053,0.000,Aug
1978-08-05,0.031,0.000,Aug
1978-08-06,0.000,0.000,Aug
1978-08-07,0.000,0.000,Aug
1978-08-08,0.000,0.254,Aug
1978-08-09,5.151,1.778,Aug
1978-08-10,7.579,2.540,Aug
1978-08-11,0.095,6.096,Aug
1978-08-12,9.608,3.810,Aug
1978-08-13,4.984,3.048,Aug
1978-08-14,0.007,0.254,Aug
1978-08-15,0.680,1.524,Aug
1978-08-16,2.544,4.826,Aug
1978-08-17,0.001,0.254,Aug
1978-08-18,0.113,0.254,Aug
1978-08-19,6.562,7.112,Aug
1978-08-20,1.885,0.254,Aug
1978-08-21,2.961,3.810,Aug
1978-08-22,17.544,9.144,Aug
1978-08-23,1.389,3.048,Aug
1978-08-24,1.113,0.254,Aug
1978-08-25,0.000,0.254,Aug
1978-08-26,0.036,0.254,Aug
1978-08-27,2.993,7.874,Aug
1978-08-28,6.389,9.144,Aug
1978-08-29,4.871,9.398,Aug
1978-08-30,3.664,3.048,Aug
1978-08-31,1.411,12.700,Aug
1978-09-01,10.899,0.254,Sep
1978-09-02,0.161,0.254,Sep
1978-09-03,3.199,1.016,Sep
1978-09-04,12.138,13.462,Sep
1978-09-05,3.942,8.890,Sep
1978-09-06,0.919,0.254,Sep
1978-09-07,0.473,0.508,Sep
1978-09-08,0.527,0.254,Sep
1978-09-09,5.829,3.556,Sep
1978-09-10,0.184,0.254,Sep
1978-09-11,0.354,0.000,Sep
1978-09-12,1.785,0.254,Sep
1978-09-13,7.398,0.762,Sep
1978-09-14,2.047,0.762,Sep
1978-09-15,0.193,0.508,Sep
1978-09-16,0.204,0.254,Sep
1978-09-17,0.028,0.000,Sep
1978-09-18,0.491,0.000,Sep
1978-09-19,0.025,0.254,Sep
1978-09-20,0.226,0.254,Sep
1978-09-21,0.517,1.270,Sep
1978-09-22,0.046,0.000,Sep
1978-09-23,0.714,1.778,Sep
1978-09-24,4.413,1.270,Sep
1978-09-25,0.817,0.254,Sep
1978-09-26,1.316,0.508,Sep
1978-09-27,0.169,0.000,Sep
1978-09-28,0.000,0.254,Sep
1978-09-29,0.000,0.000,Sep
1978-09-30,0.000,0.000,Sep
1978-10-01,0.000,0.000,Oct
1978-10-02,0.000,0.000,Oct
1978-10-03,0.000,0.000,Oct
1978-10-04,0.000,0.508,Oct
1978-10-05,2.857,1.016,Oct
1978-10-06,0.918,2.032,Oct
1978-10-07,0.676,3.302,Oct
1978-10-08,0.041,0.254,Oct
1978-10-09,1.458,0.254,Oct
1978-10-10,0.296,0.508,Oct
1978-10-11,0.001,0.254,Oct
1978-10-12,0.912,0.254,Oct
1978-10-13,0.001,0.508,Oct
1978-10-14,0.040,0.254,Oct
1978-10-15,1.576,0.254,Oct
1978-10-16,5.415,0.508,Oct
1978-10-17,10.339,3.048,Oct
1978-10-18,0.848,2.540,Oct
1978-10-19,0.298,0.254,Oct
1978-10-20,0.388,0.508,Oct
1978-10-21,0.122,0.254,Oct
1978-10-22,0.001,0.254,Oct
1978-10-23,8.341,7.366,Oct
1978-10-24,2.115,0.000,Oct
1978-10-25,0.081,0.254,Oct
1978-10-26,0.552,0.508,Oct
1978-10-27,5.287,1.270,Oct
1978-10-28,4.851,2.540,Oct
1978-10-29,12.835,4.826,Oct
1978-10-30,14.155,3.556,Oct
1978-10-31,0.764,0.762,Oct
1978-11-01,0.492,0.254,Nov
1978-11-02,0.053,0.000,Nov
1978-11-03,4.235,0.254,Nov
1978-11-04,2.756,0.508,Nov
1978-11-05,0.381,0.254,Nov
1978-11-06,0.644,0.508,Nov
1978-11-07,0.000,0.000,Nov
1978-11-08,0.167,0.254,Nov
1978-11-09,2.208,0.254,Nov
1978-11-10,0.094,0.762,Nov
1978-11-11,1.395,2.286,Nov
1978-11-12,0.000,0.000,Nov
1978-11-13,0.052,0.000,Nov
1978-11-14,0.000,0.254,Nov
1978-11-15,0.000,0.000,Nov
1978-11-16,0.000,0.000,Nov
1978-11-17,0.000,0.000,Nov
1978-11-18,1.922,7.366,Nov
1978-11-19,1.537,3.048,Nov
1978-11-20,6.795,6.604,Nov
1978-11-21,14.312,27.432,Nov
1978-11-22,0.010,0.000,Nov
1978-11-23,0.051,0.000,Nov
1978-11-24,0.002,0.000,Nov
1978-11-25,1.122,1.016,Nov
1978-11-26,11.805,2.286,Nov
1978-11-27,3.831,1.524,Nov
1978-11-28,2.737,0.508,Nov
1978-11-29,0.120,0.254,Nov
1978-11-30,3.048,1.270,Nov
1978-12-01,1.878,0.254,Dec
1978-12-02,0.654,0.000,Dec
1978-12-03,1.142,3.048,Dec
