Time,precip_mm_ERA5_4km,CORDOVA AIRPORT,month
1984-11-11,1.386,0.000,Nov
1984-11-12,0.000,0.000,Nov
1984-11-13,0.000,0.000,Nov
1984-11-14,1.049,0.254,Nov
1984-11-15,10.691,0.762,Nov
1984-11-16,0.654,0.000,Nov
1984-11-17,0.657,0.508,Nov
1984-11-18,2.203,0.254,Nov
1984-11-19,0.986,0.000,Nov
1984-11-20,46.582,49.530,Nov
1984-11-21,28.439,56.134,Nov
1984-11-22,0.410,1.778,Nov
1984-11-23,6.911,6.604,Nov
1984-11-24,3.230,2.540,Nov
1984-11-25,0.778,0.254,Nov
1984-11-26,10.079,3.810,Nov
1984-11-27,4.977,0.000,Nov
1984-11-28,2.009,0.000,Nov
1984-11-29,8.971,0.508,Nov
1984-11-30,10.235,0.254,Nov
1984-12-01,4.070,0.508,Dec
1984-12-02,11.783,3.302,Dec
1984-12-03,5.559,3.048,Dec
1984-12-04,23.962,35.306,Dec
1984-12-05,18.151,20.066,Dec
1984-12-06,5.882,0.254,Dec
1984-12-07,0.736,1.270,Dec
1984-12-08,8.774,5.334,Dec
1984-12-09,0.000,0.000,Dec
1984-12-10,2.427,0.254,Dec
1984-12-11,1.303,0.000,Dec
1984-12-12,0.006,0.000,Dec
1984-12-13,0.382,0.254,Dec
1984-12-14,0.000,0.000,Dec
1984-12-15,0.041,0.000,Dec
1984-12-16,0.006,0.000,Dec
1984-12-17,0.204,3.048,Dec
1984-12-18,7.145,10.922,Dec
1984-12-19,1.687,1.524,Dec
1984-12-20,0.000,0.000,Dec
1984-12-21,0.024,0.000,Dec
1984-12-22,0.262,0.000,Dec
1984-12-23,6.399,6.604,Dec
1984-12-24,0.000,0.000,Dec
1984-12-25,1.637,0.254,Dec
1984-12-26,0.507,0.000,Dec
1984-12-27,0.000,0.000,Dec
1984-12-28,0.028,0.254,Dec
1984-12-29,0.136,3.810,Dec
1984-12-30,21.221,9.906,Dec
1984-12-31,45.998,13.716,Dec
1985-01-01,45.857,41.656,Jan
1985-01-02,11.133,42.926,Jan
1985-01-03,0.241,4.064,Jan
1985-01-04,18.322,9.906,Jan
1985-01-05,4.250,6.350,Jan
1985-01-06,10.781,3.810,Jan
1985-01-07,21.750,21.590,Jan
1985-01-08,17.476,29.210,Jan
1985-01-09,11.031,22.098,Jan
1985-01-10,12.466,13.716,Jan
1985-01-11,6.326,8.636,Jan
1985-01-12,0.002,0.000,Jan
1985-01-13,4.926,0.254,Jan
1985-01-14,8.755,0.762,Jan
1985-01-15,9.389,0.254,Jan
1985-01-16,40.843,10.160,Jan
1985-01-17,7.027,5.588,Jan
1985-01-18,3.938,0.254,Jan
1985-01-19,18.786,1.270,Jan
1985-01-20,13.402,11.430,Jan
1985-01-21,21.755,9.398,Jan
1985-01-22,28.989,18.796,Jan
1985-01-23,14.114,6.350,Jan
1985-01-24,3.979,1.016,Jan
1985-01-25,11.767,2.286,Jan
1985-01-26,23.004,1.270,Jan
1985-01-27,9.950,3.810,Jan
1985-01-28,0.011,0.000,Jan
1985-01-29,1.351,0.000,Jan
1985-01-30,31.416,20.066,Jan
1985-01-31,47.496,12.954,Jan
1985-02-01,0.000,0.000,Feb
1985-02-02,0.000,0.000,Feb
1985-02-03,14.111,14.986,Feb
1985-02-04,0.062,0.000,Feb
1985-02-05,3.900,16.002,Feb
1985-02-06,0.000,0.000,Feb
1985-02-07,0.000,0.000,Feb
1985-02-08,0.165,0.000,Feb
1985-02-09,0.000,0.000,Feb
1985-02-10,0.127,0.000,Feb
1985-02-11,0.000,0.000,Feb
1985-02-12,6.610,1.270,Feb
1985-02-13,19.053,4.318,Feb
1985-02-14,0.054,0.254,Feb
1985-02-15,2.620,4.064,Feb
1985-02-16,6.647,2.286,Feb
1985-02-17,7.351,0.254,Feb
1985-02-18,0.000,0.000,Feb
1985-02-19,0.360,0.254,Feb
1985-02-20,2.156,0.254,Feb
1985-02-21,3.509,0.762,Feb
1985-02-22,0.108,0.000,Feb
1985-02-23,0.012,0.000,Feb
1985-02-24,2.589,1.270,Feb
1985-02-25,15.143,5.588,Feb
1985-02-26,42.037,46.228,Feb
1985-02-27,4.680,8.382,Feb
1985-02-28,1.551,0.254,Feb
1985-03-01,7.138,4.064,Mar
1985-03-02,2.172,0.254,Mar
1985-03-03,0.000,0.000,Mar
1985-03-04,0.003,0.000,Mar
1985-03-05,0.031,0.254,Mar
1985-03-06,13.660,3.810,Mar
1985-03-07,4.024,1.270,Mar
1985-03-08,11.947,20.320,Mar
1985-03-09,3.003,3.048,Mar
1985-03-10,28.197,38.608,Mar
1985-03-11,35.927,41.656,Mar
1985-03-12,4.284,7.112,Mar
1985-03-13,10.400,14.478,Mar
1985-03-14,2.615,0.254,Mar
1985-03-15,16.111,2.032,Mar
1985-03-16,7.965,0.762,Mar
1985-03-17,8.109,4.826,Mar
1985-03-18,7.283,16.256,Mar
1985-03-19,5.286,1.016,Mar
1985-03-20,6.652,6.604,Mar
1985-03-21,3.150,2.286,Mar
1985-03-22,1.125,0.254,Mar
1985-03-23,1.088,0.508,Mar
1985-03-24,0.441,0.000,Mar
1985-03-25,10.347,0.254,Mar
1985-03-26,0.017,0.000,Mar
1985-03-27,0.000,0.000,Mar
1985-03-28,0.649,0.000,Mar
1985-03-29,2.607,0.000,Mar
1985-03-30,0.041,0.000,Mar
1985-03-31,0.235,1.016,Mar
1985-04-01,3.404,2.032,Apr
1985-04-02,4.023,2.286,Apr
1985-04-03,13.916,2.032,Apr
1985-04-04,0.539,0.254,Apr
1985-04-05,1.273,3.302,Apr
1985-04-06,8.550,0.508,Apr
1985-04-07,32.007,10.668,Apr
1985-04-08,15.008,16.764,Apr
1985-04-09,2.646,0.254,Apr
1985-04-10,4.466,2.286,Apr
1985-04-11,0.187,0.762,Apr
1985-04-12,1.778,0.254,Apr
1985-04-13,7.230,1.778,Apr
1985-04-14,4.365,0.762,Apr
1985-04-15,8.104,0.254,Apr
1985-04-16,7.924,0.508,Apr
1985-04-17,2.694,0.254,Apr
1985-04-18,0.000,0.000,Apr
1985-04-19,1.371,0.762,Apr
1985-04-20,2.182,0.254,Apr
1985-04-21,1.173,0.000,Apr
1985-04-22,0.000,0.000,Apr
1985-04-23,0.005,0.000,Apr
1985-04-24,0.743,0.254,Apr
1985-04-25,0.576,0.000,Apr
1985-04-26,0.000,0.000,Apr
1985-04-27,0.291,0.000,Apr
1985-04-28,2.667,0.508,Apr
1985-04-29,1.747,0.254,Apr
1985-04-30,11.611,0.254,Apr
1985-05-01,3.792,0.000,May
1985-05-02,0.000,0.000,May
1985-05-03,0.008,0.000,May
1985-05-04,0.053,0.000,May
1985-05-05,0.000,0.000,May
1985-05-06,0.014,1.270,May
1985-05-07,1.027,5.588,May
1985-05-08,20.128,26.670,May
1985-05-09,1.352,3.556,May
1985-05-10,0.032,1.524,May
1985-05-11,4.621,0.254,May
1985-05-12,2.437,0.000,May
1985-05-13,7.009,27.432,May
1985-05-14,15.453,0.508,May
1985-05-15,14.848,6.858,May
1985-05-16,0.255,0.254,May
1985-05-17,0.003,0.254,May
1985-05-18,9.705,14.478,May
1985-05-19,11.459,8.128,May
1985-05-20,0.495,0.254,May
1985-05-21,0.069,0.000,May
1985-05-22,0.050,0.000,May
1985-05-23,0.112,0.000,May
1985-05-24,0.031,0.000,May
1985-05-25,0.033,0.254,May
1985-05-26,0.180,0.000,May
1985-05-27,0.416,0.254,May
1985-05-28,12.392,12.700,May
1985-05-29,15.970,27.686,May
1985-05-30,30.619,22.606,May
1985-05-31,49.675,22.606,May
1985-06-01,12.688,8.382,Jun
1985-06-02,0.151,0.254,Jun
1985-06-03,6.986,10.414,Jun
1985-06-04,0.790,8.128,Jun
1985-06-05,0.013,0.508,Jun
1985-06-06,2.393,0.254,Jun
1985-06-07,4.010,4.826,Jun
1985-06-08,0.216,5.842,Jun
1985-06-09,3.839,0.762,Jun
1985-06-10,0.017,0.254,Jun
1985-06-11,5.313,0.508,Jun
1985-06-12,0.157,0.254,Jun
1985-06-13,3.979,5.588,Jun
1985-06-14,2.575,18.796,Jun
1985-06-15,8.261,16.256,Jun
1985-06-16,7.529,2.540,Jun
1985-06-17,34.956,11.684,Jun
1985-06-18,6.209,4.826,Jun
1985-06-19,0.005,1.270,Jun
1985-06-20,4.701,1.524,Jun
1985-06-21,0.195,0.000,Jun
1985-06-22,0.000,0.000,Jun
1985-06-23,0.057,0.254,Jun
1985-06-24,9.207,5.080,Jun
1985-06-25,5.624,7.366,Jun
1985-06-26,3.962,0.000,Jun
1985-06-27,0.000,0.000,Jun
1985-06-28,0.000,0.000,Jun
1985-06-29,0.000,0.000,Jun
1985-06-30,0.207,0.254,Jun
1985-07-01,1.074,0.254,Jul
1985-07-02,4.721,3.302,Jul
1985-07-03,17.283,3.810,Jul
1985-07-04,0.095,0.000,Jul
1985-07-05,0.000,0.000,Jul
1985-07-06,0.000,0.254,Jul
1985-07-07,1.724,2.032,Jul
1985-07-08,0.759,0.762,Jul
1985-07-09,0.000,0.254,Jul
1985-07-10,0.009,0.000,Jul
1985-07-11,0.140,2.540,Jul
1985-07-12,0.349,0.254,Jul
1985-07-13,0.136,6.096,Jul
1985-07-14,0.269,1.270,Jul
1985-07-15,0.000,0.000,Jul
1985-07-16,0.001,0.000,Jul
1985-07-17,0.038,0.000,Jul
1985-07-18,0.078,0.254,Jul
1985-07-19,2.658,9.144,Jul
1985-07-20,19.321,16.256,Jul
1985-07-21,1.015,12.954,Jul
1985-07-22,6.440,8.636,Jul
1985-07-23,5.962,7.620,Jul
1985-07-24,2.869,0.508,Jul
1985-07-25,0.126,0.254,Jul
1985-07-26,0.226,2.794,Jul
1985-07-27,0.007,0.000,Jul
1985-07-28,0.033,1.524,Jul
1985-07-29,2.176,2.540,Jul
1985-07-30,0.131,1.270,Jul
1985-07-31,4.218,0.000,Jul
1985-08-01,2.522,0.508,Aug
1985-08-02,3.033,0.254,Aug
1985-08-03,0.718,0.000,Aug
1985-08-04,0.000,0.000,Aug
1985-08-05,3.207,7.366,Aug
1985-08-06,0.012,1.016,Aug
1985-08-07,5.909,10.160,Aug
1985-08-08,10.329,1.778,Aug
1985-08-09,19.605,24.638,Aug
1985-08-10,16.063,0.762,Aug
1985-08-11,0.431,3.302,Aug
1985-08-12,75.536,55.372,Aug
1985-08-13,93.312,37.592,Aug
1985-08-14,1.931,11.430,Aug
1985-08-15,13.566,15.240,Aug
1985-08-16,10.079,0.000,Aug
1985-08-17,0.000,0.000,Aug
1985-08-18,0.024,0.000,Aug
1985-08-19,6.175,6.604,Aug
1985-08-20,1.491,3.302,Aug
1985-08-21,26.419,32.004,Aug
1985-08-22,8.410,8.128,Aug
1985-08-23,0.747,0.000,Aug
1985-08-24,0.001,0.000,Aug
1985-08-25,3.544,1.016,Aug
1985-08-26,0.000,0.000,Aug
1985-08-27,0.000,0.000,Aug
1985-08-28,0.000,0.000,Aug
1985-08-29,0.980,0.000,Aug
1985-08-30,0.008,0.000,Aug
1985-08-31,0.615,0.254,Aug
1985-09-01,18.325,16.510,Sep
1985-09-02,0.119,0.254,Sep
1985-09-03,1.294,3.302,Sep
1985-09-04,0.000,0.000,Sep
1985-09-05,0.000,0.000,Sep
1985-09-06,0.001,0.000,Sep
1985-09-07,0.000,0.000,Sep
1985-09-08,9.801,25.146,Sep
1985-09-09,19.547,14.986,Sep
1985-09-10,0.004,0.254,Sep
1985-09-11,0.009,0.254,Sep
1985-09-12,0.008,0.000,Sep
1985-09-13,0.204,0.000,Sep
1985-09-14,54.233,44.196,Sep
1985-09-15,1.167,5.334,Sep
1985-09-16,0.002,0.000,Sep
1985-09-17,0.000,0.000,Sep
1985-09-18,30.676,17.018,Sep
1985-09-19,18.343,39.370,Sep
1985-09-20,4.159,0.254,Sep
1985-09-21,0.000,0.000,Sep
1985-09-22,28.935,23.114,Sep
1985-09-23,2.302,11.684,Sep
1985-09-24,30.263,33.528,Sep
1985-09-25,0.028,0.254,Sep
1985-09-26,2.552,3.048,Sep
1985-09-27,13.923,15.240,Sep
1985-09-28,20.607,8.128,Sep
1985-09-29,28.272,33.782,Sep
1985-09-30,3.100,3.556,Sep
1985-10-01,9.374,10.668,Oct
1985-10-02,5.395,0.762,Oct
1985-10-03,0.813,2.794,Oct
1985-10-04,0.000,0.000,Oct
1985-10-05,0.000,0.000,Oct
1985-10-06,2.212,0.000,Oct
1985-10-07,2.430,4.318,Oct
1985-10-08,27.817,16.764,Oct
1985-10-09,7.674,16.002,Oct
1985-10-10,0.050,0.000,Oct
1985-10-11,0.818,3.556,Oct
1985-10-12,0.664,0.000,Oct
1985-10-13,0.718,0.508,Oct
1985-10-14,0.000,0.000,Oct
1985-10-15,15.377,2.286,Oct
1985-10-16,9.875,2.540,Oct
1985-10-17,0.204,0.762,Oct
1985-10-18,0.378,0.000,Oct
1985-10-19,0.000,0.000,Oct
1985-10-20,0.000,0.254,Oct
1985-10-21,1.863,0.254,Oct
1985-10-22,0.022,0.000,Oct
1985-10-23,0.134,0.000,Oct
1985-10-24,0.002,0.254,Oct
1985-10-25,1.661,0.254,Oct
1985-10-26,0.451,0.254,Oct
1985-10-27,1.144,0.254,Oct
1985-10-28,4.081,0.000,Oct
1985-10-29,0.000,0.000,Oct
1985-10-30,0.000,0.000,Oct
1985-10-31,1.769,0.254,Oct
1985-11-01,6.494,,Nov
1985-11-02,2.566,,Nov
1985-11-03,1.382,,Nov
1985-11-04,1.302,0.000,Nov
1985-11-05,0.168,0.000,Nov
1985-11-06,0.005,0.000,Nov
1985-11-07,0.000,0.000,Nov
1985-11-08,0.000,0.000,Nov
1985-11-09,0.033,0.000,Nov
1985-11-10,0.767,6.350,Nov
1985-11-11,12.260,3.302,Nov
1985-11-12,1.830,,Nov
1985-11-13,0.000,0.000,Nov
1985-11-14,3.045,0.254,Nov
1985-11-15,0.000,0.000,Nov
1985-11-16,0.011,0.000,Nov
1985-11-17,0.139,0.000,Nov
1985-11-18,0.152,0.000,Nov
1985-11-19,0.000,0.000,Nov
1985-11-20,0.000,0.000,Nov
1985-11-21,0.020,0.000,Nov
1985-11-22,0.000,0.000,Nov
1985-11-23,0.008,0.000,Nov
1985-11-24,0.000,0.000,Nov
1985-11-25,1.208,,Nov
1985-11-26,12.007,,Nov
1985-11-27,3.676,,Nov
1985-11-28,0.012,,Nov
1985-11-29,0.000,0.000,Nov
1985-11-30,0.000,0.000,Nov
1985-12-01,0.740,0.254,Dec
1985-12-02,0.000,0.000,Dec
1985-12-03,0.464,0.000,Dec
1985-12-04,6.360,,Dec
1985-12-05,23.469,,Dec
1985-12-06,3.717,2.540,Dec
1985-12-07,3.295,7.874,Dec
1985-12-08,4.337,4.826,Dec
1985-12-09,39.156,29.718,Dec
1985-12-10,21.390,6.096,Dec
1985-12-11,37.633,34.290,Dec
1985-12-12,11.462,3.302,Dec
1985-12-13,0.254,0.254,Dec
1985-12-14,4.411,1.524,Dec
1985-12-15,6.929,11.938,Dec
1985-12-16,25.231,13.462,Dec
1985-12-17,2.923,5.334,Dec
1985-12-18,34.677,16.764,Dec
1985-12-19,33.719,32.766,Dec
1985-12-20,36.571,26.670,Dec
1985-12-21,28.549,37.084,Dec
1985-12-22,45.334,42.164,Dec
1985-12-23,73.217,63.500,Dec
1985-12-24,30.004,64.770,Dec
1985-12-25,0.000,0.000,Dec
1985-12-26,0.057,0.000,Dec
1985-12-27,5.754,2.032,Dec
1985-12-28,6.068,7.112,Dec
1985-12-29,0.717,0.508,Dec
1985-12-30,1.097,4.826,Dec
1985-12-31,5.733,1.016,Dec
1986-01-01,4.936,2.286,Jan
1986-01-02,43.816,15.494,Jan
1986-01-03,37.437,74.422,Jan
1986-01-04,22.222,42.926,Jan
1986-01-05,6.444,8.636,Jan
1986-01-06,5.972,8.128,Jan
1986-01-07,3.493,1.524,Jan
1986-01-08,5.905,2.286,Jan
1986-01-09,7.388,26.670,Jan
1986-01-10,2.030,4.318,Jan
1986-01-11,15.706,4.064,Jan
1986-01-12,7.590,3.302,Jan
1986-01-13,22.583,13.462,Jan
1986-01-14,13.171,31.750,Jan
1986-01-15,5.762,2.540,Jan
1986-01-16,0.078,0.000,Jan
1986-01-17,2.063,0.254,Jan
1986-01-18,10.220,1.524,Jan
1986-01-19,1.197,5.080,Jan
1986-01-20,9.676,0.508,Jan
1986-01-21,9.076,0.254,Jan
1986-01-22,28.216,0.762,Jan
1986-01-23,5.536,1.016,Jan
1986-01-24,8.215,0.254,Jan
1986-01-25,6.947,4.064,Jan
1986-01-26,13.113,3.556,Jan
1986-01-27,5.651,0.508,Jan
1986-01-28,7.047,0.254,Jan
1986-01-29,11.510,11.430,Jan
1986-01-30,12.491,2.032,Jan
1986-01-31,17.243,16.002,Jan
1986-02-01,13.136,8.636,Feb
1986-02-02,15.864,17.018,Feb
1986-02-03,0.010,2.032,Feb
1986-02-04,0.000,0.000,Feb
1986-02-05,0.010,0.000,Feb
1986-02-06,9.060,23.114,Feb
1986-02-07,64.495,54.864,Feb
1986-02-08,19.774,12.700,Feb
1986-02-09,0.231,1.524,Feb
1986-02-10,0.347,0.000,Feb
1986-02-11,0.000,0.000,Feb
1986-02-12,0.000,0.000,Feb
1986-02-13,0.000,0.000,Feb
1986-02-14,0.000,0.000,Feb
1986-02-15,0.000,0.000,Feb
1986-02-16,0.037,0.000,Feb
1986-02-17,0.001,0.000,Feb
1986-02-18,0.006,0.000,Feb
1986-02-19,0.000,0.000,Feb
1986-02-20,2.542,3.302,Feb
1986-02-21,4.765,0.762,Feb
1986-02-22,0.124,0.508,Feb
1986-02-23,0.416,0.000,Feb
1986-02-24,3.411,0.254,Feb
1986-02-25,12.044,16.510,Feb
1986-02-26,5.636,10.668,Feb
1986-02-27,0.922,0.508,Feb
1986-02-28,4.187,12.954,Feb
1986-03-01,0.308,0.000,Mar
1986-03-02,4.082,0.762,Mar
1986-03-03,0.000,0.000,Mar
1986-03-04,0.000,0.000,Mar
1986-03-05,0.006,0.000,Mar
1986-03-06,1.529,10.414,Mar
1986-03-07,0.631,9.398,Mar
1986-03-08,0.597,11.938,Mar
1986-03-09,10.680,9.144,Mar
1986-03-10,9.792,2.032,Mar
1986-03-11,2.026,0.508,Mar
1986-03-12,4.629,1.016,Mar
1986-03-13,0.303,0.000,Mar
1986-03-14,1.218,0.254,Mar
1986-03-15,0.066,0.000,Mar
1986-03-16,0.303,0.000,Mar
1986-03-17,0.092,2.286,Mar
1986-03-18,4.326,15.748,Mar
1986-03-19,0.057,0.000,Mar
1986-03-20,5.918,0.254,Mar
1986-03-21,2.707,1.270,Mar
1986-03-22,1.126,0.000,Mar
1986-03-23,0.343,0.000,Mar
1986-03-24,0.036,0.254,Mar
1986-03-25,0.823,2.540,Mar
1986-03-26,2.194,4.826,Mar
1986-03-27,2.685,6.604,Mar
1986-03-28,7.529,10.414,Mar
1986-03-29,7.228,12.446,Mar
1986-03-30,3.765,0.254,Mar
1986-03-31,0.000,0.000,Mar
1986-04-01,0.003,0.000,Apr
1986-04-02,8.846,0.254,Apr
1986-04-03,10.773,11.430,Apr
1986-04-04,8.200,2.540,Apr
1986-04-05,9.841,6.858,Apr
1986-04-06,0.698,1.270,Apr
1986-04-07,0.590,1.016,Apr
1986-04-08,0.044,0.000,Apr
1986-04-09,2.769,0.000,Apr
1986-04-10,1.160,0.254,Apr
1986-04-11,0.000,0.000,Apr
1986-04-12,0.071,0.254,Apr
1986-04-13,0.512,0.254,Apr
1986-04-14,0.756,3.302,Apr
1986-04-15,2.781,0.254,Apr
1986-04-16,5.738,0.508,Apr
1986-04-17,4.493,1.270,Apr
1986-04-18,1.092,0.254,Apr
1986-04-19,2.057,0.254,Apr
1986-04-20,24.079,2.032,Apr
1986-04-21,0.170,3.048,Apr
1986-04-22,3.913,3.810,Apr
1986-04-23,0.371,1.270,Apr
1986-04-24,0.000,0.000,Apr
1986-04-25,0.026,0.508,Apr
1986-04-26,0.062,0.000,Apr
1986-04-27,0.227,0.000,Apr
1986-04-28,0.007,0.000,Apr
1986-04-29,0.071,0.000,Apr
1986-04-30,1.052,6.350,Apr
1986-05-01,0.000,0.000,May
1986-05-02,0.016,0.000,May
1986-05-03,7.429,4.572,May
1986-05-04,2.190,5.080,May
1986-05-05,1.425,10.414,May
1986-05-06,0.085,0.508,May
1986-05-07,0.156,3.302,May
1986-05-08,4.959,12.446,May
1986-05-09,6.456,4.318,May
1986-05-10,9.701,6.350,May
1986-05-11,4.193,0.000,May
1986-05-12,0.000,0.000,May
1986-05-13,1.686,0.254,May
1986-05-14,12.607,8.382,May
1986-05-15,11.138,3.810,May
1986-05-16,5.318,2.286,May
1986-05-17,11.458,31.750,May
1986-05-18,1.400,0.000,May
1986-05-19,0.000,0.254,May
1986-05-20,0.001,0.000,May
1986-05-21,0.002,0.000,May
1986-05-22,0.074,0.254,May
1986-05-23,0.000,0.000,May
1986-05-24,0.000,0.000,May
1986-05-25,1.831,5.588,May
1986-05-26,0.131,0.000,May
1986-05-27,2.688,9.398,May
1986-05-28,0.097,0.000,May
1986-05-29,0.454,2.540,May
1986-05-30,5.137,4.318,May
1986-05-31,8.583,2.540,May
1986-06-01,1.078,6.604,Jun
1986-06-02,10.028,7.620,Jun
1986-06-03,9.119,5.080,Jun
1986-06-04,0.001,0.254,Jun
1986-06-05,0.000,0.000,Jun
1986-06-06,0.005,0.254,Jun
1986-06-07,1.950,3.556,Jun
1986-06-08,19.547,4.064,Jun
1986-06-09,15.356,6.858,Jun
1986-06-10,4.424,1.778,Jun
1986-06-11,0.000,1.778,Jun
1986-06-12,0.000,0.000,Jun
1986-06-13,0.000,0.000,Jun
1986-06-14,0.441,0.254,Jun
1986-06-15,0.004,0.000,Jun
1986-06-16,0.000,0.000,Jun
1986-06-17,0.003,0.000,Jun
1986-06-18,0.014,0.508,Jun
1986-06-19,0.940,6.096,Jun
1986-06-20,1.086,0.762,Jun
1986-06-21,14.791,5.334,Jun
1986-06-22,10.199,21.082,Jun
1986-06-23,13.796,8.890,Jun
1986-06-24,1.828,5.588,Jun
1986-06-25,0.000,0.000,Jun
1986-06-26,0.000,0.000,Jun
1986-06-27,0.008,0.000,Jun
1986-06-28,0.000,0.254,Jun
1986-06-29,0.010,0.508,Jun
1986-06-30,0.080,0.254,Jun
1986-07-01,1.320,6.858,Jul
1986-07-02,13.993,11.684,Jul
1986-07-03,0.000,0.254,Jul
1986-07-04,0.000,1.270,Jul
1986-07-05,0.000,2.794,Jul
1986-07-06,0.645,10.160,Jul
1986-07-07,7.552,13.970,Jul
1986-07-08,1.260,1.778,Jul
1986-07-09,0.000,0.000,Jul
1986-07-10,0.000,0.000,Jul
1986-07-11,0.004,0.254,Jul
1986-07-12,8.352,19.558,Jul
1986-07-13,6.594,11.430,Jul
1986-07-14,0.000,0.000,Jul
1986-07-15,0.000,0.000,Jul
1986-07-16,1.156,0.254,Jul
1986-07-17,0.078,0.000,Jul
1986-07-18,0.045,0.000,Jul
1986-07-19,0.088,0.508,Jul
1986-07-20,1.384,4.318,Jul
1986-07-21,0.001,0.508,Jul
1986-07-22,9.337,23.368,Jul
1986-07-23,45.742,57.912,Jul
1986-07-24,5.976,7.112,Jul
1986-07-25,3.048,9.398,Jul
1986-07-26,17.498,9.906,Jul
1986-07-27,0.000,0.000,Jul
1986-07-28,0.000,0.000,Jul
1986-07-29,0.079,0.000,Jul
1986-07-30,0.065,5.080,Jul
1986-07-31,0.190,0.000,Jul
1986-08-01,0.388,0.000,Aug
1986-08-02,1.035,14.224,Aug
1986-08-03,14.743,21.336,Aug
1986-08-04,5.603,4.826,Aug
1986-08-05,4.008,5.842,Aug
1986-08-06,0.000,0.000,Aug
1986-08-07,0.118,0.000,Aug
1986-08-08,35.034,43.688,Aug
1986-08-09,8.093,13.462,Aug
1986-08-10,17.101,27.432,Aug
1986-08-11,13.333,4.318,Aug
1986-08-12,14.267,37.592,Aug
1986-08-13,8.758,0.508,Aug
1986-08-14,0.225,0.000,Aug
1986-08-15,3.894,1.270,Aug
1986-08-16,0.314,0.254,Aug
1986-08-17,0.008,0.000,Aug
1986-08-18,0.577,7.112,Aug
1986-08-19,3.669,9.652,Aug
1986-08-20,0.000,0.254,Aug
1986-08-21,0.000,0.000,Aug
1986-08-22,1.716,5.588,Aug
1986-08-23,0.295,0.254,Aug
1986-08-24,5.040,15.240,Aug
1986-08-25,32.887,20.574,Aug
1986-08-26,35.679,42.164,Aug
1986-08-27,14.432,15.494,Aug
1986-08-28,0.033,0.254,Aug
1986-08-29,0.227,2.540,Aug
1986-08-30,10.930,9.652,Aug
1986-08-31,2.065,12.192,Aug
1986-09-01,4.450,6.858,Sep
1986-09-02,20.340,13.208,Sep
1986-09-03,1.145,0.254,Sep
1986-09-04,0.000,0.000,Sep
1986-09-05,0.000,0.000,Sep
1986-09-06,0.000,0.000,Sep
1986-09-07,0.049,7.112,Sep
1986-09-08,34.042,33.782,Sep
1986-09-09,0.454,0.000,Sep
1986-09-10,0.000,0.000,Sep
1986-09-11,0.000,0.000,Sep
1986-09-12,0.000,0.000,Sep
1986-09-13,0.000,0.000,Sep
1986-09-14,0.000,0.000,Sep
1986-09-15,0.010,0.000,Sep
1986-09-16,0.157,0.000,Sep
1986-09-17,11.646,6.858,Sep
1986-09-18,1.647,1.778,Sep
1986-09-19,2.649,2.286,Sep
1986-09-20,40.903,42.926,Sep
1986-09-21,2.087,3.810,Sep
1986-09-22,0.070,0.000,Sep
1986-09-23,0.232,0.000,Sep
1986-09-24,0.000,0.000,Sep
1986-09-25,0.000,0.000,Sep
1986-09-26,0.008,0.000,Sep
1986-09-27,3.308,1.778,Sep
1986-09-28,0.357,0.254,Sep
1986-09-29,3.992,8.636,Sep
1986-09-30,6.964,14.224,Sep
1986-10-01,6.184,9.144,Oct
1986-10-02,5.741,6.096,Oct
1986-10-03,13.128,17.780,Oct
1986-10-04,28.187,23.622,Oct
1986-10-05,0.000,0.000,Oct
1986-10-06,0.000,0.000,Oct
1986-10-07,6.014,4.572,Oct
1986-10-08,4.673,25.400,Oct
1986-10-09,10.126,4.826,Oct
1986-10-10,33.101,76.200,Oct
1986-10-11,102.487,110.490,Oct
1986-10-12,14.302,13.462,Oct
1986-10-13,60.497,69.850,Oct
1986-10-14,19.923,10.668,Oct
1986-10-15,11.455,19.050,Oct
1986-10-16,3.633,0.508,Oct
1986-10-17,0.000,0.254,Oct
1986-10-18,2.282,0.508,Oct
1986-10-19,12.356,5.842,Oct
1986-10-20,8.154,7.112,Oct
1986-10-21,14.897,11.176,Oct
1986-10-22,0.201,4.064,Oct
1986-10-23,5.413,13.970,Oct
1986-10-24,0.000,0.000,Oct
1986-10-25,0.000,0.000,Oct
1986-10-26,0.000,0.000,Oct
1986-10-27,0.000,0.000,Oct
1986-10-28,0.000,0.000,Oct
1986-10-29,0.000,0.000,Oct
1986-10-30,0.000,0.000,Oct
1986-10-31,5.117,0.762,Oct
1986-11-01,35.153,17.018,Nov
1986-11-02,31.377,33.782,Nov
1986-11-03,18.749,28.194,Nov
1986-11-04,22.055,30.226,Nov
1986-11-05,3.938,13.208,Nov
1986-11-06,0.000,0.000,Nov
1986-11-07,0.001,2.032,Nov
1986-11-08,0.640,0.762,Nov
1986-11-09,22.230,3.810,Nov
1986-11-10,0.339,0.254,Nov
1986-11-11,0.883,0.000,Nov
1986-11-12,1.851,0.000,Nov
1986-11-13,2.290,9.906,Nov
1986-11-14,22.694,24.892,Nov
1986-11-15,0.001,0.000,Nov
1986-11-16,0.000,0.000,Nov
1986-11-17,0.041,0.000,Nov
1986-11-18,0.026,0.000,Nov
1986-11-19,0.780,0.254,Nov
1986-11-20,0.212,0.000,Nov
1986-11-21,10.930,3.556,Nov
1986-11-22,3.524,1.524,Nov
1986-11-23,0.792,0.762,Nov
