Time,precip_mm_ERA5_12km,CORDOVA AIRPORT,month
1975-02-22,4.527,10.668,Feb
1975-02-23,2.885,8.128,Feb
1975-02-24,7.998,8.128,Feb
1975-02-25,12.634,17.018,Feb
1975-02-26,14.961,24.130,Feb
1975-02-27,0.797,6.350,Feb
1975-02-28,0.683,0.000,Feb
1975-03-01,0.001,0.000,Mar
1975-03-02,0.000,0.000,Mar
1975-03-03,0.000,0.000,Mar
1975-03-04,0.227,0.254,Mar
1975-03-05,0.005,0.000,Mar
1975-03-06,0.000,0.000,Mar
1975-03-07,0.001,0.000,Mar
1975-03-08,0.003,0.000,Mar
1975-03-09,0.000,0.254,Mar
1975-03-10,8.166,9.906,Mar
1975-03-11,0.270,5.842,Mar
1975-03-12,1.395,2.032,Mar
1975-03-13,3.225,0.254,Mar
1975-03-14,1.168,0.254,Mar
1975-03-15,5.472,0.000,Mar
1975-03-16,0.000,0.000,Mar
1975-03-17,0.018,0.000,Mar
1975-03-18,0.000,0.000,Mar
1975-03-19,4.884,1.016,Mar
1975-03-20,4.077,7.366,Mar
1975-03-21,8.135,4.826,Mar
1975-03-22,4.929,8.636,Mar
1975-03-23,1.591,1.524,Mar
1975-03-24,4.985,0.254,Mar
1975-03-25,0.144,0.254,Mar
1975-03-26,9.689,2.032,Mar
1975-03-27,13.661,1.778,Mar
1975-03-28,8.986,9.398,Mar
1975-03-29,1.216,5.588,Mar
1975-03-30,3.023,0.254,Mar
1975-03-31,10.301,5.334,Mar
1975-04-01,13.150,0.254,Apr
1975-04-02,0.002,0.000,Apr
1975-04-03,0.000,0.000,Apr
1975-04-04,0.000,0.254,Apr
1975-04-05,26.449,4.318,Apr
1975-04-06,11.241,0.254,Apr
1975-04-07,0.291,0.254,Apr
1975-04-08,10.275,18.796,Apr
1975-04-09,26.967,25.400,Apr
1975-04-10,24.039,23.368,Apr
1975-04-11,6.319,2.286,Apr
1975-04-12,0.012,0.000,Apr
1975-04-13,0.012,0.000,Apr
1975-04-14,1.681,1.524,Apr
1975-04-15,4.919,2.794,Apr
1975-04-16,23.892,24.638,Apr
1975-04-17,32.711,25.908,Apr
1975-04-18,4.015,4.318,Apr
1975-04-19,5.039,0.254,Apr
1975-04-20,0.000,0.000,Apr
1975-04-21,0.000,0.000,Apr
1975-04-22,0.000,0.000,Apr
1975-04-23,0.000,0.000,Apr
1975-04-24,0.002,1.524,Apr
1975-04-25,15.438,28.956,Apr
1975-04-26,3.558,14.224,Apr
1975-04-27,12.435,5.080,Apr
1975-04-28,0.186,0.254,Apr
1975-04-29,23.482,13.462,Apr
1975-04-30,39.815,6.096,Apr
1975-05-01,2.616,1.270,May
1975-05-02,1.365,0.254,May
1975-05-03,8.244,7.366,May
1975-05-04,24.379,17.526,May
1975-05-05,8.590,6.096,May
1975-05-06,5.511,5.842,May
1975-05-07,6.830,0.254,May
1975-05-08,2.932,0.000,May
1975-05-09,8.569,3.556,May
1975-05-10,1.471,3.048,May
1975-05-11,5.855,5.588,May
1975-05-12,3.561,3.556,May
1975-05-13,0.147,0.000,May
1975-05-14,0.176,0.000,May
1975-05-15,6.605,4.826,May
1975-05-16,3.378,1.270,May
1975-05-17,0.552,3.302,May
1975-05-18,1.846,0.762,May
1975-05-19,0.322,6.604,May
1975-05-20,11.029,6.096,May
1975-05-21,6.138,4.318,May
1975-05-22,8.723,4.318,May
1975-05-23,0.343,0.000,May
1975-05-24,0.003,0.000,May
1975-05-25,1.096,0.000,May
1975-05-26,4.077,0.254,May
1975-05-27,10.619,11.430,May
1975-05-28,10.134,7.366,May
1975-05-29,11.023,5.334,May
1975-05-30,0.471,0.000,May
1975-05-31,0.198,0.254,May
1975-06-01,6.078,8.636,Jun
1975-06-02,3.880,8.382,Jun
1975-06-03,4.875,6.350,Jun
1975-06-04,1.971,0.762,Jun
1975-06-05,1.349,6.096,Jun
1975-06-06,8.497,11.176,Jun
1975-06-07,1.999,17.272,Jun
1975-06-08,2.010,0.254,Jun
1975-06-09,19.002,13.970,Jun
1975-06-10,14.556,5.334,Jun
1975-06-11,16.383,2.286,Jun
1975-06-12,3.391,0.254,Jun
1975-06-13,8.651,12.192,Jun
1975-06-14,1.191,4.826,Jun
1975-06-15,0.051,0.000,Jun
1975-06-16,0.014,0.508,Jun
1975-06-17,0.084,0.254,Jun
1975-06-18,0.007,0.000,Jun
1975-06-19,12.996,10.668,Jun
1975-06-20,0.063,0.508,Jun
1975-06-21,0.289,0.000,Jun
1975-06-22,6.550,9.652,Jun
1975-06-23,16.199,2.794,Jun
1975-06-24,4.717,7.620,Jun
1975-06-25,0.079,0.000,Jun
1975-06-26,0.006,1.270,Jun
1975-06-27,0.000,0.000,Jun
1975-06-28,0.035,0.000,Jun
1975-06-29,13.658,22.098,Jun
1975-06-30,26.004,23.368,Jun
1975-07-01,3.994,18.796,Jul
1975-07-02,0.066,0.000,Jul
1975-07-03,5.571,13.208,Jul
1975-07-04,11.155,10.668,Jul
1975-07-05,0.001,0.000,Jul
1975-07-06,0.000,0.254,Jul
1975-07-07,0.000,0.000,Jul
1975-07-08,0.000,0.000,Jul
1975-07-09,0.000,0.000,Jul
1975-07-10,0.000,0.000,Jul
1975-07-11,0.141,3.048,Jul
1975-07-12,3.179,3.048,Jul
1975-07-13,18.480,33.020,Jul
1975-07-14,0.002,0.000,Jul
1975-07-15,4.943,10.160,Jul
1975-07-16,13.972,0.762,Jul
1975-07-17,0.000,0.000,Jul
1975-07-18,0.000,1.016,Jul
1975-07-19,3.825,24.130,Jul
1975-07-20,1.809,2.286,Jul
1975-07-21,2.051,13.970,Jul
1975-07-22,0.088,0.000,Jul
1975-07-23,6.210,9.398,Jul
1975-07-24,5.524,4.064,Jul
1975-07-25,1.926,1.016,Jul
1975-07-26,1.545,0.000,Jul
1975-07-27,1.023,0.000,Jul
1975-07-28,0.994,0.254,Jul
1975-07-29,2.690,3.556,Jul
1975-07-30,29.430,15.494,Jul
1975-07-31,7.986,6.096,Jul
1975-08-01,2.496,0.508,Aug
1975-08-02,0.096,0.508,Aug
1975-08-03,0.000,0.000,Aug
1975-08-04,0.005,0.000,Aug
1975-08-05,0.014,0.000,Aug
1975-08-06,0.068,0.000,Aug
1975-08-07,0.032,0.254,Aug
1975-08-08,0.110,0.254,Aug
1975-08-09,0.105,0.254,Aug
1975-08-10,0.177,0.000,Aug
1975-08-11,0.496,0.254,Aug
1975-08-12,10.805,22.860,Aug
1975-08-13,29.358,7.112,Aug
1975-08-14,8.213,12.192,Aug
1975-08-15,9.867,11.176,Aug
1975-08-16,0.077,0.508,Aug
1975-08-17,5.126,1.524,Aug
1975-08-18,5.036,0.254,Aug
1975-08-19,6.862,6.096,Aug
1975-08-20,7.817,9.144,Aug
1975-08-21,0.000,0.000,Aug
1975-08-22,0.021,0.254,Aug
1975-08-23,0.095,2.540,Aug
1975-08-24,0.000,12.954,Aug
1975-08-25,0.037,0.254,Aug
1975-08-26,0.073,0.000,Aug
1975-08-27,2.386,0.000,Aug
1975-08-28,0.000,0.000,Aug
1975-08-29,0.000,0.000,Aug
1975-08-30,0.027,0.254,Aug
1975-08-31,0.828,0.762,Aug
1975-09-01,0.033,0.000,Sep
1975-09-02,4.936,2.286,Sep
1975-09-03,8.239,2.794,Sep
1975-09-04,1.621,0.254,Sep
1975-09-05,3.723,14.732,Sep
1975-09-06,13.620,14.732,Sep
1975-09-07,0.647,14.732,Sep
1975-09-08,19.859,6.350,Sep
1975-09-09,8.240,7.112,Sep
1975-09-10,26.277,32.512,Sep
1975-09-11,73.985,106.680,Sep
1975-09-12,1.979,0.508,Sep
1975-09-13,0.397,0.762,Sep
1975-09-14,0.671,13.970,Sep
1975-09-15,0.074,0.254,Sep
1975-09-16,0.664,0.762,Sep
1975-09-17,49.411,60.706,Sep
1975-09-18,38.993,17.018,Sep
1975-09-19,7.496,22.352,Sep
1975-09-20,41.543,13.716,Sep
1975-09-21,10.502,28.194,Sep
1975-09-22,1.562,0.254,Sep
1975-09-23,0.000,0.000,Sep
1975-09-24,0.758,2.540,Sep
1975-09-25,4.710,4.318,Sep
1975-09-26,9.191,3.302,Sep
1975-09-27,2.146,0.254,Sep
1975-09-28,14.142,7.620,Sep
1975-09-29,6.566,19.050,Sep
1975-09-30,0.110,38.100,Sep
1975-10-01,8.080,5.334,Oct
1975-10-02,5.613,3.556,Oct
1975-10-03,9.522,5.588,Oct
1975-10-04,1.382,0.000,Oct
1975-10-05,0.007,0.000,Oct
1975-10-06,0.000,0.000,Oct
1975-10-07,0.000,0.000,Oct
1975-10-08,0.000,0.000,Oct
1975-10-09,0.000,0.000,Oct
1975-10-10,10.586,10.160,Oct
1975-10-11,28.304,16.002,Oct
1975-10-12,18.968,40.386,Oct
1975-10-13,18.118,43.688,Oct
1975-10-14,19.241,7.620,Oct
1975-10-15,9.173,4.826,Oct
1975-10-16,8.773,2.794,Oct
1975-10-17,3.378,1.270,Oct
1975-10-18,0.085,0.000,Oct
1975-10-19,0.346,0.000,Oct
1975-10-20,0.004,0.000,Oct
1975-10-21,7.601,7.874,Oct
1975-10-22,8.623,7.112,Oct
1975-10-23,36.378,43.180,Oct
1975-10-24,3.180,0.000,Oct
1975-10-25,0.000,0.000,Oct
1975-10-26,0.072,0.000,Oct
1975-10-27,0.000,0.000,Oct
1975-10-28,0.003,0.000,Oct
1975-10-29,0.000,0.000,Oct
1975-10-30,0.000,0.000,Oct
1975-10-31,0.000,0.000,Oct
1975-11-01,0.045,0.000,Nov
1975-11-02,0.000,0.000,Nov
1975-11-03,0.101,0.762,Nov
1975-11-04,3.197,2.794,Nov
1975-11-05,1.468,2.540,Nov
1975-11-06,2.667,0.254,Nov
1975-11-07,0.000,0.000,Nov
1975-11-08,0.001,0.000,Nov
1975-11-09,7.132,10.414,Nov
1975-11-10,3.575,3.810,Nov
1975-11-11,12.191,9.652,Nov
1975-11-12,11.778,6.350,Nov
1975-11-13,14.731,4.826,Nov
1975-11-14,12.037,0.762,Nov
1975-11-15,0.000,0.000,Nov
1975-11-16,5.001,4.826,Nov
1975-11-17,5.142,0.254,Nov
1975-11-18,17.196,3.302,Nov
1975-11-19,1.566,2.286,Nov
1975-11-20,1.004,0.254,Nov
1975-11-21,3.359,1.016,Nov
1975-11-22,2.006,0.254,Nov
1975-11-23,6.347,0.254,Nov
1975-11-24,0.153,0.000,Nov
1975-11-25,0.000,0.000,Nov
1975-11-26,0.014,0.000,Nov
1975-11-27,0.000,0.000,Nov
1975-11-28,0.057,0.000,Nov
1975-11-29,0.029,0.000,Nov
1975-11-30,0.000,0.254,Nov
1975-12-01,0.360,0.000,Dec
1975-12-02,0.000,0.000,Dec
1975-12-03,0.000,0.000,Dec
1975-12-04,0.036,0.000,Dec
1975-12-05,0.592,0.000,Dec
1975-12-06,5.451,0.254,Dec
1975-12-07,0.467,0.254,Dec
1975-12-08,1.014,0.000,Dec
1975-12-09,0.000,0.000,Dec
1975-12-10,0.000,0.000,Dec
1975-12-11,4.069,0.508,Dec
1975-12-12,2.729,0.254,Dec
1975-12-13,17.435,2.540,Dec
1975-12-14,0.223,0.000,Dec
1975-12-15,5.956,3.556,Dec
1975-12-16,36.044,39.878,Dec
1975-12-17,2.332,20.828,Dec
1975-12-18,1.048,7.366,Dec
1975-12-19,27.188,80.264,Dec
1975-12-20,0.384,2.032,Dec
1975-12-21,4.760,0.508,Dec
1975-12-22,9.339,6.350,Dec
1975-12-23,8.534,6.096,Dec
1975-12-24,7.454,6.096,Dec
1975-12-25,4.284,20.320,Dec
1975-12-26,1.188,5.080,Dec
1975-12-27,8.490,21.590,Dec
1975-12-28,8.700,17.272,Dec
1975-12-29,0.232,0.254,Dec
1975-12-30,0.001,0.000,Dec
1975-12-31,18.031,3.302,Dec
1976-01-01,0.000,0.000,Jan
1976-01-02,0.000,0.000,Jan
1976-01-03,0.000,0.000,Jan
1976-01-04,0.013,0.000,Jan
1976-01-05,0.131,0.254,Jan
1976-01-06,0.005,0.000,Jan
1976-01-07,0.000,0.000,Jan
1976-01-08,0.473,0.254,Jan
1976-01-09,5.586,1.270,Jan
1976-01-10,7.324,5.080,Jan
1976-01-11,0.000,0.000,Jan
1976-01-12,0.000,0.254,Jan
1976-01-13,0.179,0.254,Jan
1976-01-14,1.675,0.000,Jan
1976-01-15,12.574,4.572,Jan
1976-01-16,11.917,10.922,Jan
1976-01-17,14.386,25.654,Jan
1976-01-18,20.685,12.700,Jan
1976-01-19,3.672,5.842,Jan
1976-01-20,22.430,22.860,Jan
1976-01-21,21.551,20.828,Jan
1976-01-22,2.336,8.382,Jan
1976-01-23,2.978,3.810,Jan
1976-01-24,3.907,0.254,Jan
1976-01-25,17.301,0.254,Jan
1976-01-26,16.972,1.524,Jan
1976-01-27,15.058,21.844,Jan
1976-01-28,5.603,12.446,Jan
1976-01-29,14.020,16.510,Jan
1976-01-30,10.463,4.318,Jan
1976-01-31,0.236,11.684,Jan
1976-02-01,0.038,2.540,Feb
1976-02-02,0.000,0.000,Feb
1976-02-03,0.257,0.000,Feb
1976-02-04,1.162,0.000,Feb
1976-02-05,11.854,15.240,Feb
1976-02-06,16.599,47.498,Feb
1976-02-07,3.090,5.080,Feb
1976-02-08,0.307,0.508,Feb
1976-02-09,1.258,3.048,Feb
1976-02-10,0.996,0.254,Feb
1976-02-11,2.293,1.016,Feb
1976-02-12,3.166,40.640,Feb
1976-02-13,3.957,4.064,Feb
1976-02-14,1.438,0.000,Feb
1976-02-15,1.417,0.000,Feb
1976-02-16,0.000,0.000,Feb
1976-02-17,0.000,0.000,Feb
1976-02-18,0.001,0.254,Feb
1976-02-19,2.615,0.254,Feb
1976-02-20,3.563,0.254,Feb
1976-02-21,0.019,2.286,Feb
1976-02-22,1.133,3.048,Feb
1976-02-23,4.594,6.096,Feb
1976-02-24,4.398,0.000,Feb
1976-02-25,0.050,0.000,Feb
1976-02-26,0.097,0.000,Feb
1976-02-27,0.000,0.000,Feb
1976-02-28,0.003,0.000,Feb
1976-02-29,0.015,0.000,Feb
1976-03-01,0.122,0.254,Mar
1976-03-02,9.704,16.764,Mar
1976-03-03,7.234,5.334,Mar
1976-03-04,32.249,23.622,Mar
1976-03-05,0.011,0.254,Mar
1976-03-06,23.009,17.018,Mar
1976-03-07,0.769,0.508,Mar
1976-03-08,2.040,0.000,Mar
1976-03-09,0.218,0.000,Mar
1976-03-10,0.603,0.254,Mar
1976-03-11,4.224,0.000,Mar
1976-03-12,0.053,0.254,Mar
1976-03-13,9.600,17.272,Mar
1976-03-14,0.490,0.254,Mar
1976-03-15,10.150,7.874,Mar
1976-03-16,7.846,1.270,Mar
1976-03-17,11.553,5.080,Mar
1976-03-18,10.839,28.702,Mar
1976-03-19,4.675,2.794,Mar
1976-03-20,0.922,0.254,Mar
1976-03-21,0.034,0.000,Mar
1976-03-22,0.552,0.254,Mar
1976-03-23,0.299,0.000,Mar
1976-03-24,0.000,0.000,Mar
1976-03-25,6.964,11.938,Mar
1976-03-26,0.029,0.254,Mar
1976-03-27,3.108,0.000,Mar
1976-03-28,3.620,6.604,Mar
1976-03-29,1.303,0.000,Mar
1976-03-30,0.000,0.000,Mar
1976-03-31,15.458,6.096,Mar
1976-04-01,24.667,10.922,Apr
1976-04-02,9.114,17.272,Apr
1976-04-03,11.912,8.636,Apr
1976-04-04,15.251,7.620,Apr
1976-04-05,4.405,5.842,Apr
1976-04-06,0.000,0.000,Apr
1976-04-07,0.030,0.000,Apr
1976-04-08,3.292,0.762,Apr
1976-04-09,30.019,34.290,Apr
1976-04-10,3.511,5.334,Apr
1976-04-11,7.293,0.254,Apr
1976-04-12,10.581,9.906,Apr
1976-04-13,11.652,6.604,Apr
1976-04-14,0.057,0.000,Apr
1976-04-15,0.000,0.000,Apr
1976-04-16,0.000,0.000,Apr
1976-04-17,0.102,0.000,Apr
1976-04-18,1.623,0.254,Apr
1976-04-19,3.887,4.064,Apr
1976-04-20,0.030,0.000,Apr
1976-04-21,0.116,0.000,Apr
1976-04-22,0.055,0.000,Apr
1976-04-23,0.110,0.000,Apr
1976-04-24,0.839,0.254,Apr
1976-04-25,11.831,26.162,Apr
1976-04-26,55.116,62.738,Apr
1976-04-27,19.958,12.954,Apr
1976-04-28,0.026,0.000,Apr
1976-04-29,0.005,0.000,Apr
1976-04-30,0.000,0.000,Apr
1976-05-01,7.198,4.826,May
1976-05-02,1.532,2.286,May
1976-05-03,15.439,6.096,May
1976-05-04,6.860,5.588,May
1976-05-05,12.690,4.826,May
1976-05-06,22.783,18.796,May
1976-05-07,23.216,24.638,May
1976-05-08,0.648,0.508,May
1976-05-09,13.517,13.208,May
1976-05-10,11.798,2.794,May
1976-05-11,16.724,6.350,May
1976-05-12,5.146,4.318,May
1976-05-13,16.101,20.828,May
1976-05-14,3.815,14.478,May
1976-05-15,6.550,19.304,May
1976-05-16,0.004,0.000,May
1976-05-17,0.000,0.000,May
1976-05-18,2.449,2.286,May
1976-05-19,13.313,2.540,May
1976-05-20,6.121,3.302,May
1976-05-21,0.052,0.000,May
1976-05-22,4.144,3.302,May
1976-05-23,5.402,1.524,May
1976-05-24,0.626,0.000,May
1976-05-25,2.004,2.032,May
1976-05-26,3.663,1.524,May
1976-05-27,10.279,3.556,May
1976-05-28,2.422,9.906,May
1976-05-29,0.011,0.000,May
1976-05-30,0.015,0.000,May
1976-05-31,0.000,0.000,May
1976-06-01,0.003,0.000,Jun
1976-06-02,0.022,0.000,Jun
1976-06-03,0.000,0.000,Jun
1976-06-04,0.000,0.762,Jun
1976-06-05,0.716,4.572,Jun
1976-06-06,11.266,14.986,Jun
1976-06-07,1.789,0.254,Jun
1976-06-08,4.685,0.254,Jun
1976-06-09,1.802,3.810,Jun
1976-06-10,0.830,8.890,Jun
1976-06-11,0.005,0.000,Jun
1976-06-12,0.383,1.016,Jun
1976-06-13,0.035,0.254,Jun
1976-06-14,0.003,0.000,Jun
1976-06-15,0.185,0.000,Jun
1976-06-16,14.588,33.020,Jun
1976-06-17,20.220,26.162,Jun
1976-06-18,0.151,6.858,Jun
1976-06-19,1.253,5.334,Jun
1976-06-20,4.461,0.254,Jun
1976-06-21,1.128,0.000,Jun
1976-06-22,0.003,0.000,Jun
1976-06-23,0.000,0.000,Jun
1976-06-24,0.000,0.000,Jun
1976-06-25,0.000,0.000,Jun
1976-06-26,0.012,0.762,Jun
1976-06-27,0.008,5.842,Jun
1976-06-28,0.000,0.254,Jun
1976-06-29,0.099,0.254,Jun
1976-06-30,0.128,2.540,Jun
1976-07-01,1.542,0.254,Jul
1976-07-02,0.403,0.000,Jul
1976-07-03,0.020,4.572,Jul
1976-07-04,0.067,0.000,Jul
1976-07-05,1.879,1.270,Jul
1976-07-06,0.000,0.000,Jul
1976-07-07,0.015,0.000,Jul
1976-07-08,0.019,0.000,Jul
1976-07-09,0.040,0.000,Jul
1976-07-10,0.641,1.778,Jul
1976-07-11,2.200,5.588,Jul
1976-07-12,0.275,0.254,Jul
1976-07-13,1.056,0.000,Jul
1976-07-14,0.129,3.048,Jul
1976-07-15,2.296,1.524,Jul
1976-07-16,8.447,8.636,Jul
1976-07-17,9.812,2.794,Jul
1976-07-18,0.045,0.000,Jul
1976-07-19,0.037,0.000,Jul
1976-07-20,0.005,0.000,Jul
1976-07-21,4.130,6.604,Jul
1976-07-22,5.642,1.524,Jul
1976-07-23,1.896,2.286,Jul
1976-07-24,0.002,0.000,Jul
1976-07-25,0.000,0.000,Jul
1976-07-26,0.065,2.794,Jul
1976-07-27,5.679,1.524,Jul
1976-07-28,0.526,0.254,Jul
1976-07-29,0.000,0.000,Jul
1976-07-30,0.000,0.000,Jul
1976-07-31,0.000,0.000,Jul
1976-08-01,0.000,0.254,Aug
1976-08-02,0.034,2.794,Aug
1976-08-03,0.005,0.000,Aug
1976-08-04,0.105,0.000,Aug
1976-08-05,0.541,6.096,Aug
1976-08-06,17.663,33.528,Aug
1976-08-07,15.772,23.622,Aug
1976-08-08,27.501,7.366,Aug
1976-08-09,1.860,4.064,Aug
1976-08-10,0.952,0.762,Aug
1976-08-11,13.295,6.604,Aug
1976-08-12,0.038,11.938,Aug
1976-08-13,0.000,0.254,Aug
1976-08-14,1.035,0.254,Aug
1976-08-15,0.019,1.778,Aug
1976-08-16,0.848,3.556,Aug
1976-08-17,4.650,9.906,Aug
1976-08-18,33.239,10.922,Aug
1976-08-19,6.834,11.684,Aug
1976-08-20,1.533,0.000,Aug
1976-08-21,0.712,0.000,Aug
1976-08-22,0.097,0.000,Aug
1976-08-23,0.083,0.000,Aug
1976-08-24,0.007,0.000,Aug
1976-08-25,1.712,0.000,Aug
1976-08-26,6.129,10.668,Aug
1976-08-27,23.874,7.874,Aug
1976-08-28,8.467,3.556,Aug
1976-08-29,12.186,3.810,Aug
1976-08-30,0.000,0.000,Aug
1976-08-31,4.369,1.778,Aug
1976-09-01,4.218,1.524,Sep
1976-09-02,0.159,0.000,Sep
1976-09-03,3.184,32.258,Sep
1976-09-04,0.604,0.254,Sep
1976-09-05,0.000,0.000,Sep
1976-09-06,1.498,1.778,Sep
1976-09-07,63.748,44.450,Sep
1976-09-08,20.726,60.960,Sep
1976-09-09,4.050,6.096,Sep
1976-09-10,0.069,0.000,Sep
1976-09-11,3.386,7.874,Sep
1976-09-12,2.846,1.778,Sep
1976-09-13,14.985,7.112,Sep
1976-09-14,54.074,75.184,Sep
1976-09-15,14.444,23.114,Sep
1976-09-16,12.265,14.986,Sep
1976-09-17,13.104,55.626,Sep
1976-09-18,67.886,60.198,Sep
1976-09-19,9.773,31.750,Sep
1976-09-20,7.255,5.080,Sep
1976-09-21,4.166,11.938,Sep
1976-09-22,5.759,13.970,Sep
1976-09-23,0.060,0.000,Sep
1976-09-24,7.353,18.288,Sep
1976-09-25,2.513,18.288,Sep
1976-09-26,1.132,4.064,Sep
1976-09-27,17.508,17.018,Sep
1976-09-28,13.940,40.894,Sep
1976-09-29,11.504,0.762,Sep
1976-09-30,11.114,3.810,Sep
1976-10-01,0.000,0.000,Oct
1976-10-02,0.000,0.000,Oct
1976-10-03,24.904,5.842,Oct
1976-10-04,13.835,17.780,Oct
1976-10-05,30.708,4.572,Oct
1976-10-06,31.294,39.116,Oct
1976-10-07,0.524,0.762,Oct
1976-10-08,0.028,0.000,Oct
1976-10-09,2.004,1.270,Oct
1976-10-10,37.509,31.242,Oct
1976-10-11,5.378,15.240,Oct
1976-10-12,1.686,1.778,Oct
1976-10-13,3.020,4.826,Oct
1976-10-14,34.518,39.878,Oct
1976-10-15,53.574,23.114,Oct
1976-10-16,50.089,44.704,Oct
1976-10-17,26.102,39.878,Oct
1976-10-18,2.314,1.270,Oct
1976-10-19,4.288,2.540,Oct
1976-10-20,17.885,17.018,Oct
1976-10-21,2.369,4.572,Oct
1976-10-22,0.000,0.000,Oct
1976-10-23,0.000,0.000,Oct
1976-10-24,3.054,1.016,Oct
1976-10-25,22.114,25.908,Oct
1976-10-26,11.655,29.972,Oct
1976-10-27,8.671,6.096,Oct
1976-10-28,15.803,14.732,Oct
1976-10-29,7.056,4.572,Oct
1976-10-30,18.301,9.144,Oct
1976-10-31,10.805,26.670,Oct
1976-11-01,7.737,9.144,Nov
1976-11-02,12.964,12.446,Nov
1976-11-03,2.935,14.478,Nov
1976-11-04,11.149,3.810,Nov
1976-11-05,6.921,12.446,Nov
1976-11-06,24.064,7.874,Nov
1976-11-07,54.559,67.310,Nov
1976-11-08,22.900,38.862,Nov
1976-11-09,35.831,42.418,Nov
1976-11-10,9.566,29.718,Nov
1976-11-11,7.815,8.128,Nov
1976-11-12,37.331,61.468,Nov
1976-11-13,5.735,8.890,Nov
1976-11-14,8.992,8.382,Nov
1976-11-15,17.900,16.002,Nov
1976-11-16,8.987,16.002,Nov
1976-11-17,0.591,0.000,Nov
1976-11-18,5.993,1.524,Nov
1976-11-19,16.802,21.336,Nov
1976-11-20,23.946,6.096,Nov
1976-11-21,14.401,18.542,Nov
1976-11-22,12.619,13.970,Nov
1976-11-23,7.766,7.366,Nov
1976-11-24,6.097,0.254,Nov
1976-11-25,0.478,1.270,Nov
1976-11-26,65.485,46.990,Nov
1976-11-27,118.573,71.628,Nov
1976-11-28,42.589,55.372,Nov
1976-11-29,31.546,57.912,Nov
1976-11-30,114.101,117.602,Nov
1976-12-01,8.324,8.382,Dec
1976-12-02,13.748,23.876,Dec
1976-12-03,2.267,8.128,Dec
1976-12-04,3.630,2.540,Dec
1976-12-05,11.366,4.064,Dec
1976-12-06,9.363,10.922,Dec
1976-12-07,0.304,2.286,Dec
1976-12-08,1.619,0.508,Dec
1976-12-09,2.351,2.794,Dec
1976-12-10,14.311,15.494,Dec
1976-12-11,35.314,32.766,Dec
1976-12-12,10.365,6.350,Dec
1976-12-13,11.296,24.130,Dec
1976-12-14,11.732,2.540,Dec
1976-12-15,15.959,15.494,Dec
1976-12-16,4.802,9.906,Dec
1976-12-17,3.328,0.254,Dec
1976-12-18,0.101,0.000,Dec
1976-12-19,17.681,17.018,Dec
1976-12-20,6.333,8.636,Dec
1976-12-21,24.067,14.224,Dec
1976-12-22,5.181,10.160,Dec
1976-12-23,0.784,0.254,Dec
1976-12-24,1.495,0.000,Dec
1976-12-25,0.085,0.254,Dec
1976-12-26,4.887,4.064,Dec
1976-12-27,12.856,19.812,Dec
1976-12-28,9.911,20.320,Dec
1976-12-29,2.936,0.762,Dec
1976-12-30,17.005,11.684,Dec
1976-12-31,4.867,2.032,Dec
1977-01-01,12.918,0.254,Jan
1977-01-02,5.801,1.778,Jan
1977-01-03,9.657,1.778,Jan
1977-01-04,70.030,68.580,Jan
1977-01-05,4.004,2.286,Jan
1977-01-06,0.034,0.000,Jan
1977-01-07,2.532,4.318,Jan
1977-01-08,13.991,4.826,Jan
1977-01-09,0.041,0.000,Jan
1977-01-10,1.519,7.620,Jan
1977-01-11,0.293,1.524,Jan
1977-01-12,0.061,0.000,Jan
1977-01-13,0.609,0.000,Jan
1977-01-14,7.653,8.382,Jan
1977-01-15,1.276,0.508,Jan
1977-01-16,8.588,8.636,Jan
1977-01-17,12.707,20.066,Jan
1977-01-18,9.976,1.270,Jan
1977-01-19,0.347,0.000,Jan
1977-01-20,12.606,4.318,Jan
1977-01-21,25.408,27.432,Jan
1977-01-22,8.163,13.208,Jan
1977-01-23,10.042,12.700,Jan
1977-01-24,59.093,51.562,Jan
1977-01-25,28.013,18.034,Jan
1977-01-26,40.263,28.194,Jan
1977-01-27,4.779,0.254,Jan
1977-01-28,0.575,4.064,Jan
1977-01-29,12.030,7.620,Jan
1977-01-30,1.143,0.254,Jan
1977-01-31,15.653,17.526,Jan
1977-02-01,44.798,60.452,Feb
1977-02-02,28.264,20.066,Feb
1977-02-03,17.889,13.716,Feb
1977-02-04,14.393,22.860,Feb
1977-02-05,15.853,3.048,Feb
1977-02-06,16.371,5.588,Feb
1977-02-07,17.501,8.128,Feb
1977-02-08,8.210,0.762,Feb
1977-02-09,10.728,13.716,Feb
1977-02-10,9.792,0.254,Feb
1977-02-11,0.007,0.000,Feb
1977-02-12,2.746,0.254,Feb
1977-02-13,9.448,1.270,Feb
1977-02-14,20.293,23.622,Feb
1977-02-15,2.048,10.668,Feb
1977-02-16,0.000,0.000,Feb
1977-02-17,0.380,0.254,Feb
1977-02-18,43.642,61.976,Feb
1977-02-19,9.480,27.940,Feb
1977-02-20,3.509,5.588,Feb
1977-02-21,17.496,9.144,Feb
1977-02-22,3.307,5.080,Feb
1977-02-23,0.182,0.000,Feb
1977-02-24,10.192,0.762,Feb
1977-02-25,0.035,0.000,Feb
1977-02-26,0.000,2.540,Feb
1977-02-27,0.000,0.254,Feb
1977-02-28,0.030,0.254,Feb
1977-03-01,5.679,0.254,Mar
1977-03-02,17.253,12.954,Mar
1977-03-03,9.039,6.858,Mar
