Time,precip_mm_ERA5_12km,FAIRBANKS INTL AP,month
1980-03-03,0.002,0.000,Mar
1980-03-04,0.008,0.000,Mar
1980-03-05,0.046,0.000,Mar
1980-03-06,0.151,0.000,Mar
1980-03-07,0.119,0.000,Mar
1980-03-08,0.895,0.508,Mar
1980-03-09,2.486,1.016,Mar
1980-03-10,1.315,1.016,Mar
1980-03-11,1.116,0.762,Mar
1980-03-12,0.398,0.254,Mar
1980-03-13,0.130,0.254,Mar
1980-03-14,0.051,0.254,Mar
1980-03-15,1.645,0.000,Mar
1980-03-16,0.128,0.000,Mar
1980-03-17,0.024,0.000,Mar
1980-03-18,0.240,0.000,Mar
1980-03-19,0.174,0.000,Mar
1980-03-20,0.136,0.000,Mar
1980-03-21,0.719,0.254,Mar
1980-03-22,0.260,0.000,Mar
1980-03-23,0.048,0.000,Mar
1980-03-24,0.000,0.000,Mar
1980-03-25,0.015,0.000,Mar
1980-03-26,0.079,0.000,Mar
1980-03-27,0.030,0.000,Mar
1980-03-28,0.014,0.000,Mar
1980-03-29,0.046,0.000,Mar
1980-03-30,0.070,0.000,Mar
1980-03-31,0.208,0.000,Mar
1980-04-01,0.018,0.000,Apr
1980-04-02,0.577,0.000,Apr
1980-04-03,0.042,0.000,Apr
1980-04-04,0.000,0.000,Apr
1980-04-05,0.000,0.000,Apr
1980-04-06,0.009,0.000,Apr
1980-04-07,0.007,0.000,Apr
1980-04-08,0.001,0.000,Apr
1980-04-09,0.001,0.000,Apr
1980-04-10,0.122,0.508,Apr
1980-04-11,0.884,0.254,Apr
1980-04-12,3.362,0.254,Apr
1980-04-13,0.048,0.000,Apr
1980-04-14,0.000,0.000,Apr
1980-04-15,0.001,0.000,Apr
1980-04-16,0.014,0.000,Apr
1980-04-17,0.653,0.000,Apr
1980-04-18,0.037,0.000,Apr
1980-04-19,0.538,0.254,Apr
1980-04-20,0.030,0.000,Apr
1980-04-21,0.036,0.000,Apr
1980-04-22,0.455,0.000,Apr
1980-04-23,0.042,0.000,Apr
1980-04-24,0.000,0.000,Apr
1980-04-25,0.001,0.000,Apr
1980-04-26,0.075,0.762,Apr
1980-04-27,0.368,1.016,Apr
1980-04-28,0.006,0.254,Apr
1980-04-29,0.315,0.000,Apr
1980-04-30,2.033,0.254,Apr
1980-05-01,1.423,0.000,May
1980-05-02,0.203,0.000,May
1980-05-03,8.874,0.254,May
1980-05-04,0.064,0.000,May
1980-05-05,0.000,0.000,May
1980-05-06,3.261,0.254,May
1980-05-07,0.037,0.254,May
1980-05-08,0.005,0.254,May
1980-05-09,0.006,0.254,May
1980-05-10,0.707,0.000,May
1980-05-11,0.220,0.000,May
1980-05-12,0.001,0.000,May
1980-05-13,0.000,0.000,May
1980-05-14,0.005,0.000,May
1980-05-15,0.001,0.000,May
1980-05-16,0.000,0.000,May
1980-05-17,1.303,0.000,May
1980-05-18,0.055,0.000,May
1980-05-19,0.250,0.254,May
1980-05-20,0.617,0.000,May
1980-05-21,1.862,0.000,May
1980-05-22,4.276,6.604,May
1980-05-23,0.815,0.000,May
1980-05-24,0.060,0.000,May
1980-05-25,0.000,0.000,May
1980-05-26,0.000,0.000,May
1980-05-27,0.082,0.000,May
1980-05-28,7.359,0.254,May
1980-05-29,0.174,0.762,May
1980-05-30,0.989,0.254,May
1980-05-31,5.131,0.254,May
1980-06-01,2.127,0.254,Jun
1980-06-02,1.045,0.508,Jun
1980-06-03,0.649,0.254,Jun
1980-06-04,0.009,0.000,Jun
1980-06-05,0.000,0.000,Jun
1980-06-06,0.004,0.000,Jun
1980-06-07,1.423,0.000,Jun
1980-06-08,0.000,0.000,Jun
1980-06-09,0.000,0.000,Jun
1980-06-10,1.319,0.000,Jun
1980-06-11,0.287,0.254,Jun
1980-06-12,0.624,0.000,Jun
1980-06-13,0.552,0.000,Jun
1980-06-14,0.000,0.000,Jun
1980-06-15,3.898,0.000,Jun
1980-06-16,0.002,0.000,Jun
1980-06-17,5.618,6.858,Jun
1980-06-18,20.880,2.286,Jun
1980-06-19,5.533,0.000,Jun
1980-06-20,3.096,0.254,Jun
1980-06-21,2.504,1.270,Jun
1980-06-22,0.943,0.254,Jun
1980-06-23,0.324,0.000,Jun
1980-06-24,0.006,0.000,Jun
1980-06-25,0.461,0.000,Jun
1980-06-26,0.385,0.000,Jun
1980-06-27,0.477,4.318,Jun
1980-06-28,7.908,1.270,Jun
1980-06-29,1.356,0.254,Jun
1980-06-30,6.032,17.526,Jun
1980-07-01,0.002,0.000,Jul
1980-07-02,0.000,0.000,Jul
1980-07-03,1.298,0.000,Jul
1980-07-04,0.008,0.254,Jul
1980-07-05,0.075,0.000,Jul
1980-07-06,7.173,0.000,Jul
1980-07-07,3.494,2.794,Jul
1980-07-08,1.435,0.254,Jul
1980-07-09,12.206,0.000,Jul
1980-07-10,0.025,0.762,Jul
1980-07-11,0.710,0.254,Jul
1980-07-12,1.191,0.762,Jul
1980-07-13,7.539,1.016,Jul
1980-07-14,0.261,0.254,Jul
1980-07-15,11.507,2.286,Jul
1980-07-16,10.450,0.762,Jul
1980-07-17,0.000,0.000,Jul
1980-07-18,0.000,0.000,Jul
1980-07-19,0.624,1.778,Jul
1980-07-20,0.001,0.000,Jul
1980-07-21,0.000,0.000,Jul
1980-07-22,7.503,0.254,Jul
1980-07-23,0.133,0.000,Jul
1980-07-24,0.617,1.270,Jul
1980-07-25,9.230,6.096,Jul
1980-07-26,1.819,0.254,Jul
1980-07-27,16.404,13.462,Jul
1980-07-28,2.349,2.286,Jul
1980-07-29,3.886,0.254,Jul
1980-07-30,0.418,0.000,Jul
1980-07-31,0.042,0.508,Jul
1980-08-01,0.078,3.302,Aug
1980-08-02,0.387,0.000,Aug
1980-08-03,1.159,1.524,Aug
1980-08-04,0.189,0.762,Aug
1980-08-05,0.096,0.000,Aug
1980-08-06,0.545,0.000,Aug
1980-08-07,2.088,0.762,Aug
1980-08-08,0.243,0.254,Aug
1980-08-09,0.001,0.000,Aug
1980-08-10,0.008,0.000,Aug
1980-08-11,0.000,0.000,Aug
1980-08-12,0.000,3.048,Aug
1980-08-13,5.755,2.286,Aug
1980-08-14,0.061,1.524,Aug
1980-08-15,0.226,0.000,Aug
1980-08-16,6.357,7.112,Aug
1980-08-17,4.846,3.302,Aug
1980-08-18,3.137,4.064,Aug
1980-08-19,3.220,0.762,Aug
1980-08-20,3.006,0.254,Aug
1980-08-21,1.508,2.540,Aug
1980-08-22,0.000,5.080,Aug
1980-08-23,0.000,0.000,Aug
1980-08-24,0.000,0.000,Aug
1980-08-25,0.847,0.254,Aug
1980-08-26,0.601,0.762,Aug
1980-08-27,0.006,1.270,Aug
1980-08-28,0.287,0.508,Aug
1980-08-29,2.623,3.556,Aug
1980-08-30,0.000,0.000,Aug
1980-08-31,0.594,0.254,Aug
1980-09-01,3.646,2.286,Sep
1980-09-02,0.478,4.064,Sep
1980-09-03,0.005,2.032,Sep
1980-09-04,0.379,0.508,Sep
1980-09-05,2.596,0.254,Sep
1980-09-06,0.000,0.000,Sep
1980-09-07,0.000,0.000,Sep
1980-09-08,0.000,0.000,Sep
1980-09-09,0.000,0.000,Sep
1980-09-10,0.830,1.016,Sep
1980-09-11,0.027,0.000,Sep
1980-09-12,0.035,0.000,Sep
1980-09-13,5.634,0.000,Sep
1980-09-14,2.360,6.350,Sep
1980-09-15,1.513,1.524,Sep
1980-09-16,0.013,0.000,Sep
1980-09-17,0.004,0.000,Sep
1980-09-18,0.708,0.508,Sep
1980-09-19,1.570,0.508,Sep
1980-09-20,0.139,0.254,Sep
1980-09-21,0.000,0.000,Sep
1980-09-22,0.003,0.000,Sep
1980-09-23,0.078,0.254,Sep
1980-09-24,0.004,0.000,Sep
1980-09-25,0.000,0.000,Sep
1980-09-26,0.020,0.000,Sep
1980-09-27,0.169,0.000,Sep
1980-09-28,0.007,0.000,Sep
1980-09-29,0.000,0.000,Sep
1980-09-30,1.195,0.000,Sep
1980-10-01,0.181,0.000,Oct
1980-10-02,0.739,0.000,Oct
1980-10-03,0.284,0.254,Oct
1980-10-04,0.986,0.762,Oct
1980-10-05,0.601,0.254,Oct
1980-10-06,0.512,0.000,Oct
1980-10-07,1.142,0.508,Oct
1980-10-08,6.756,1.778,Oct
1980-10-09,0.483,0.762,Oct
1980-10-10,2.901,0.254,Oct
1980-10-11,0.256,0.254,Oct
1980-10-12,0.000,0.254,Oct
1980-10-13,0.000,0.254,Oct
1980-10-14,0.427,0.254,Oct
1980-10-15,5.966,0.254,Oct
1980-10-16,0.006,0.508,Oct
1980-10-17,0.006,0.000,Oct
1980-10-18,0.033,0.000,Oct
1980-10-19,0.040,0.000,Oct
1980-10-20,0.007,0.000,Oct
1980-10-21,0.011,0.000,Oct
1980-10-22,0.000,0.000,Oct
1980-10-23,0.053,0.000,Oct
1980-10-24,0.119,0.000,Oct
1980-10-25,0.029,0.000,Oct
1980-10-26,0.057,0.000,Oct
1980-10-27,0.000,0.000,Oct
1980-10-28,0.746,2.286,Oct
1980-10-29,2.066,2.540,Oct
1980-10-30,0.083,0.254,Oct
1980-10-31,0.000,0.000,Oct
1980-11-01,0.000,0.254,Nov
1980-11-02,0.000,0.000,Nov
1980-11-03,0.092,0.254,Nov
1980-11-04,1.154,0.254,Nov
1980-11-05,1.150,0.254,Nov
1980-11-06,0.323,3.048,Nov
1980-11-07,2.780,2.032,Nov
1980-11-08,1.128,1.524,Nov
1980-11-09,0.023,0.254,Nov
1980-11-10,0.000,0.000,Nov
1980-11-11,0.000,0.000,Nov
1980-11-12,0.051,0.000,Nov
1980-11-13,0.010,0.000,Nov
1980-11-14,0.849,0.000,Nov
1980-11-15,0.039,0.000,Nov
1980-11-16,2.376,2.540,Nov
1980-11-17,0.874,0.254,Nov
1980-11-18,0.001,0.254,Nov
1980-11-19,0.000,0.000,Nov
1980-11-20,1.339,0.254,Nov
1980-11-21,0.798,1.778,Nov
1980-11-22,0.005,0.000,Nov
1980-11-23,0.002,0.000,Nov
1980-11-24,0.039,0.000,Nov
1980-11-25,0.027,0.000,Nov
1980-11-26,0.001,0.000,Nov
1980-11-27,0.961,3.810,Nov
1980-11-28,1.221,1.016,Nov
1980-11-29,0.468,1.016,Nov
1980-11-30,0.001,0.000,Nov
1980-12-01,0.000,0.000,Dec
1980-12-02,0.000,0.000,Dec
1980-12-03,0.002,0.762,Dec
1980-12-04,0.819,1.016,Dec
1980-12-05,0.340,0.508,Dec
1980-12-06,0.088,0.254,Dec
1980-12-07,0.000,0.254,Dec
1980-12-08,0.000,0.000,Dec
1980-12-09,0.000,0.000,Dec
1980-12-10,0.015,0.000,Dec
1980-12-11,0.021,0.000,Dec
1980-12-12,0.004,0.000,Dec
1980-12-13,2.556,4.318,Dec
1980-12-14,0.572,1.270,Dec
1980-12-15,0.162,0.254,Dec
1980-12-16,0.150,0.254,Dec
1980-12-17,0.000,0.000,Dec
1980-12-18,0.000,0.000,Dec
1980-12-19,0.000,0.000,Dec
1980-12-20,0.000,0.000,Dec
1980-12-21,0.000,0.000,Dec
1980-12-22,0.000,0.000,Dec
1980-12-23,0.000,0.000,Dec
1980-12-24,0.000,0.000,Dec
1980-12-25,0.000,0.000,Dec
1980-12-26,0.000,0.000,Dec
1980-12-27,0.000,0.000,Dec
1980-12-28,0.000,0.000,Dec
1980-12-29,0.000,0.000,Dec
1980-12-30,0.000,0.000,Dec
1980-12-31,2.060,0.254,Dec
1981-01-01,0.300,0.000,Jan
1981-01-02,0.951,0.000,Jan
1981-01-03,0.097,0.254,Jan
1981-01-04,0.012,0.000,Jan
1981-01-05,0.018,0.254,Jan
1981-01-06,0.008,0.000,Jan
1981-01-07,0.544,0.000,Jan
1981-01-08,0.100,0.000,Jan
1981-01-09,0.001,0.000,Jan
1981-01-10,0.008,0.000,Jan
1981-01-11,0.001,0.000,Jan
1981-01-12,0.066,0.000,Jan
1981-01-13,0.387,0.000,Jan
1981-01-14,2.173,0.000,Jan
1981-01-15,0.169,0.000,Jan
1981-01-16,0.244,0.000,Jan
1981-01-17,0.023,0.000,Jan
1981-01-18,0.434,0.000,Jan
1981-01-19,2.640,0.254,Jan
1981-01-20,0.007,0.000,Jan
1981-01-21,0.508,1.778,Jan
1981-01-22,0.062,0.254,Jan
1981-01-23,0.212,0.000,Jan
1981-01-24,0.470,0.000,Jan
1981-01-25,0.000,0.000,Jan
1981-01-26,0.037,2.540,Jan
1981-01-27,0.360,3.048,Jan
1981-01-28,0.169,0.254,Jan
1981-01-29,0.001,0.000,Jan
1981-01-30,0.870,0.000,Jan
1981-01-31,0.284,0.254,Jan
1981-02-01,0.320,0.000,Feb
1981-02-02,0.317,0.000,Feb
1981-02-03,0.118,0.000,Feb
1981-02-04,1.443,2.794,Feb
1981-02-05,0.201,0.000,Feb
1981-02-06,4.256,5.080,Feb
1981-02-07,0.132,0.254,Feb
1981-02-08,0.007,0.000,Feb
1981-02-09,3.298,3.048,Feb
1981-02-10,11.475,7.874,Feb
1981-02-11,0.306,0.254,Feb
1981-02-12,0.000,0.000,Feb
1981-02-13,0.010,0.000,Feb
1981-02-14,0.006,0.254,Feb
1981-02-15,0.067,0.254,Feb
1981-02-16,0.156,0.254,Feb
1981-02-17,0.030,0.254,Feb
1981-02-18,0.000,0.000,Feb
1981-02-19,0.006,0.000,Feb
1981-02-20,0.029,0.254,Feb
1981-02-21,0.742,0.508,Feb
1981-02-22,0.113,0.000,Feb
1981-02-23,0.078,0.254,Feb
1981-02-24,0.099,0.254,Feb
1981-02-25,0.243,0.000,Feb
1981-02-26,0.125,0.000,Feb
1981-02-27,0.145,0.000,Feb
1981-02-28,0.031,0.000,Feb
1981-03-01,0.036,0.000,Mar
1981-03-02,0.776,0.254,Mar
1981-03-03,0.947,1.016,Mar
1981-03-04,0.126,0.254,Mar
1981-03-05,0.009,0.000,Mar
1981-03-06,0.009,0.000,Mar
1981-03-07,0.000,0.000,Mar
1981-03-08,0.000,0.000,Mar
1981-03-09,0.074,0.000,Mar
1981-03-10,0.118,0.000,Mar
1981-03-11,0.069,0.000,Mar
1981-03-12,0.003,0.000,Mar
1981-03-13,0.006,0.000,Mar
1981-03-14,0.029,0.000,Mar
1981-03-15,0.078,0.000,Mar
1981-03-16,0.140,0.000,Mar
1981-03-17,0.001,0.000,Mar
1981-03-18,0.128,0.000,Mar
1981-03-19,0.513,0.254,Mar
1981-03-20,0.135,0.000,Mar
1981-03-21,0.030,0.000,Mar
1981-03-22,0.000,0.000,Mar
1981-03-23,0.011,0.000,Mar
1981-03-24,1.786,0.000,Mar
1981-03-25,0.093,0.000,Mar
1981-03-26,0.097,0.000,Mar
1981-03-27,0.643,0.000,Mar
1981-03-28,0.105,0.000,Mar
1981-03-29,0.000,0.000,Mar
1981-03-30,0.033,0.254,Mar
1981-03-31,1.496,0.762,Mar
1981-04-01,0.164,0.254,Apr
1981-04-02,0.250,0.254,Apr
1981-04-03,0.204,0.254,Apr
1981-04-04,0.262,0.254,Apr
1981-04-05,0.666,0.254,Apr
1981-04-06,0.040,0.000,Apr
1981-04-07,0.007,0.254,Apr
1981-04-08,6.601,3.556,Apr
1981-04-09,0.000,0.000,Apr
1981-04-10,0.003,0.000,Apr
1981-04-11,0.000,0.000,Apr
1981-04-12,0.000,0.000,Apr
1981-04-13,0.000,0.000,Apr
1981-04-14,0.000,0.000,Apr
1981-04-15,0.000,0.000,Apr
1981-04-16,0.000,0.000,Apr
1981-04-17,0.000,0.000,Apr
1981-04-18,0.000,0.000,Apr
1981-04-19,0.021,0.000,Apr
1981-04-20,0.062,0.000,Apr
1981-04-21,0.002,0.000,Apr
1981-04-22,3.973,0.000,Apr
1981-04-23,0.001,0.254,Apr
1981-04-24,0.003,0.000,Apr
1981-04-25,0.035,0.254,Apr
1981-04-26,0.241,3.048,Apr
1981-04-27,0.007,0.000,Apr
1981-04-28,1.735,1.270,Apr
1981-04-29,0.208,0.254,Apr
1981-04-30,0.299,0.254,Apr
1981-05-01,0.209,0.508,May
1981-05-02,0.125,0.000,May
1981-05-03,0.082,0.000,May
1981-05-04,0.012,0.000,May
1981-05-05,0.000,0.000,May
1981-05-06,0.000,0.000,May
1981-05-07,0.000,0.000,May
1981-05-08,0.000,0.000,May
1981-05-09,0.003,0.254,May
1981-05-10,2.336,0.508,May
1981-05-11,1.551,0.254,May
1981-05-12,0.000,0.000,May
1981-05-13,0.000,0.000,May
1981-05-14,0.001,0.000,May
1981-05-15,2.153,0.000,May
1981-05-16,0.167,0.000,May
1981-05-17,0.213,0.254,May
1981-05-18,0.854,0.000,May
1981-05-19,0.348,0.000,May
1981-05-20,0.073,0.254,May
1981-05-21,0.232,0.000,May
1981-05-22,0.006,0.000,May
1981-05-23,1.637,0.000,May
1981-05-24,0.002,0.000,May
1981-05-25,14.514,0.254,May
1981-05-26,0.198,0.000,May
1981-05-27,1.859,0.000,May
1981-05-28,9.021,5.588,May
1981-05-29,0.012,0.254,May
1981-05-30,1.117,0.254,May
1981-05-31,10.166,11.430,May
1981-06-01,5.411,1.016,Jun
1981-06-02,0.020,0.254,Jun
1981-06-03,0.742,0.254,Jun
1981-06-04,0.664,0.254,Jun
1981-06-05,0.007,1.016,Jun
1981-06-06,0.082,1.270,Jun
1981-06-07,0.001,0.000,Jun
1981-06-08,8.437,3.556,Jun
1981-06-09,1.610,0.000,Jun
1981-06-10,1.853,0.000,Jun
1981-06-11,1.153,0.254,Jun
1981-06-12,1.612,0.254,Jun
1981-06-13,0.000,0.254,Jun
1981-06-14,14.454,0.000,Jun
1981-06-15,0.920,0.254,Jun
1981-06-16,0.000,0.000,Jun
1981-06-17,0.000,0.000,Jun
1981-06-18,0.246,0.000,Jun
1981-06-19,0.000,0.000,Jun
1981-06-20,0.004,0.254,Jun
1981-06-21,0.757,0.508,Jun
1981-06-22,0.738,0.000,Jun
1981-06-23,0.000,0.000,Jun
1981-06-24,0.000,0.254,Jun
1981-06-25,9.506,3.302,Jun
1981-06-26,1.853,1.016,Jun
1981-06-27,17.007,32.258,Jun
1981-06-28,0.071,2.286,Jun
1981-06-29,6.590,1.016,Jun
1981-06-30,2.342,0.762,Jun
1981-07-01,1.048,0.254,Jul
1981-07-02,0.416,0.000,Jul
1981-07-03,0.000,0.000,Jul
1981-07-04,0.771,2.032,Jul
1981-07-05,13.497,7.874,Jul
1981-07-06,0.378,0.254,Jul
1981-07-07,3.895,3.556,Jul
1981-07-08,2.086,13.716,Jul
1981-07-09,4.058,0.254,Jul
1981-07-10,4.022,2.032,Jul
1981-07-11,6.378,5.842,Jul
1981-07-12,0.000,0.000,Jul
1981-07-13,0.168,0.508,Jul
1981-07-14,2.387,0.254,Jul
1981-07-15,3.756,0.254,Jul
1981-07-16,1.146,0.254,Jul
1981-07-17,11.273,3.302,Jul
1981-07-18,6.073,0.254,Jul
1981-07-19,2.612,0.254,Jul
1981-07-20,3.482,3.048,Jul
1981-07-21,0.689,2.032,Jul
1981-07-22,10.536,6.858,Jul
1981-07-23,6.690,0.000,Jul
1981-07-24,4.489,1.016,Jul
1981-07-25,5.305,0.762,Jul
1981-07-26,2.827,0.254,Jul
1981-07-27,0.634,0.000,Jul
1981-07-28,2.566,1.778,Jul
1981-07-29,2.414,2.794,Jul
1981-07-30,0.423,0.762,Jul
1981-07-31,2.727,2.286,Jul
1981-08-01,18.354,4.064,Aug
1981-08-02,5.640,1.016,Aug
1981-08-03,0.000,0.000,Aug
1981-08-04,0.000,0.000,Aug
1981-08-05,0.016,0.000,Aug
1981-08-06,0.517,0.000,Aug
1981-08-07,0.046,0.000,Aug
1981-08-08,8.839,0.508,Aug
1981-08-09,1.056,0.762,Aug
1981-08-10,1.702,1.270,Aug
1981-08-11,0.186,0.254,Aug
1981-08-12,1.773,0.254,Aug
1981-08-13,3.026,1.270,Aug
1981-08-14,3.826,2.794,Aug
1981-08-15,2.232,6.350,Aug
1981-08-16,0.152,0.508,Aug
1981-08-17,0.000,0.000,Aug
1981-08-18,0.000,0.254,Aug
1981-08-19,2.081,1.016,Aug
1981-08-20,1.313,4.572,Aug
1981-08-21,1.950,9.652,Aug
1981-08-22,2.105,0.254,Aug
1981-08-23,0.000,0.000,Aug
1981-08-24,0.000,0.000,Aug
1981-08-25,0.000,0.000,Aug
1981-08-26,0.000,0.000,Aug
1981-08-27,0.000,0.000,Aug
1981-08-28,0.000,0.000,Aug
1981-08-29,0.000,0.000,Aug
1981-08-30,0.093,0.254,Aug
1981-08-31,0.000,0.000,Aug
1981-09-01,0.000,0.000,Sep
1981-09-02,0.000,0.000,Sep
1981-09-03,1.316,0.000,Sep
1981-09-04,4.084,0.254,Sep
1981-09-05,0.401,0.000,Sep
1981-09-06,0.027,0.254,Sep
1981-09-07,1.195,0.000,Sep
1981-09-08,1.806,0.000,Sep
1981-09-09,0.027,0.254,Sep
1981-09-10,12.277,3.048,Sep
1981-09-11,0.771,3.302,Sep
1981-09-12,0.002,0.254,Sep
1981-09-13,0.000,0.000,Sep
1981-09-14,0.000,0.000,Sep
1981-09-15,1.441,0.508,Sep
1981-09-16,0.045,0.000,Sep
1981-09-17,2.595,0.254,Sep
1981-09-18,3.645,0.254,Sep
1981-09-19,9.262,3.810,Sep
1981-09-20,1.633,3.556,Sep
1981-09-21,0.895,1.016,Sep
1981-09-22,0.002,0.254,Sep
1981-09-23,4.881,2.032,Sep
1981-09-24,0.172,1.016,Sep
1981-09-25,0.554,0.000,Sep
1981-09-26,0.039,1.270,Sep
1981-09-27,0.035,0.254,Sep
1981-09-28,0.137,0.254,Sep
1981-09-29,0.000,0.000,Sep
1981-09-30,0.010,0.000,Sep
1981-10-01,2.870,0.254,Oct
1981-10-02,0.003,0.254,Oct
1981-10-03,1.228,4.826,Oct
1981-10-04,5.755,1.270,Oct
1981-10-05,0.022,0.254,Oct
1981-10-06,0.023,0.254,Oct
1981-10-07,0.155,0.254,Oct
1981-10-08,3.231,2.032,Oct
1981-10-09,0.715,0.254,Oct
1981-10-10,1.851,1.016,Oct
1981-10-11,0.199,0.000,Oct
1981-10-12,0.058,0.254,Oct
1981-10-13,0.810,2.286,Oct
1981-10-14,0.128,0.000,Oct
1981-10-15,0.036,0.000,Oct
1981-10-16,0.063,0.254,Oct
1981-10-17,0.073,0.000,Oct
1981-10-18,0.331,0.000,Oct
1981-10-19,0.000,0.000,Oct
1981-10-20,0.000,0.000,Oct
1981-10-21,2.746,0.254,Oct
1981-10-22,1.096,1.016,Oct
1981-10-23,5.248,4.572,Oct
1981-10-24,1.776,2.540,Oct
1981-10-25,5.271,0.254,Oct
1981-10-26,0.041,1.270,Oct
1981-10-27,0.019,1.524,Oct
1981-10-28,0.000,0.000,Oct
1981-10-29,0.004,0.254,Oct
1981-10-30,0.004,0.000,Oct
1981-10-31,0.327,0.508,Oct
1981-11-01,0.001,0.000,Nov
1981-11-02,0.068,0.000,Nov
1981-11-03,0.186,0.254,Nov
1981-11-04,2.065,2.794,Nov
1981-11-05,0.994,0.508,Nov
1981-11-06,0.134,0.254,Nov
1981-11-07,0.134,0.000,Nov
1981-11-08,0.000,0.000,Nov
1981-11-09,0.000,0.000,Nov
1981-11-10,0.797,0.254,Nov
1981-11-11,0.712,1.016,Nov
1981-11-12,0.018,0.000,Nov
1981-11-13,2.588,2.794,Nov
1981-11-14,1.942,2.540,Nov
1981-11-15,0.452,0.508,Nov
1981-11-16,0.001,0.762,Nov
1981-11-17,0.101,0.254,Nov
1981-11-18,0.000,0.000,Nov
1981-11-19,0.000,0.000,Nov
1981-11-20,0.002,0.000,Nov
1981-11-21,0.000,0.000,Nov
1981-11-22,0.000,0.000,Nov
1981-11-23,0.766,1.016,Nov
1981-11-24,0.641,2.286,Nov
1981-11-25,0.678,1.270,Nov
1981-11-26,3.705,3.810,Nov
1981-11-27,0.298,0.254,Nov
1981-11-28,1.667,3.556,Nov
1981-11-29,2.123,0.254,Nov
1981-11-30,0.009,0.000,Nov
1981-12-01,0.507,0.254,Dec
1981-12-02,0.198,0.254,Dec
1981-12-03,1.254,2.286,Dec
1981-12-04,1.139,0.508,Dec
1981-12-05,1.671,2.286,Dec
1981-12-06,1.018,1.016,Dec
1981-12-07,0.334,0.254,Dec
1981-12-08,0.001,0.000,Dec
1981-12-09,0.535,0.508,Dec
1981-12-10,3.380,2.286,Dec
1981-12-11,0.858,0.508,Dec
1981-12-12,1.590,0.254,Dec
1981-12-13,0.007,0.000,Dec
1981-12-14,0.002,0.000,Dec
1981-12-15,0.034,0.000,Dec
1981-12-16,0.093,0.000,Dec
1981-12-17,0.053,0.000,Dec
1981-12-18,0.035,0.000,Dec
1981-12-19,0.530,0.254,Dec
1981-12-20,0.420,1.270,Dec
1981-12-21,0.297,0.762,Dec
1981-12-22,0.018,0.000,Dec
1981-12-23,0.002,0.000,Dec
1981-12-24,0.183,0.762,Dec
1981-12-25,1.416,1.016,Dec
1981-12-26,0.546,0.254,Dec
1981-12-27,0.000,0.000,Dec
1981-12-28,0.000,0.000,Dec
1981-12-29,0.000,0.000,Dec
1981-12-30,0.028,0.254,Dec
1981-12-31,0.108,0.762,Dec
1982-01-01,0.057,0.508,Jan
1982-01-02,0.100,1.270,Jan
1982-01-03,0.475,0.508,Jan
1982-01-04,3.916,5.080,Jan
1982-01-05,0.897,0.762,Jan
1982-01-06,0.087,0.000,Jan
1982-01-07,0.000,0.000,Jan
1982-01-08,0.000,0.000,Jan
