time,longitude,latitude,v10
1980-01-04 08:00:00,210.0,61.25,-0.3355292933395376
1980-01-04 09:00:00,210.0,61.25,0.3767389361487604
1980-01-04 10:00:00,210.0,61.25,-0.29157319353484423
1980-01-04 11:00:00,210.0,61.25,-0.826222897281728
1980-01-04 12:00:00,210.0,61.25,-1.2926957931682708
1980-01-04 13:00:00,210.0,61.25,-1.2460485035796165
1980-01-04 14:00:00,210.0,61.25,-1.2334896179211325
1980-01-04 15:00:00,210.0,61.25,-1.3151223747012777
1980-01-04 16:00:00,210.0,61.25,-1.5600206450417127
1980-01-04 17:00:00,210.0,61.25,-1.4559613067285608
1980-01-04 18:00:00,210.0,61.25,-1.3151223747012777
1980-01-04 19:00:00,210.0,61.25,-1.4756966984776068
1980-01-04 20:00:00,210.0,61.25,-1.4487848006379986
1980-01-04 21:00:00,210.0,61.25,-1.548358822644549
1980-01-04 22:00:00,210.0,61.25,-1.4550642434672405
1980-01-04 23:00:00,210.0,61.25,-1.6667711731388255
1980-01-05 00:00:00,210.0,61.25,-1.3501078418927683
1980-01-05 01:00:00,210.0,61.25,-1.564505961348314
1980-01-05 02:00:00,210.0,61.25,-1.8255513703925141
1980-01-05 03:00:00,210.0,61.25,-2.1045380446631192
1980-01-05 04:00:00,210.0,61.25,-2.2884360132337758
1980-01-05 05:00:00,210.0,61.25,-2.265112368439449
1980-01-05 06:00:00,210.0,61.25,-2.3898041617629664
1980-01-05 07:00:00,210.0,61.25,-2.3718628965365616
1980-01-05 08:00:00,210.0,61.25,-2.4597750961459486
1980-01-05 09:00:00,210.0,61.25,-2.4983488163827197
1980-01-05 10:00:00,210.0,61.25,-2.639187748410003
1980-01-05 11:00:00,210.0,61.25,-2.535128410096851
1980-01-05 12:00:00,210.0,61.25,-2.2785683173592526
1980-01-05 13:00:00,210.0,61.25,-2.9406010042136153
1980-01-05 14:00:00,210.0,61.25,-2.3880100352403257
1980-01-05 15:00:00,210.0,61.25,-2.258832925610206
1980-01-05 16:00:00,210.0,61.25,-2.282156570404534
1980-01-05 17:00:00,210.0,61.25,-2.1637442199102574
1980-01-05 18:00:00,210.0,61.25,-1.6999625138076755
1980-01-05 19:00:00,210.0,61.25,-1.3052546788267547
1980-01-05 20:00:00,210.0,61.25,-1.0262680045561492
1980-01-05 21:00:00,210.0,61.25,-0.8298111503270091
1980-01-05 22:00:00,210.0,61.25,-0.8190463911911658
1980-01-05 23:00:00,210.0,61.25,-1.0047384862844626
1980-01-06 00:00:00,210.0,61.25,-0.9392528682080825
1980-01-06 01:00:00,210.0,61.25,-0.983208968012776
1980-01-06 02:00:00,210.0,61.25,-1.1832540752871972
1980-01-06 03:00:00,210.0,61.25,-1.0164003086816262
1980-01-06 04:00:00,210.0,61.25,-0.7876491770449561
1980-01-06 05:00:00,210.0,61.25,-0.7338253813657396
1980-01-06 06:00:00,210.0,61.25,-0.8908114520967878
1980-01-06 07:00:00,210.0,61.25,-1.0235768147721884
1980-01-06 08:00:00,210.0,61.25,-1.0199885617269073
1980-01-06 09:00:00,210.0,61.25,-0.885429072528866
1980-01-06 10:00:00,210.0,61.25,-0.7948256831355183
1980-01-06 11:00:00,210.0,61.25,-1.280136907509787
1980-01-06 12:00:00,210.0,61.25,-1.6649770466161848
1980-01-06 13:00:00,210.0,61.25,-1.450578927160639
1980-01-06 14:00:00,210.0,61.25,-1.5286234308955031
1980-01-06 15:00:00,210.0,61.25,-1.6990654505463552
1980-01-06 16:00:00,210.0,61.25,-1.7923600297236637
1980-01-06 17:00:00,210.0,61.25,-1.7044478301142767
1980-01-06 18:00:00,210.0,61.25,-1.8336249397443962
1980-01-06 19:00:00,210.0,61.25,-1.939478404580189
1980-01-06 20:00:00,210.0,61.25,-1.9645961758971564
1980-01-06 21:00:00,210.0,61.25,-1.8955223047754954
1980-01-06 22:00:00,210.0,61.25,-1.9053900006500182
1980-01-06 23:00:00,210.0,61.25,-1.9654932391584767
1980-01-07 00:00:00,210.0,61.25,-2.033670047018818
1980-01-07 01:00:00,210.0,61.25,-1.6631829200935442
1980-01-07 02:00:00,210.0,61.25,-1.678432995535989
1980-01-07 03:00:00,210.0,61.25,-1.4460936108540376
1980-01-07 04:00:00,210.0,61.25,-1.09444481241649
1980-01-07 05:00:00,210.0,61.25,-0.8540318583826565
1980-01-07 06:00:00,210.0,61.25,-0.8988850214486701
1980-01-07 07:00:00,210.0,61.25,-1.0011502332391815
1980-01-07 08:00:00,210.0,61.25,-0.9347675519014811
1980-01-07 09:00:00,210.0,61.25,-0.6378396124044703
1980-01-07 10:00:00,210.0,61.25,-0.34719111573670125
1980-01-07 11:00:00,210.0,61.25,-0.38755896249611366
1980-01-07 12:00:00,210.0,61.25,-0.5328832108299981
1980-01-07 13:00:00,210.0,61.25,-0.16060195738208416
1980-01-07 14:00:00,210.0,61.25,-0.3597500013951851
1980-01-07 15:00:00,210.0,61.25,-0.5373685271365994
1980-01-07 16:00:00,210.0,61.25,-0.3059262057159686
1980-01-07 17:00:00,210.0,61.25,-0.15970489412076383
1980-01-07 18:00:00,210.0,61.25,-0.45035339078853287
1980-01-07 19:00:00,210.0,61.25,-0.41716205011968266
1980-01-07 20:00:00,210.0,61.25,-0.411779670551761
1980-01-07 21:00:00,210.0,61.25,-0.6064423982582606
1980-01-07 22:00:00,210.0,61.25,-0.9446352477760043
1980-01-07 23:00:00,210.0,61.25,-1.2272101750918907
1980-01-08 00:00:00,210.0,61.25,-1.3178135644852385
1980-01-08 01:00:00,210.0,61.25,-1.3151223747012777
1980-01-08 02:00:00,210.0,61.25,-1.433534725195554
1980-01-08 03:00:00,210.0,61.25,-1.4290494088889525
1980-01-08 04:00:00,210.0,61.25,-1.1617245570155106
1980-01-08 05:00:00,210.0,61.25,-0.9751353986608935
1980-01-08 06:00:00,210.0,61.25,-0.6181042206554243
1980-01-08 07:00:00,210.0,61.25,-0.21621987958394118
1980-01-08 08:00:00,210.0,61.25,0.33637108938934807
1980-01-08 09:00:00,210.0,61.25,0.40813615029497
1980-01-08 10:00:00,210.0,61.25,-0.15701370433680306
1980-01-08 11:00:00,210.0,61.25,0.10403170470739692
1980-01-08 12:00:00,210.0,61.25,0.21167929606582989
1980-01-08 13:00:00,210.0,61.25,0.8468000850805844
1980-01-08 14:00:00,210.0,61.25,0.73466717741555
1980-01-08 15:00:00,210.0,61.25,0.5857546760363844
1980-01-08 16:00:00,210.0,61.25,0.6019018147401494
1980-01-08 17:00:00,210.0,61.25,0.08429631295835088
1980-01-08 18:00:00,210.0,61.25,-0.2431317774235494
1980-01-08 19:00:00,210.0,61.25,-0.6566779408921961
1980-01-08 20:00:00,210.0,61.25,-0.688972218299726
1980-01-08 21:00:00,210.0,61.25,-0.3642353177017865
1980-01-08 22:00:00,210.0,61.25,-0.7867521137836357
1980-01-08 23:00:00,210.0,61.25,-1.143783291789105
1980-01-09 00:00:00,210.0,61.25,-1.3770197397323767
1980-01-09 01:00:00,210.0,61.25,-1.2200336690013285
1980-01-09 02:00:00,210.0,61.25,-0.9616794497410894
1980-01-09 03:00:00,210.0,61.25,-0.8961938316647093
1980-01-09 04:00:00,210.0,61.25,-0.7140899896166937
1980-01-09 05:00:00,210.0,61.25,-0.5615892351922469
1980-01-09 06:00:00,210.0,61.25,-0.2063521837094181
1980-01-09 07:00:00,210.0,61.25,0.34803291178651163
1980-01-09 08:00:00,210.0,61.25,0.5400044497090504
1980-01-09 09:00:00,210.0,61.25,0.7436378100287528
1980-01-09 10:00:00,210.0,61.25,0.5570486516741356
1980-01-09 11:00:00,210.0,61.25,0.19463509410074467
1980-01-09 12:00:00,210.0,61.25,0.786696846572126
1980-01-09 13:00:00,210.0,61.25,1.2486844261520673
1980-01-09 14:00:00,210.0,61.25,1.3984939907925533
1980-01-09 15:00:00,210.0,61.25,1.6765836018018385
1980-01-09 16:00:00,210.0,61.25,1.5653477573981245
1980-01-09 17:00:00,210.0,61.25,1.0369774964804828
1980-01-09 18:00:00,210.0,61.25,0.9158739562022455
1980-01-09 19:00:00,210.0,61.25,0.8674325400909507
1980-01-09 20:00:00,210.0,61.25,1.0324921801738811
1980-01-09 21:00:00,210.0,61.25,1.0638893943200909
1980-01-09 22:00:00,210.0,61.25,1.4164352560189588
1980-01-09 23:00:00,210.0,61.25,0.9221533990314874
1980-01-10 00:00:00,210.0,61.25,0.14978193103473092
1980-01-10 01:00:00,210.0,61.25,0.01970775814329112
1980-01-10 02:00:00,210.0,61.25,-0.8638995542571795
1980-01-10 03:00:00,210.0,61.25,-3.1549991236691612
1980-01-10 04:00:00,210.0,61.25,-4.990390556330443
1980-01-10 05:00:00,210.0,61.25,-6.1359403410364335
1980-01-10 06:00:00,210.0,61.25,-6.457088988589092
1980-01-10 07:00:00,210.0,61.25,-7.2581664809480975
1980-01-10 08:00:00,210.0,61.25,-8.058346910045783
1980-01-10 09:00:00,210.0,61.25,-8.497907908092717
1980-01-10 10:00:00,210.0,61.25,-8.929395336787769
1980-01-10 11:00:00,210.0,61.25,-8.730247292774669
1980-01-10 12:00:00,210.0,61.25,-8.60376137292851
1980-01-10 13:00:00,210.0,61.25,-8.712306027548262
1980-01-10 14:00:00,210.0,61.25,-8.828924251519899
1980-01-10 15:00:00,210.0,61.25,-8.73652673560391
1980-01-10 16:00:00,210.0,61.25,-8.456642998071985
1980-01-10 17:00:00,210.0,61.25,-8.170479817710817
1980-01-10 18:00:00,210.0,61.25,-7.835875221238354
1980-01-10 19:00:00,210.0,61.25,-7.576623938716795
1980-01-10 20:00:00,210.0,61.25,-7.198960305700959
1980-01-10 21:00:00,210.0,61.25,-6.671487108044637
1980-01-10 22:00:00,210.0,61.25,-6.740560979166299
1980-01-10 23:00:00,210.0,61.25,-6.2902352219835205
1980-01-11 00:00:00,210.0,61.25,-6.0148368007581965
1980-01-11 01:00:00,210.0,61.25,-5.719702987783826
1980-01-11 02:00:00,210.0,61.25,-5.395863150447207
1980-01-11 03:00:00,210.0,61.25,-5.042420225487019
1980-01-11 04:00:00,210.0,61.25,-4.770610057306976
1980-01-11 05:00:00,210.0,61.25,-4.570564950032554
1980-01-11 06:00:00,210.0,61.25,-4.46022616889016
1980-01-11 07:00:00,210.0,61.25,-4.4028141201656625
1980-01-11 08:00:00,210.0,61.25,-4.192901317016719
1980-01-11 09:00:00,210.0,61.25,-3.9506942364602446
1980-01-11 10:00:00,210.0,61.25,-4.326563742953439
1980-01-11 11:00:00,210.0,61.25,-4.36065214688361
1980-01-11 12:00:00,210.0,61.25,-4.5293000400118215
1980-01-11 13:00:00,210.0,61.25,-4.545447178715587
1980-01-11 14:00:00,210.0,61.25,-4.732933400331524
1980-01-11 15:00:00,210.0,61.25,-4.849551624303159
1980-01-11 16:00:00,210.0,61.25,-5.01371420112477
1980-01-11 17:00:00,210.0,61.25,-5.2281123205803155
1980-01-11 18:00:00,210.0,61.25,-5.422775048286815
1980-01-11 19:00:00,210.0,61.25,-5.624614282083877
1980-01-11 20:00:00,210.0,61.25,-5.7555855182366376
1980-01-11 21:00:00,210.0,61.25,-5.7887768589054875
1980-01-11 22:00:00,210.0,61.25,-6.328808942220292
1980-01-11 23:00:00,210.0,61.25,-6.5261628597107535
1980-01-12 00:00:00,210.0,61.25,-6.816811356378522
1980-01-12 01:00:00,210.0,61.25,-7.112842232614213
1980-01-12 02:00:00,210.0,61.25,-7.227666330063208
1980-01-12 03:00:00,210.0,61.25,-7.301225517491471
1980-01-12 04:00:00,210.0,61.25,-7.353255186648046
1980-01-12 05:00:00,210.0,61.25,-7.338005111205602
1980-01-12 06:00:00,210.0,61.25,-7.288666631832987
1980-01-12 07:00:00,210.0,61.25,-7.306607897059392
1980-01-12 08:00:00,210.0,61.25,-7.386446527316896
1980-01-12 09:00:00,210.0,61.25,-7.377475894703694
1980-01-12 10:00:00,210.0,61.25,-8.032332075467494
1980-01-12 11:00:00,210.0,61.25,-8.360657229110714
1980-01-12 12:00:00,210.0,61.25,-8.24314194187776
1980-01-12 13:00:00,210.0,61.25,-8.110376579202358
1980-01-12 14:00:00,210.0,61.25,-7.9731259002203565
1980-01-12 15:00:00,210.0,61.25,-7.961464077823193
1980-01-12 16:00:00,210.0,61.25,-8.000934861321285
1980-01-12 17:00:00,210.0,61.25,-8.140876730087248
1980-01-12 18:00:00,210.0,61.25,-8.256597890797563
1980-01-12 19:00:00,210.0,61.25,-8.287098041682452
1980-01-12 20:00:00,210.0,61.25,-7.9399345595515065
1980-01-12 21:00:00,210.0,61.25,-7.436682069950832
1980-01-12 22:00:00,210.0,61.25,-7.687859783120508
1980-01-12 23:00:00,210.0,61.25,-6.586266098219212
1980-01-13 00:00:00,210.0,61.25,-5.852468350459227
1980-01-13 01:00:00,210.0,61.25,-5.347421734335912
1980-01-13 02:00:00,210.0,61.25,-4.836992738644676
1980-01-13 03:00:00,210.0,61.25,-4.377696348848695
1980-01-13 04:00:00,210.0,61.25,-3.987473830174376
1980-01-13 05:00:00,210.0,61.25,-3.8430466451018113
1980-01-13 06:00:00,210.0,61.25,-3.4797360242671003
1980-01-13 07:00:00,210.0,61.25,-3.2348377539266657
1980-01-13 08:00:00,210.0,61.25,-3.1881904643380112
1980-01-13 09:00:00,210.0,61.25,-3.0051895590286755
1980-01-13 10:00:00,210.0,61.25,-3.0204396344711197
1980-01-13 11:00:00,210.0,61.25,-3.250984892630431
1980-01-13 12:00:00,210.0,61.25,-3.1801168949861287
1980-01-13 13:00:00,210.0,61.25,-2.9675129020532234
1980-01-13 14:00:00,210.0,61.25,-3.111940087125788
1980-01-13 15:00:00,210.0,61.25,-3.1639697562823637
1980-01-13 16:00:00,210.0,61.25,-3.265337904811555
1980-01-13 17:00:00,210.0,61.25,-3.3568383574662226
1980-01-13 18:00:00,210.0,61.25,-3.537148072991598
1980-01-13 19:00:00,210.0,61.25,-3.656457486747194
1980-01-13 20:00:00,210.0,61.25,-3.8789291755546227
1980-01-13 21:00:00,210.0,61.25,-4.092430231748848
1980-01-13 22:00:00,210.0,61.25,-4.707815629014556
1980-01-13 23:00:00,210.0,61.25,-4.615418113098568
1980-01-14 00:00:00,210.0,61.25,-4.677315478129667
1980-01-14 01:00:00,210.0,61.25,-4.608241607008006
1980-01-14 02:00:00,210.0,61.25,-4.734727526854164
1980-01-14 03:00:00,210.0,61.25,-4.821742663202231
1980-01-14 04:00:00,210.0,61.25,-5.034346656135137
1980-01-14 05:00:00,210.0,61.25,-5.133023614880367
1980-01-14 06:00:00,210.0,61.25,-5.095346957904915
1980-01-14 07:00:00,210.0,61.25,-4.856728130393722
1980-01-14 08:00:00,210.0,61.25,-4.7436981594673675
1980-01-14 09:00:00,210.0,61.25,-4.667447782255144
1980-01-14 10:00:00,210.0,61.25,-4.157018786563907
1980-01-14 11:00:00,210.0,61.25,-4.10140086436205
1980-01-14 12:00:00,210.0,61.25,-3.97042962820929
1980-01-14 13:00:00,210.0,61.25,-3.595457184977416
1980-01-14 14:00:00,210.0,61.25,-3.5434275158208397
1980-01-14 15:00:00,210.0,61.25,-3.5604717177859255
1980-01-14 16:00:00,210.0,61.25,-3.779355153548072
1980-01-14 17:00:00,210.0,61.25,-3.8565025940216158
1980-01-14 18:00:00,210.0,61.25,-4.117548003065815
1980-01-14 19:00:00,210.0,61.25,-4.135489268292221
1980-01-14 20:00:00,210.0,61.25,-3.9067381366555507
1980-01-14 21:00:00,210.0,61.25,-3.449235873382211
1980-01-14 22:00:00,210.0,61.25,-3.4061768368388377
1980-01-14 23:00:00,210.0,61.25,-3.1523079338852
1980-01-15 00:00:00,210.0,61.25,-3.0993812014673043
1980-01-15 01:00:00,210.0,61.25,-3.4232210388039235
1980-01-15 02:00:00,210.0,61.25,-3.9515912997215645
1980-01-15 03:00:00,210.0,61.25,-4.205460202675202
1980-01-15 04:00:00,210.0,61.25,-4.208151392459163
1980-01-15 05:00:00,210.0,61.25,-4.706021502491915
1980-01-15 06:00:00,210.0,61.25,-5.3492158608585525
1980-01-15 07:00:00,210.0,61.25,-5.083685135507752
1980-01-15 08:00:00,210.0,61.25,-4.58940327852028
1980-01-15 09:00:00,210.0,61.25,-4.543653052192946
1980-01-15 10:00:00,210.0,61.25,-4.225195594424249
1980-01-15 11:00:00,210.0,61.25,-3.733604927220738
1980-01-15 12:00:00,210.0,61.25,-3.0060866222899953
1980-01-15 13:00:00,210.0,61.25,-2.7253058214967494
1980-01-15 14:00:00,210.0,61.25,-2.5701138772883416
1980-01-15 15:00:00,210.0,61.25,-2.264215305178128
1980-01-15 16:00:00,210.0,61.25,-2.243582850167762
1980-01-15 17:00:00,210.0,61.25,-2.3557157578327965
1980-01-15 18:00:00,210.0,61.25,-2.5979228383892705
1980-01-15 19:00:00,210.0,61.25,-2.6302171157968006
1980-01-15 20:00:00,210.0,61.25,-2.6104817240477542
1980-01-15 21:00:00,210.0,61.25,-2.5925404588213485
1980-01-15 22:00:00,210.0,61.25,-2.5162900816091254
1980-01-15 23:00:00,210.0,61.25,-2.4651574757138697
1980-01-16 00:00:00,210.0,61.25,-2.4768192981110335
1980-01-16 01:00:00,210.0,61.25,-2.3602010741393977
1980-01-16 02:00:00,210.0,61.25,-2.0327729837574973
1980-01-16 03:00:00,210.0,61.25,-1.7223890953406824
1980-01-16 04:00:00,210.0,61.25,-1.4129022701851877
1980-01-16 05:00:00,210.0,61.25,-1.0962389389391307
1980-01-16 06:00:00,210.0,61.25,-0.6925604713450071
1980-01-16 07:00:00,210.0,61.25,-0.3310439770329363
1980-01-16 08:00:00,210.0,61.25,0.04751671924421963
1980-01-16 09:00:00,210.0,61.25,0.3202239506855831
1980-01-16 10:00:00,210.0,61.25,0.6395784717156009
1980-01-16 11:00:00,210.0,61.25,0.4529893133609838
1980-01-16 12:00:00,210.0,61.25,0.07353155382250759
1980-01-16 13:00:00,210.0,61.25,0.15516431060265257
1980-01-16 14:00:00,210.0,61.25,0.47631295815531094
1980-01-16 15:00:00,210.0,61.25,0.9571388662229782
1980-01-16 16:00:00,210.0,61.25,1.3034052850926043
1980-01-16 17:00:00,210.0,61.25,1.5276711004226728
1980-01-16 18:00:00,210.0,61.25,1.961849718901686
1980-01-16 19:00:00,210.0,61.25,2.6732208851286634
1980-01-16 20:00:00,210.0,61.25,2.879545435232327
1980-01-16 21:00:00,210.0,61.25,2.873265992403085
1980-01-16 22:00:00,210.0,61.25,2.250704089046814
1980-01-16 23:00:00,210.0,61.25,1.9196877456196328
1980-01-17 00:00:00,210.0,61.25,1.8622756968951353
1980-01-17 01:00:00,210.0,61.25,1.6541570202688316
1980-01-17 02:00:00,210.0,61.25,1.2657286281171527
1980-01-17 03:00:00,210.0,61.25,0.9679036253588215
1980-01-17 04:00:00,210.0,61.25,0.4224891624760944
1980-01-17 05:00:00,210.0,61.25,0.29510617936861544
1980-01-17 06:00:00,210.0,61.25,0.1829732717035811
1980-01-17 07:00:00,210.0,61.25,-0.18123441239245042
1980-01-17 08:00:00,210.0,61.25,-0.9374587416854421
1980-01-17 09:00:00,210.0,61.25,-1.0406210167372736
1980-01-17 10:00:00,210.0,61.25,-0.1498371982462408
1980-01-17 11:00:00,210.0,61.25,0.4189009094308133
1980-01-17 12:00:00,210.0,61.25,1.3608173338171017
1980-01-17 13:00:00,210.0,61.25,1.6263480591679031
1980-01-17 14:00:00,210.0,61.25,1.0764482799785746
1980-01-17 15:00:00,210.0,61.25,0.048413782505539904
1980-01-17 16:00:00,210.0,61.25,-0.9302822355948799
1980-01-17 17:00:00,210.0,61.25,-1.6712564894454267
1980-01-17 18:00:00,210.0,61.25,-2.0202140980990135
1980-01-17 19:00:00,210.0,61.25,-2.2624211786554875
1980-01-17 20:00:00,210.0,61.25,-2.20411206666967
1980-01-17 21:00:00,210.0,61.25,-2.0910820957433156
1980-01-17 22:00:00,210.0,61.25,-2.0650672611650274
1980-01-17 23:00:00,210.0,61.25,-2.1511853342517737
1980-01-18 00:00:00,210.0,61.25,-2.0928762222659554
1980-01-18 01:00:00,210.0,61.25,-1.8964193680368158
1980-01-18 02:00:00,210.0,61.25,-1.2424602505343354
1980-01-18 03:00:00,210.0,61.25,-0.3444999259527405
1980-01-18 04:00:00,210.0,61.25,1.4047734336217952
1980-01-18 05:00:00,210.0,61.25,1.7008043098574859
1980-01-18 06:00:00,210.0,61.25,1.9196877456196328
1980-01-18 07:00:00,210.0,61.25,1.6810689181084397
1980-01-18 08:00:00,210.0,61.25,1.7878194462055526
1980-01-18 09:00:00,210.0,61.25,1.4119499397123574
1980-01-18 10:00:00,210.0,61.25,-0.4593240234017356
1980-01-18 11:00:00,210.0,61.25,1.1464192143615561
1980-01-18 12:00:00,210.0,61.25,1.5124210249802281
1980-01-18 13:00:00,210.0,61.25,0.29151792632333434
1980-01-18 14:00:00,210.0,61.25,-1.0863712430646075
1980-01-18 15:00:00,210.0,61.25,-0.13548418606511642
1980-01-18 16:00:00,210.0,61.25,1.4173323192802791
1980-01-18 17:00:00,210.0,61.25,2.675912074912625
1980-01-18 18:00:00,210.0,61.25,2.9226044717757
1980-01-18 19:00:00,210.0,61.25,2.3233662132137565
1980-01-18 20:00:00,210.0,61.25,2.39961659042598
1980-01-18 21:00:00,210.0,61.25,2.784456729532378
1980-01-18 22:00:00,210.0,61.25,2.520720130704217
1980-01-18 23:00:00,210.0,61.25,2.361939933450528
1980-01-19 00:00:00,210.0,61.25,1.9600555923790453
1980-01-19 01:00:00,210.0,61.25,1.2450961731067864
1980-01-19 02:00:00,210.0,61.25,0.5767840434231817
1980-01-19 03:00:00,210.0,61.25,-0.28888200375088335
1980-01-19 04:00:00,210.0,61.25,-1.9484490371933914
1980-01-19 05:00:00,210.0,61.25,-2.0982586018338774
1980-01-19 06:00:00,210.0,61.25,-2.1305528792414075
1980-01-19 07:00:00,210.0,61.25,-2.908306726806085
1980-01-19 08:00:00,210.0,61.25,-3.629545588907586
1980-01-19 09:00:00,210.0,61.25,-3.5820012360576117
1980-01-19 10:00:00,210.0,61.25,-3.41425040619072
1980-01-19 11:00:00,210.0,61.25,-2.049817185722582
1980-01-19 12:00:00,210.0,61.25,-1.6228150733341318
1980-01-19 13:00:00,210.0,61.25,-1.6667711731388255
1980-01-19 14:00:00,210.0,61.25,-0.5409567801818805
1980-01-19 15:00:00,210.0,61.25,-0.06282206189817419
1980-01-19 16:00:00,210.0,61.25,0.048413782505539904
1980-01-19 17:00:00,210.0,61.25,0.5489750823222532
1980-01-19 18:00:00,210.0,61.25,1.045051065832365
1980-01-19 19:00:00,210.0,61.25,1.1849929345983279
1980-01-19 20:00:00,210.0,61.25,1.5949508450216934
1980-01-19 21:00:00,210.0,61.25,2.2614688481826573
1980-01-19 22:00:00,210.0,61.25,1.9573644025950845
1980-01-19 23:00:00,210.0,61.25,1.8326726092715662
1980-01-20 00:00:00,210.0,61.25,0.711343532621223
1980-01-20 01:00:00,210.0,61.25,-0.44945632752721254
