Time,precip_mm_ERA5_12km,JUNEAU AIRPORT,month
1998-01-18,0.486,0.000,Jan
1998-01-19,0.837,0.000,Jan
1998-01-20,1.428,10.922,Jan
1998-01-21,1.257,2.032,Jan
1998-01-22,2.551,0.000,Jan
1998-01-23,5.976,0.762,Jan
1998-01-24,4.962,1.778,Jan
1998-01-25,6.908,2.540,Jan
1998-01-26,7.494,5.588,Jan
1998-01-27,15.366,9.144,Jan
1998-01-28,16.102,1.270,Jan
1998-01-29,11.202,10.668,Jan
1998-01-30,4.053,4.318,Jan
1998-01-31,9.944,2.286,Jan
1998-02-01,1.217,0.000,Feb
1998-02-02,0.195,0.000,Feb
1998-02-03,0.216,0.254,Feb
1998-02-04,0.000,0.000,Feb
1998-02-05,0.000,0.000,Feb
1998-02-06,0.000,0.000,Feb
1998-02-07,1.190,0.000,Feb
1998-02-08,2.126,0.000,Feb
1998-02-09,3.106,2.540,Feb
1998-02-10,1.633,0.254,Feb
1998-02-11,1.804,1.524,Feb
1998-02-12,7.002,5.080,Feb
1998-02-13,26.257,12.954,Feb
1998-02-14,6.664,1.524,Feb
1998-02-15,2.819,0.508,Feb
1998-02-16,1.606,0.762,Feb
1998-02-17,0.076,0.000,Feb
1998-02-18,0.249,0.000,Feb
1998-02-19,16.354,6.350,Feb
1998-02-20,4.921,2.286,Feb
1998-02-21,2.327,1.270,Feb
1998-02-22,6.576,0.508,Feb
1998-02-23,6.479,3.048,Feb
1998-02-24,11.538,9.144,Feb
1998-02-25,0.047,0.508,Feb
1998-02-26,2.160,0.254,Feb
1998-02-27,0.008,0.000,Feb
1998-02-28,0.102,0.000,Feb
1998-03-01,0.119,0.254,Mar
1998-03-02,0.033,0.000,Mar
1998-03-03,0.000,0.000,Mar
1998-03-04,0.000,0.000,Mar
1998-03-05,0.000,0.000,Mar
1998-03-06,0.000,0.000,Mar
1998-03-07,0.000,0.000,Mar
1998-03-08,0.000,0.000,Mar
1998-03-09,1.674,1.016,Mar
1998-03-10,4.592,3.556,Mar
1998-03-11,13.292,3.556,Mar
1998-03-12,1.327,0.762,Mar
1998-03-13,2.615,2.540,Mar
1998-03-14,5.769,2.794,Mar
1998-03-15,3.126,10.668,Mar
1998-03-16,0.170,2.794,Mar
1998-03-17,0.352,1.524,Mar
1998-03-18,3.112,2.540,Mar
1998-03-19,0.000,0.254,Mar
1998-03-20,0.000,0.000,Mar
1998-03-21,0.000,0.000,Mar
1998-03-22,0.000,0.000,Mar
1998-03-23,0.000,0.000,Mar
1998-03-24,2.579,1.778,Mar
1998-03-25,12.171,4.826,Mar
1998-03-26,5.757,11.176,Mar
1998-03-27,0.076,0.000,Mar
1998-03-28,7.434,7.112,Mar
1998-03-29,35.120,29.972,Mar
1998-03-30,4.685,1.524,Mar
1998-03-31,0.318,6.096,Mar
1998-04-01,8.974,6.604,Apr
1998-04-02,0.186,0.254,Apr
1998-04-03,0.048,0.000,Apr
1998-04-04,1.000,0.000,Apr
1998-04-05,0.365,1.270,Apr
1998-04-06,7.565,5.842,Apr
1998-04-07,15.511,1.270,Apr
1998-04-08,2.154,0.762,Apr
1998-04-09,0.000,0.254,Apr
1998-04-10,0.000,0.000,Apr
1998-04-11,0.001,0.254,Apr
1998-04-12,0.006,0.000,Apr
1998-04-13,0.011,0.762,Apr
1998-04-14,0.417,0.254,Apr
1998-04-15,1.063,2.540,Apr
1998-04-16,5.190,2.794,Apr
1998-04-17,6.822,11.176,Apr
1998-04-18,8.920,5.588,Apr
1998-04-19,5.157,15.748,Apr
1998-04-20,0.077,0.254,Apr
1998-04-21,0.749,4.318,Apr
1998-04-22,0.000,0.000,Apr
1998-04-23,1.131,2.286,Apr
1998-04-24,3.902,3.556,Apr
1998-04-25,3.294,4.318,Apr
1998-04-26,17.188,7.874,Apr
1998-04-27,2.131,0.762,Apr
1998-04-28,0.075,0.762,Apr
1998-04-29,0.388,0.508,Apr
1998-04-30,0.004,0.254,Apr
1998-05-01,0.002,0.254,May
1998-05-02,0.107,1.016,May
1998-05-03,0.012,0.254,May
1998-05-04,1.843,1.524,May
1998-05-05,3.553,1.524,May
1998-05-06,7.259,9.398,May
1998-05-07,4.836,8.890,May
1998-05-08,1.321,0.508,May
1998-05-09,0.000,0.000,May
1998-05-10,9.606,4.826,May
1998-05-11,2.303,4.064,May
1998-05-12,0.000,0.254,May
1998-05-13,0.003,0.000,May
1998-05-14,0.008,0.000,May
1998-05-15,0.000,0.000,May
1998-05-16,0.402,0.254,May
1998-05-17,0.010,0.000,May
1998-05-18,0.212,0.762,May
1998-05-19,1.587,2.540,May
1998-05-20,8.472,7.112,May
1998-05-21,1.172,4.318,May
1998-05-22,5.150,5.334,May
1998-05-23,0.042,0.000,May
1998-05-24,3.834,1.778,May
1998-05-25,11.186,0.762,May
1998-05-26,0.000,0.000,May
1998-05-27,0.000,0.000,May
1998-05-28,0.000,0.000,May
1998-05-29,0.006,0.000,May
1998-05-30,0.170,0.508,May
1998-05-31,0.741,0.762,May
1998-06-01,0.000,0.000,Jun
1998-06-02,0.018,0.000,Jun
1998-06-03,0.002,0.000,Jun
1998-06-04,0.009,0.000,Jun
1998-06-05,0.009,0.000,Jun
1998-06-06,0.249,0.000,Jun
1998-06-07,0.051,0.000,Jun
1998-06-08,13.154,13.970,Jun
1998-06-09,2.702,0.508,Jun
1998-06-10,0.125,1.524,Jun
1998-06-11,0.055,1.524,Jun
1998-06-12,0.572,0.508,Jun
1998-06-13,3.467,8.128,Jun
1998-06-14,9.284,14.478,Jun
1998-06-15,2.704,3.302,Jun
1998-06-16,0.012,0.000,Jun
1998-06-17,0.016,0.000,Jun
1998-06-18,0.000,0.000,Jun
1998-06-19,0.000,0.000,Jun
1998-06-20,0.033,0.000,Jun
1998-06-21,8.517,11.430,Jun
1998-06-22,0.543,1.524,Jun
1998-06-23,3.404,6.604,Jun
1998-06-24,0.005,0.000,Jun
1998-06-25,0.000,0.254,Jun
1998-06-26,0.000,0.000,Jun
1998-06-27,0.137,0.000,Jun
1998-06-28,0.000,0.000,Jun
1998-06-29,0.000,0.000,Jun
1998-06-30,0.394,0.000,Jun
1998-07-01,0.000,0.000,Jul
1998-07-02,0.000,0.000,Jul
1998-07-03,0.008,0.000,Jul
1998-07-04,0.000,0.000,Jul
1998-07-05,3.287,8.890,Jul
1998-07-06,12.577,24.892,Jul
1998-07-07,2.446,8.890,Jul
1998-07-08,0.183,1.524,Jul
1998-07-09,0.048,1.270,Jul
1998-07-10,3.827,4.826,Jul
1998-07-11,4.734,11.430,Jul
1998-07-12,0.000,0.508,Jul
1998-07-13,2.499,2.286,Jul
1998-07-14,2.066,3.810,Jul
1998-07-15,8.960,3.302,Jul
1998-07-16,6.415,4.318,Jul
1998-07-17,5.467,5.334,Jul
1998-07-18,0.067,0.254,Jul
1998-07-19,2.566,0.254,Jul
1998-07-20,0.000,0.254,Jul
1998-07-21,5.970,29.718,Jul
1998-07-22,7.941,1.016,Jul
1998-07-23,9.784,2.286,Jul
1998-07-24,15.272,8.890,Jul
1998-07-25,5.512,1.524,Jul
1998-07-26,0.297,0.254,Jul
1998-07-27,0.000,0.000,Jul
1998-07-28,0.004,0.000,Jul
1998-07-29,0.000,0.000,Jul
1998-07-30,0.000,0.000,Jul
1998-07-31,4.203,0.762,Jul
1998-08-01,0.206,1.270,Aug
1998-08-02,0.000,0.000,Aug
1998-08-03,0.000,0.000,Aug
1998-08-04,0.000,0.000,Aug
1998-08-05,0.000,0.000,Aug
1998-08-06,4.726,4.064,Aug
1998-08-07,40.107,23.876,Aug
1998-08-08,7.222,10.160,Aug
1998-08-09,21.162,9.398,Aug
1998-08-10,14.676,6.096,Aug
1998-08-11,0.008,0.000,Aug
1998-08-12,0.009,0.000,Aug
1998-08-13,4.499,1.016,Aug
1998-08-14,5.591,0.254,Aug
1998-08-15,5.750,0.254,Aug
1998-08-16,0.916,2.794,Aug
1998-08-17,25.396,1.524,Aug
1998-08-18,0.197,0.762,Aug
1998-08-19,0.000,0.000,Aug
1998-08-20,0.000,0.000,Aug
1998-08-21,7.114,3.048,Aug
1998-08-22,10.282,6.604,Aug
1998-08-23,2.399,4.826,Aug
1998-08-24,9.568,17.526,Aug
1998-08-25,5.380,4.064,Aug
1998-08-26,11.611,9.144,Aug
1998-08-27,5.691,16.002,Aug
1998-08-28,13.647,1.270,Aug
1998-08-29,4.390,7.366,Aug
1998-08-30,0.159,1.016,Aug
1998-08-31,36.030,40.640,Aug
1998-09-01,1.156,3.810,Sep
1998-09-02,24.076,17.272,Sep
1998-09-03,19.042,10.160,Sep
1998-09-04,1.544,0.254,Sep
1998-09-05,0.114,0.254,Sep
1998-09-06,6.844,7.366,Sep
1998-09-07,9.705,13.716,Sep
1998-09-08,4.026,2.794,Sep
1998-09-09,0.000,0.000,Sep
1998-09-10,4.433,10.414,Sep
1998-09-11,23.107,11.684,Sep
1998-09-12,12.570,6.350,Sep
1998-09-13,2.896,17.780,Sep
1998-09-14,1.283,0.762,Sep
1998-09-15,0.002,0.508,Sep
1998-09-16,0.000,0.000,Sep
1998-09-17,0.000,0.000,Sep
1998-09-18,0.000,0.000,Sep
1998-09-19,0.090,0.254,Sep
1998-09-20,7.116,1.016,Sep
1998-09-21,0.006,0.508,Sep
1998-09-22,0.687,0.000,Sep
1998-09-23,2.110,8.382,Sep
1998-09-24,6.772,6.858,Sep
1998-09-25,1.192,2.286,Sep
1998-09-26,1.596,3.048,Sep
1998-09-27,0.009,3.556,Sep
1998-09-28,0.000,0.508,Sep
1998-09-29,5.967,12.446,Sep
1998-09-30,20.127,14.986,Sep
1998-10-01,1.226,1.016,Oct
1998-10-02,0.000,0.000,Oct
1998-10-03,0.000,0.000,Oct
1998-10-04,1.677,1.524,Oct
1998-10-05,10.005,10.668,Oct
1998-10-06,0.985,1.016,Oct
1998-10-07,8.893,12.954,Oct
1998-10-08,1.219,1.524,Oct
1998-10-09,0.090,0.000,Oct
1998-10-10,0.300,0.254,Oct
1998-10-11,0.000,0.000,Oct
1998-10-12,0.037,0.762,Oct
1998-10-13,8.925,7.366,Oct
1998-10-14,0.123,3.048,Oct
1998-10-15,1.344,6.350,Oct
1998-10-16,12.676,8.128,Oct
1998-10-17,8.914,10.414,Oct
1998-10-18,18.377,21.082,Oct
1998-10-19,50.871,75.692,Oct
1998-10-20,75.890,88.138,Oct
1998-10-21,12.641,14.478,Oct
1998-10-22,9.425,5.842,Oct
1998-10-23,2.451,12.446,Oct
1998-10-24,8.967,4.572,Oct
1998-10-25,27.509,18.288,Oct
1998-10-26,0.000,0.254,Oct
1998-10-27,13.833,0.254,Oct
1998-10-28,0.054,0.000,Oct
1998-10-29,0.000,0.000,Oct
1998-10-30,4.425,0.254,Oct
1998-10-31,8.202,2.540,Oct
1998-11-01,0.134,0.254,Nov
1998-11-02,0.000,0.000,Nov
1998-11-03,0.000,0.000,Nov
1998-11-04,10.530,2.032,Nov
1998-11-05,0.023,0.254,Nov
1998-11-06,0.000,0.000,Nov
1998-11-07,0.000,0.000,Nov
1998-11-08,0.000,0.000,Nov
1998-11-09,0.000,0.000,Nov
1998-11-10,0.125,0.254,Nov
1998-11-11,6.982,7.112,Nov
1998-11-12,0.826,2.032,Nov
1998-11-13,0.233,0.762,Nov
1998-11-14,0.054,0.762,Nov
1998-11-15,0.000,0.000,Nov
1998-11-16,0.000,0.000,Nov
1998-11-17,0.000,0.254,Nov
1998-11-18,2.099,3.048,Nov
1998-11-19,18.631,2.540,Nov
1998-11-20,9.195,2.286,Nov
1998-11-21,22.395,1.016,Nov
1998-11-22,1.821,6.350,Nov
1998-11-23,0.018,2.286,Nov
1998-11-24,0.000,0.000,Nov
1998-11-25,1.303,0.254,Nov
1998-11-26,6.567,5.588,Nov
1998-11-27,17.033,7.620,Nov
1998-11-28,0.586,0.254,Nov
1998-11-29,0.263,0.000,Nov
1998-11-30,1.738,0.254,Nov
1998-12-01,2.995,0.254,Dec
1998-12-02,3.173,0.254,Dec
1998-12-03,0.000,0.254,Dec
1998-12-04,8.496,11.938,Dec
1998-12-05,2.909,11.176,Dec
1998-12-06,1.555,0.254,Dec
1998-12-07,1.144,0.762,Dec
1998-12-08,16.384,11.938,Dec
1998-12-09,29.774,14.224,Dec
1998-12-10,31.604,27.178,Dec
1998-12-11,9.599,7.366,Dec
1998-12-12,15.506,10.414,Dec
1998-12-13,0.726,1.270,Dec
1998-12-14,4.074,0.762,Dec
1998-12-15,19.168,5.842,Dec
1998-12-16,0.413,3.556,Dec
1998-12-17,0.079,0.508,Dec
1998-12-18,0.000,0.000,Dec
1998-12-19,0.000,0.000,Dec
1998-12-20,0.055,0.000,Dec
1998-12-21,0.000,0.000,Dec
1998-12-22,0.006,0.000,Dec
1998-12-23,0.000,0.000,Dec
1998-12-24,0.000,0.000,Dec
1998-12-25,0.000,0.000,Dec
1998-12-26,0.001,0.000,Dec
1998-12-27,0.001,0.000,Dec
1998-12-28,1.275,1.778,Dec
1998-12-29,3.746,9.144,Dec
1998-12-30,3.655,11.684,Dec
1998-12-31,9.944,8.636,Dec
1999-01-01,2.116,1.016,Jan
1999-01-02,16.369,7.112,Jan
1999-01-03,23.186,18.796,Jan
1999-01-04,8.473,25.400,Jan
1999-01-05,0.000,0.000,Jan
1999-01-06,2.233,4.064,Jan
1999-01-07,2.391,14.732,Jan
1999-01-08,7.129,14.478,Jan
1999-01-09,0.813,1.270,Jan
1999-01-10,30.001,25.400,Jan
1999-01-11,4.756,4.318,Jan
1999-01-12,14.830,8.128,Jan
1999-01-13,14.589,15.748,Jan
1999-01-14,18.318,2.540,Jan
1999-01-15,8.479,0.762,Jan
1999-01-16,0.263,1.016,Jan
1999-01-17,0.006,0.254,Jan
1999-01-18,0.000,0.000,Jan
1999-01-19,0.001,0.000,Jan
1999-01-20,0.000,0.000,Jan
1999-01-21,0.000,0.000,Jan
1999-01-22,0.000,0.000,Jan
1999-01-23,4.287,5.842,Jan
1999-01-24,24.251,17.780,Jan
1999-01-25,1.618,1.524,Jan
1999-01-26,17.949,8.128,Jan
1999-01-27,15.273,8.636,Jan
1999-01-28,0.729,2.540,Jan
1999-01-29,0.000,0.000,Jan
1999-01-30,1.162,11.430,Jan
1999-01-31,0.460,5.842,Jan
1999-02-01,1.083,0.254,Feb
1999-02-02,1.075,2.540,Feb
1999-02-03,14.926,3.556,Feb
1999-02-04,4.579,1.778,Feb
1999-02-05,9.815,8.636,Feb
1999-02-06,3.508,5.080,Feb
1999-02-07,2.412,3.556,Feb
1999-02-08,0.986,7.620,Feb
1999-02-09,0.441,0.254,Feb
1999-02-10,0.164,0.000,Feb
1999-02-11,8.413,4.064,Feb
1999-02-12,4.620,6.096,Feb
1999-02-13,15.680,6.350,Feb
1999-02-14,2.001,0.508,Feb
1999-02-15,0.388,0.000,Feb
1999-02-16,1.336,0.254,Feb
1999-02-17,0.734,3.048,Feb
1999-02-18,8.393,2.540,Feb
1999-02-19,0.001,0.762,Feb
1999-02-20,0.000,0.254,Feb
1999-02-21,0.083,0.000,Feb
1999-02-22,0.854,2.286,Feb
1999-02-23,3.198,8.128,Feb
1999-02-24,0.000,0.000,Feb
1999-02-25,0.205,0.508,Feb
1999-02-26,0.219,0.254,Feb
1999-02-27,0.747,0.254,Feb
1999-02-28,2.312,0.254,Feb
1999-03-01,1.005,0.254,Mar
1999-03-02,2.295,0.254,Mar
1999-03-03,0.000,0.000,Mar
1999-03-04,0.956,0.000,Mar
1999-03-05,1.626,0.254,Mar
1999-03-06,0.597,4.826,Mar
1999-03-07,2.689,0.508,Mar
1999-03-08,0.426,0.254,Mar
1999-03-09,4.448,1.270,Mar
1999-03-10,1.416,0.762,Mar
1999-03-11,3.331,8.382,Mar
1999-03-12,10.964,0.762,Mar
1999-03-13,2.176,7.874,Mar
1999-03-14,2.892,2.032,Mar
1999-03-15,5.911,3.556,Mar
1999-03-16,3.753,0.508,Mar
1999-03-17,0.001,0.000,Mar
1999-03-18,0.000,0.000,Mar
1999-03-19,10.271,10.160,Mar
1999-03-20,5.536,4.826,Mar
1999-03-21,5.201,3.302,Mar
1999-03-22,16.937,6.858,Mar
1999-03-23,1.110,1.270,Mar
1999-03-24,0.791,0.254,Mar
1999-03-25,1.207,0.508,Mar
1999-03-26,14.072,4.318,Mar
1999-03-27,2.569,2.286,Mar
1999-03-28,0.460,0.000,Mar
1999-03-29,0.004,0.000,Mar
1999-03-30,0.000,0.000,Mar
1999-03-31,0.102,0.508,Mar
1999-04-01,28.922,30.480,Apr
1999-04-02,1.126,4.826,Apr
1999-04-03,2.365,1.270,Apr
1999-04-04,0.000,0.000,Apr
1999-04-05,4.822,6.604,Apr
1999-04-06,4.185,4.826,Apr
1999-04-07,0.013,0.254,Apr
1999-04-08,0.000,0.000,Apr
1999-04-09,0.087,0.508,Apr
1999-04-10,9.807,7.112,Apr
1999-04-11,20.515,9.906,Apr
1999-04-12,6.749,1.524,Apr
1999-04-13,3.084,0.508,Apr
1999-04-14,9.307,12.954,Apr
1999-04-15,32.227,37.846,Apr
1999-04-16,3.452,1.016,Apr
1999-04-17,0.242,0.254,Apr
1999-04-18,2.496,0.254,Apr
1999-04-19,0.660,0.254,Apr
1999-04-20,12.167,10.668,Apr
1999-04-21,0.127,0.000,Apr
1999-04-22,15.641,28.194,Apr
1999-04-23,14.075,7.112,Apr
1999-04-24,14.520,15.240,Apr
1999-04-25,6.530,4.064,Apr
1999-04-26,1.841,0.254,Apr
1999-04-27,0.171,0.254,Apr
1999-04-28,0.925,0.254,Apr
1999-04-29,0.350,1.524,Apr
1999-04-30,0.100,3.048,Apr
1999-05-01,20.367,10.922,May
1999-05-02,7.135,3.048,May
1999-05-03,0.341,0.508,May
1999-05-04,0.841,0.508,May
1999-05-05,3.962,0.762,May
1999-05-06,15.789,4.826,May
1999-05-07,1.888,0.254,May
1999-05-08,0.427,0.254,May
1999-05-09,0.012,0.254,May
1999-05-10,0.000,0.000,May
1999-05-11,0.739,1.524,May
1999-05-12,7.126,1.270,May
1999-05-13,0.019,0.000,May
1999-05-14,0.000,0.000,May
1999-05-15,0.000,0.000,May
1999-05-16,0.000,0.000,May
1999-05-17,0.501,0.254,May
1999-05-18,12.501,6.604,May
1999-05-19,3.582,3.556,May
1999-05-20,6.316,3.302,May
1999-05-21,6.355,0.762,May
1999-05-22,1.901,12.954,May
1999-05-23,6.977,21.336,May
1999-05-24,12.395,9.906,May
1999-05-25,20.418,8.636,May
1999-05-26,3.760,3.048,May
1999-05-27,8.284,6.604,May
1999-05-28,8.326,19.304,May
1999-05-29,4.048,5.588,May
1999-05-30,20.332,18.034,May
1999-05-31,2.339,1.270,May
1999-06-01,0.014,0.000,Jun
1999-06-02,0.809,13.208,Jun
1999-06-03,2.803,4.826,Jun
1999-06-04,0.199,0.000,Jun
1999-06-05,4.449,0.254,Jun
1999-06-06,0.023,0.000,Jun
1999-06-07,0.000,0.000,Jun
1999-06-08,0.000,0.000,Jun
1999-06-09,0.000,0.254,Jun
1999-06-10,0.002,0.000,Jun
1999-06-11,0.000,0.000,Jun
1999-06-12,0.000,0.000,Jun
1999-06-13,3.370,0.508,Jun
1999-06-14,0.077,0.254,Jun
1999-06-15,0.676,0.254,Jun
1999-06-16,17.198,19.050,Jun
1999-06-17,0.616,0.254,Jun
1999-06-18,1.092,8.636,Jun
1999-06-19,5.144,6.350,Jun
1999-06-20,0.077,1.016,Jun
1999-06-21,0.250,2.286,Jun
1999-06-22,0.263,0.254,Jun
1999-06-23,0.000,0.000,Jun
1999-06-24,0.000,0.000,Jun
1999-06-25,0.022,0.000,Jun
1999-06-26,0.200,0.508,Jun
1999-06-27,3.833,3.302,Jun
1999-06-28,5.605,4.572,Jun
1999-06-29,9.162,1.270,Jun
1999-06-30,0.522,2.286,Jun
1999-07-01,0.029,0.000,Jul
1999-07-02,0.000,0.000,Jul
1999-07-03,0.013,0.000,Jul
1999-07-04,0.000,0.000,Jul
1999-07-05,0.311,0.000,Jul
1999-07-06,2.446,0.000,Jul
1999-07-07,0.000,0.000,Jul
1999-07-08,0.002,0.254,Jul
1999-07-09,9.889,8.382,Jul
1999-07-10,11.380,6.096,Jul
1999-07-11,13.125,9.144,Jul
1999-07-12,13.967,2.794,Jul
1999-07-13,0.010,0.000,Jul
1999-07-14,0.000,0.000,Jul
1999-07-15,0.000,0.000,Jul
1999-07-16,0.000,0.000,Jul
1999-07-17,0.307,0.000,Jul
1999-07-18,0.030,0.254,Jul
1999-07-19,14.151,11.430,Jul
1999-07-20,0.368,4.826,Jul
1999-07-21,11.218,9.398,Jul
1999-07-22,4.151,4.064,Jul
1999-07-23,0.000,0.000,Jul
1999-07-24,0.011,0.762,Jul
1999-07-25,0.461,7.874,Jul
1999-07-26,9.481,21.844,Jul
1999-07-27,16.672,6.858,Jul
1999-07-28,8.109,8.890,Jul
1999-07-29,0.000,1.778,Jul
1999-07-30,0.002,0.254,Jul
1999-07-31,0.000,0.000,Jul
1999-08-01,0.000,0.254,Aug
1999-08-02,0.000,0.000,Aug
1999-08-03,0.000,0.000,Aug
1999-08-04,0.000,0.254,Aug
1999-08-05,0.000,0.000,Aug
1999-08-06,0.002,0.254,Aug
1999-08-07,0.751,1.778,Aug
1999-08-08,14.038,14.986,Aug
1999-08-09,0.818,7.366,Aug
1999-08-10,0.002,4.572,Aug
1999-08-11,0.000,0.000,Aug
1999-08-12,0.173,0.000,Aug
1999-08-13,35.691,32.766,Aug
1999-08-14,4.494,0.762,Aug
1999-08-15,1.401,2.540,Aug
1999-08-16,2.147,2.286,Aug
1999-08-17,6.993,5.842,Aug
1999-08-18,0.000,0.254,Aug
1999-08-19,0.075,5.842,Aug
1999-08-20,3.338,1.016,Aug
1999-08-21,11.075,12.192,Aug
1999-08-22,0.095,9.906,Aug
1999-08-23,0.104,2.794,Aug
1999-08-24,5.754,26.670,Aug
1999-08-25,7.498,5.080,Aug
1999-08-26,0.286,0.508,Aug
1999-08-27,3.007,5.842,Aug
1999-08-28,45.010,14.986,Aug
1999-08-29,13.103,8.128,Aug
1999-08-30,2.663,5.842,Aug
1999-08-31,0.054,0.254,Aug
1999-09-01,0.065,0.762,Sep
1999-09-02,2.996,3.810,Sep
1999-09-03,10.919,9.906,Sep
1999-09-04,0.026,0.000,Sep
1999-09-05,0.085,0.254,Sep
1999-09-06,9.281,9.652,Sep
1999-09-07,3.450,8.382,Sep
1999-09-08,2.021,3.810,Sep
1999-09-09,8.035,19.812,Sep
1999-09-10,2.367,3.302,Sep
1999-09-11,12.390,2.032,Sep
1999-09-12,6.582,4.064,Sep
1999-09-13,0.008,1.016,Sep
1999-09-14,12.683,4.572,Sep
1999-09-15,24.219,11.176,Sep
1999-09-16,0.441,4.826,Sep
1999-09-17,15.239,23.622,Sep
1999-09-18,34.228,39.878,Sep
1999-09-19,8.001,4.826,Sep
1999-09-20,13.075,17.526,Sep
1999-09-21,2.809,6.858,Sep
1999-09-22,54.354,45.466,Sep
1999-09-23,2.655,12.192,Sep
1999-09-24,1.457,3.556,Sep
1999-09-25,7.542,8.128,Sep
1999-09-26,1.391,0.762,Sep
1999-09-27,0.243,2.032,Sep
1999-09-28,2.412,0.000,Sep
1999-09-29,0.009,7.620,Sep
1999-09-30,1.373,10.160,Sep
1999-10-01,5.323,15.240,Oct
1999-10-02,20.027,4.572,Oct
1999-10-03,3.332,8.890,Oct
1999-10-04,0.374,3.302,Oct
1999-10-05,0.846,0.762,Oct
1999-10-06,16.067,12.954,Oct
1999-10-07,29.450,12.954,Oct
1999-10-08,4.263,12.192,Oct
1999-10-09,2.152,5.842,Oct
1999-10-10,9.729,5.080,Oct
1999-10-11,15.531,6.096,Oct
1999-10-12,10.850,16.002,Oct
1999-10-13,10.771,11.430,Oct
1999-10-14,0.003,1.778,Oct
1999-10-15,16.557,15.748,Oct
1999-10-16,35.981,19.050,Oct
1999-10-17,0.942,0.762,Oct
1999-10-18,20.744,23.114,Oct
1999-10-19,16.213,12.446,Oct
1999-10-20,0.009,0.254,Oct
1999-10-21,16.157,25.146,Oct
1999-10-22,0.135,5.080,Oct
1999-10-23,27.297,27.940,Oct
1999-10-24,15.972,7.366,Oct
1999-10-25,23.659,11.430,Oct
1999-10-26,15.181,6.096,Oct
1999-10-27,17.178,6.350,Oct
1999-10-28,5.109,5.334,Oct
1999-10-29,0.267,0.762,Oct
1999-10-30,10.041,2.794,Oct
1999-10-31,18.785,22.860,Oct
1999-11-01,54.175,57.404,Nov
1999-11-02,1.542,3.810,Nov
1999-11-03,0.659,0.254,Nov
1999-11-04,4.801,2.540,Nov
1999-11-05,0.115,0.254,Nov
1999-11-06,0.842,1.270,Nov
1999-11-07,5.279,2.286,Nov
1999-11-08,6.439,0.762,Nov
1999-11-09,31.656,2.794,Nov
1999-11-10,7.352,5.080,Nov
1999-11-11,10.572,1.016,Nov
1999-11-12,0.174,1.016,Nov
1999-11-13,2.682,0.762,Nov
1999-11-14,4.996,0.762,Nov
1999-11-15,13.545,2.794,Nov
1999-11-16,18.421,15.240,Nov
1999-11-17,0.969,0.254,Nov
1999-11-18,5.566,1.270,Nov
1999-11-19,19.242,11.430,Nov
1999-11-20,2.558,1.524,Nov
1999-11-21,12.009,6.604,Nov
1999-11-22,10.243,2.794,Nov
1999-11-23,10.252,3.556,Nov
1999-11-24,12.464,8.890,Nov
1999-11-25,3.226,2.032,Nov
1999-11-26,0.855,3.048,Nov
1999-11-27,0.000,0.000,Nov
1999-11-28,7.553,5.842,Nov
1999-11-29,7.734,0.762,Nov
1999-11-30,1.445,0.762,Nov
1999-12-01,10.986,5.334,Dec
1999-12-02,2.787,0.508,Dec
1999-12-03,2.981,11.938,Dec
1999-12-04,6.729,1.270,Dec
1999-12-05,4.968,8.890,Dec
1999-12-06,8.427,2.032,Dec
1999-12-07,6.222,5.080,Dec
1999-12-08,4.043,0.254,Dec
1999-12-09,1.211,2.032,Dec
1999-12-10,15.541,8.382,Dec
1999-12-11,2.822,3.556,Dec
1999-12-12,0.209,0.000,Dec
1999-12-13,0.528,0.254,Dec
1999-12-14,2.482,0.762,Dec
1999-12-15,7.118,6.096,Dec
1999-12-16,3.731,4.572,Dec
1999-12-17,6.866,1.524,Dec
1999-12-18,0.174,0.254,Dec
1999-12-19,36.877,24.384,Dec
1999-12-20,8.978,12.446,Dec
1999-12-21,7.163,2.286,Dec
1999-12-22,0.646,0.000,Dec
1999-12-23,1.796,2.540,Dec
1999-12-24,12.017,17.780,Dec
1999-12-25,60.331,32.766,Dec
1999-12-26,10.527,6.096,Dec
1999-12-27,86.182,67.818,Dec
1999-12-28,46.661,23.876,Dec
1999-12-29,0.528,0.762,Dec
1999-12-30,10.686,6.350,Dec
1999-12-31,1.980,2.032,Dec
2000-01-01,0.015,0.254,Jan
2000-01-02,0.015,0.254,Jan
2000-01-03,1.422,0.508,Jan
2000-01-04,0.880,1.524,Jan
2000-01-05,5.071,6.350,Jan
2000-01-06,19.126,10.160,Jan
2000-01-07,11.319,10.414,Jan
2000-01-08,4.585,3.302,Jan
2000-01-09,0.108,1.016,Jan
2000-01-10,0.068,0.000,Jan
2000-01-11,0.000,0.000,Jan
2000-01-12,0.043,0.000,Jan
2000-01-13,0.000,0.000,Jan
2000-01-14,0.001,0.000,Jan
2000-01-15,0.004,0.000,Jan
2000-01-16,0.009,0.000,Jan
2000-01-17,0.055,0.254,Jan
2000-01-18,0.747,1.778,Jan
2000-01-19,0.587,1.778,Jan
2000-01-20,0.245,0.762,Jan
2000-01-21,0.000,0.000,Jan
2000-01-22,2.738,1.016,Jan
2000-01-23,0.791,0.254,Jan
2000-01-24,0.455,0.254,Jan
2000-01-25,6.017,4.318,Jan
2000-01-26,11.459,7.112,Jan
2000-01-27,57.998,52.324,Jan
2000-01-28,5.205,9.398,Jan
